	reply_settings	created_at	lang	conversation_id	author_id	text	edit_history_tweet_ids	id	referenced_tweets	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id
635	everyone	2023-03-09T03:16:20.000Z	en	1633668011553968128	1924406672	"RT @DerrickEvans_WV: Never before released footage of #Jan6 that I took. 

Received a fist bump from a police officer who never asked anyon…"	['1633668011553968128']	1633668011553968128	[{'type': 'retweeted', 'id': '1548038280259649536'}]	12324	0	0	0	0		
636	everyone	2023-03-09T03:16:20.000Z	en	1633668009557409794	1573474883769606146	"RT @kitchen5203: This!
Florida used to be a welcoming state to the LGBTQIA+ community before the MAGA Republicans turned it into a fascist…"	['1633668009557409794']	1633668009557409794	[{'type': 'retweeted', 'id': '1633452096732250112'}]	82	0	0	0	0		
637	everyone	2023-03-09T03:16:15.000Z	en	1633667989391257600	77751388	"RT @BillKristol: ""McCarthy made an affirmative decision to collaborate with Fox News, even as a lawsuit has exposed how Fox brazenly airs c…"	['1633667989391257600']	1633667989391257600	[{'type': 'retweeted', 'id': '1633635667111473154'}]	139	0	0	0	0		
638	everyone	2023-03-09T03:16:15.000Z	en	1633667988007288834	842029626608123904	RT @MichellesDude: Has Blump, CokeBoy, Kremlin Barbie, Gums or Melanoma commented yet on the devastating #DominionLawsuit evidence that eve…	['1633667988007288834']	1633667988007288834	[{'type': 'retweeted', 'id': '1633630634844340226'}]	23	0	0	0	0		
639	everyone	2023-03-09T03:16:14.000Z	en	1633667987298213889	1559163211101896704	RT @mrmikebones: @RepDonaldsPress Tucker &amp; MAGA Republicans attempting to gaslight America is the problem, as your post demonstrates.	['1633667987298213889']	1633667987298213889	[{'type': 'retweeted', 'id': '1633525877584838656'}]	9	0	0	0	0		
640	everyone	2023-03-09T03:16:12.000Z	en	1633667976627990528	1404265793018281988	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633667976627990528']	1633667976627990528	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2620	0	0	0	0		
641	everyone	2023-03-09T03:16:11.000Z	en	1633667972219674624	1364621444265705473	"Jenna Ellis admits she lied abt the election being stolen, they use the word ""misrepresentations"" but that just means lies. Maga will not care as it continues to be revealed that they were lied to by so so many ppl.

https://t.co/yAaktUuJpA https://t.co/eLC0ej1cV3"	['1633667972219674624']	1633667972219674624		0	0	0	0	26		
642	everyone	2023-03-09T03:16:08.000Z	en	1633667961415413761	1558968297806188544	Here are the buses on January 6th that brought all the Antifa members to the Capital to dress up like Trump  Supporters—Mix in and cause violence to frame MAGA Republicans. https://t.co/p9WP8GOLLK	['1633667961415413761']	1633667961415413761	[{'type': 'quoted', 'id': '1633099173758222338'}]	0	0	0	0	11		
643	everyone	2023-03-09T03:16:08.000Z	en	1633040647165984770	1587230317928071169	@RealVinnieJames I see praceful MAGA loving Americans and then I see violent Antifa punks. Nothing more to see. Quit pushing the propaganda	['1633667959708344320']	1633667959708344320	[{'type': 'replied_to', 'id': '1633040647165984770'}]	0	0	0	0	1	707246777515245572	
644	everyone	2023-03-09T03:16:07.000Z	en	1633635097336500224	1519132288520400896	@Lisahudsonchow7 @GreyLady45 @LegendConductrs @AGuyOnTw_tter @thejavawitch @Ilegvm @827js @Steveadams76 @NancyMar2022 @V_Hawtmess1 @JimGagnon6 @bdonesem @InjunJoe2726 @FishermanWords @smrose29 @CoVet_81 @TheRebeluniter @UnionPatriot369 @TJDOGMANR2 WITH YOU 100%~MAGA~We The People~Followers of Jesus Christ Our Lord &amp; Saviour~American Patriotic Nationalist ~ Donald J Trump ~Marjorie Taylor Greene~ Lauren Boebert ~Kristi Noem ~Mayra Flores~Sen. Marsha Blackburn~ https://t.co/ZyZO5qMAdS	['1633667957741219840']	1633667957741219840	[{'type': 'replied_to', 'id': '1633649088787894278'}]	0	0	0	0	0	822504009323970561	
645	everyone	2023-03-09T03:16:07.000Z	en	1633604027610017793	1132487625313357824	@ChuckCallesto How do you not know it’s not MAGA dressed as ANTIFA (They don’t have a dress code they are not PB) and returning to his own MAGA garb? What is the source of the video? They just happen to make that mistake and say “Delete That.” They aren’t MAGA they wouldn’t make that mistake🤔	['1633667954138288130']	1633667954138288130	[{'type': 'replied_to', 'id': '1633604027610017793'}]	0	0	0	0	2	4765364386	
646	everyone	2023-03-09T03:16:06.000Z	en	1633667952909373440	1523891821	RT @benwikler: The same ultra-MAGA mega-donors who flooded the airwaves with vicious lies to help Ron Johnson win last year are at it again…	['1633667952909373440']	1633667952909373440	[{'type': 'retweeted', 'id': '1633546180813570049'}]	88	0	0	0	0		
647	everyone	2023-03-09T03:16:06.000Z	en	1633667951315263488	1315327540769288193	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633667951315263488']	1633667951315263488	[{'type': 'retweeted', 'id': '1633600197602476033'}]	796	0	0	0	0		
648	everyone	2023-03-09T03:16:06.000Z	en	1633667950434566144	827329182975787009	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633667950434566144']	1633667950434566144	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2620	0	0	0	0		
649	everyone	2023-03-09T03:16:05.000Z	en	1633667948597620736	26054138	"RT @QuoteDigging: ""Antony Fauci is a heretic.He has sinned against MAGA's God.He had the heretical audacity to oppose their unhinged orange…"	['1633667948597620736']	1633667948597620736	[{'type': 'retweeted', 'id': '1633643453329408003'}]	17	0	0	0	0		
650	everyone	2023-03-09T03:16:04.000Z	en	1633667944990507008	1422782481007222784	@Leerose1985 I knew you MAGA clowns drove others to drink....but it concerns me you guys might drink AND breed....scary	['1633667944990507008']	1633667944990507008		0	0	0	0	0	3578308875	
651	everyone	2023-03-09T03:16:04.000Z	en	1633667942180352001	1082023537165008896	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633667942180352001']	1633667942180352001	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2620	0	0	0	0		
652	everyone	2023-03-09T03:16:03.000Z	en	1633667940120768513	1332448118	RT @JonathanTurley: The Fox footage raises new questions about the Chansley case and whether the length of his sentence was more about his…	['1633667940120768513']	1633667940120768513	[{'type': 'retweeted', 'id': '1633444947352330241'}]	456	0	0	0	0		
653	everyone	2023-03-09T03:16:03.000Z	en	1633667937742778369	585803459	Well, why the hell not do it, there’s been zero repercussions for anything these Maga insurrectionists bigots racist jackasses have done https://t.co/fyvImw7MrN	['1633667937742778369']	1633667937742778369	[{'type': 'quoted', 'id': '1633496319128903682'}]	0	0	0	0	0		
654	everyone	2023-03-09T03:16:02.000Z	en	1633667935943249921	1594565238887702529	"RT @Antman0528: Tweet about Ray Epps, a supposed ""MAGA Republican"", and you'll get attacked by the Liberals on here defending him. I think…"	['1633667935943249921']	1633667935943249921	[{'type': 'retweeted', 'id': '1633447606146744327'}]	143	0	0	0	0		
655	everyone	2023-03-09T03:16:01.000Z	en	1633664097580625920	27493883	Follow @TrendingLiberal for the full story on the very troubled story on what this guy is accused of – and more excellent stories on MAGA hypocrisy.	['1633667930721521665']	1633667930721521665	[{'type': 'replied_to', 'id': '1633664097580625920'}]	5	1	25	0	5224	27493883	
656	everyone	2023-03-09T03:16:01.000Z	en	1633667929702035457	1487007587593822212	"RT @ArtsyFish007: Mom Took Her Kids To A Drag Brunch To Document Just How Harmful It Was 😁

Review: You’ve never seen anywhere near this ki…"	['1633667929702035457']	1633667929702035457	[{'type': 'retweeted', 'id': '1633647036028575744'}]	12	0	0	0	0		
657	everyone	2023-03-09T03:16:00.000Z	en	1633667925818195970	1574096740696920065	"Biden And Harris Served With Impeachment Charge  #MAGA #TRUMP2024 #Trump

https://t.co/bOVXHtUGNf"	['1633667925818195970']	1633667925818195970		0	0	0	0	0		
658	everyone	2023-03-09T03:15:59.000Z	en	1633632128897372160	1479140064013791232	@MatthewPHX9 @GrantCardone So she's maga?	['1633667923733622784']	1633667923733622784	[{'type': 'replied_to', 'id': '1633667737057673217'}]	0	0	0	0	1	104340917	
659	everyone	2023-03-09T03:15:59.000Z	en	1633667923452608513	1397358089758781443	RT @davidmweissman: Friendly reminder to point out to MAGA Republicans that your lies are not a different point of view.	['1633667923452608513']	1633667923452608513	[{'type': 'retweeted', 'id': '1633310327868727299'}]	54	0	0	0	0		
660	everyone	2023-03-09T03:15:59.000Z	en	1633667922936623106	164032259	"RT @claytoonz: Tucker Carlson ""passionately"" hates Trump. #TuckerCarlson #DominionLawsuit #DominionVsFoxNews #FoxNews #FoxNewsLies #Jan6 #T…"	['1633667922936623106']	1633667922936623106	[{'type': 'retweeted', 'id': '1633493474388353027'}]	24	0	0	0	0		
661	everyone	2023-03-09T03:15:59.000Z	en	1378505075652395011	1387571220829417473	@WiseWomanCrone @astragal @Julie_NoNumbers @PPPTCE @MAGA_Translator @Caperloo5 @GThonks @katgirlsc @BSHerrle @youknow714 @USAintheRGV @rosegar17673310 @OriginalGoalie @mtsand3 @LostSoulCracker @AFreeQueen @TyefiaM @CalvinE43701301 @RealWmGClark @JamesCa70626795 @8BrianVogel4 @p11b30 @kevinoler @wackawakca @AgainMothra @VinceGottalotta @Sasquatch4eva @MamieWhiteesq @Ajohnso50141696 @SmytheBobbi @TheRealMcKeever @PatriciaDupler @TShadowKnow @lavenlarose @NaylorFran @jbizzy6969 @CarignanAbreu @PhilipEMSkinne1 @TheAnthony850 @itisjustmebabe @JimlikesBB @EarthOne_13 @TheLandomatic @GAballots @JimJimlund12 @JoSchmo79 @ruxcytbl @neal_cowboy @SpiralWrap53 @TruthPyRate 158 million top of ticket votes in 2020.  136 million in 2016 when everybody came out to vote for HRC or Trump.   22 million more votes huh?  God bless the sheep. They know nothing but the grass in front of their noses.	['1633667922865389569']	1633667922865389569	[{'type': 'replied_to', 'id': '1633665840557228032'}]	0	1	0	0	3	364173019	
662	everyone	2023-03-09T03:15:57.000Z	en	1633667914288218112	1614431299	RT @ProjectLincoln: “We also agree with what Fox News’s own attorneys and executives have now repeatedly stressed in multiple courts of law…	['1633667914288218112']	1633667914288218112	[{'type': 'retweeted', 'id': '1633610944302714881'}]	464	0	0	0	0		
663	everyone	2023-03-09T03:15:57.000Z	en	1633667913117753345	3745196355	RT @Ankhast: TRUMP’s  MAGA  GOP “Democracy” haters club . So real , but sad. Move to Putin’s RUSSIA for a better life because we want you t…	['1633667913117753345']	1633667913117753345	[{'type': 'retweeted', 'id': '1608816169309421569'}]	1	0	0	0	0		
664	everyone	2023-03-09T03:15:56.000Z	en	1633667912123678721	1237510549698740227	I'm not a MAGA Republican, but I'm on board. https://t.co/6prZbThAIG	['1633667912123678721']	1633667912123678721	[{'type': 'quoted', 'id': '1633658363941908481'}]	0	0	0	0	3		
665	everyone	2023-03-09T03:15:55.000Z	en	1633667906708832259	1543696020596473857	RT @DarkWebWarrior: Its now 3 months into the year &amp; as expected  MAGA Qnut Greene and her Fellow Sedition Caucaus Qnuts have done absolute…	['1633667906708832259']	1633667906708832259	[{'type': 'retweeted', 'id': '1633657415466975233'}]	11	0	0	0	0		
666	everyone	2023-03-09T03:15:54.000Z	en	1633667903252840453	2263370412	"RT @MojackMarine: So...
Anyway...
Getting my H-cut today...
Listening to MAGA redneck mental diarrhea...
ALL AROUND ME!
These people are fu…"	['1633667903252840453']	1633667903252840453	[{'type': 'retweeted', 'id': '1633666498848858113'}]	6	0	0	0	0		
667	everyone	2023-03-09T03:15:53.000Z	en	1633667897460506626	1515420418684903428	RT @AlaskaPatriot1: Attention all Patriots🌹❤️ @thejavawitch ❤️🌹is closing in on the 15,000 Followers milestone! Let’s unite to give her a l…	['1633667897460506626']	1633667897460506626	[{'type': 'retweeted', 'id': '1633663612685254657'}]	29	0	0	0	0		
668	everyone	2023-03-09T03:15:52.000Z	en	1633667893652258816	1523891821	RT @benwikler: We got a head start in the first two weeks of this race. Now, with four weeks left in the race, the MAGA money is flooding i…	['1633667893652258816']	1633667893652258816	[{'type': 'retweeted', 'id': '1633546039167705088'}]	82	0	0	0	0		
669	everyone	2023-03-09T03:15:52.000Z	en	1633667893648048133	1528103612789817344	RT @AlaskaPatriot1: Attention all Patriots🌹❤️ @thejavawitch ❤️🌹is closing in on the 15,000 Followers milestone! Let’s unite to give her a l…	['1633667893648048133']	1633667893648048133	[{'type': 'retweeted', 'id': '1633663612685254657'}]	29	0	0	0	0		
670	everyone	2023-03-09T03:15:50.000Z	en	1633667886190596097	19444438	"RT @SethAbramson: WP: “Coercive Conservatism” Runs Rampant

MAGA continues to shed its snakeskin, revealing the BIG GOVERNMENT agenda it’s…"	['1633667886190596097']	1633667886190596097	[{'type': 'retweeted', 'id': '1633667862576373763'}]	44	0	0	0	0		
671	everyone	2023-03-09T03:15:50.000Z	en	1633667884072452102	3011961762	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633667884072452102']	1633667884072452102	[{'type': 'retweeted', 'id': '1633600197602476033'}]	796	0	0	0	0		
672	everyone	2023-03-09T03:15:49.000Z	en	1633667882306670593	86709845	RT @TheDemocrats: MAGA Republicans will not rest until abortion is banned in every state.	['1633667882306670593']	1633667882306670593	[{'type': 'retweeted', 'id': '1633658363941908481'}]	34	0	0	0	0		
673	everyone	2023-03-09T03:15:48.000Z	en	1633663071414632450	369175568	@drgandrews All the GOP MAGA crowd has.  They are toast.	['1633667876241526784']	1633667876241526784	[{'type': 'replied_to', 'id': '1633663071414632450'}]	0	0	1	0	1	425485632	
674	everyone	2023-03-09T03:15:47.000Z	en	1633595108565155841	123726886	@SpeakerMcCarthy you are a traitor who stays shoulder to shoulder with Tucker. Don't talk about how you love America, wanna help the people of America, etc.. You just a MAGA without soul	['1633667874354257921']	1633667874354257921	[{'type': 'replied_to', 'id': '1633595108565155841'}]	0	0	0	0	2	19739126	
675	everyone	2023-03-09T03:15:47.000Z	en	1633597653287305216	836039226017861632	@NeilWMcCabe2 @BrianKarem You mean like Bill Barr treating the DOJ as Trump's personal law firm, you braindead MAGA?	['1633667872340803585']	1633667872340803585	[{'type': 'replied_to', 'id': '1633644954986721282'}]	0	0	2	0	6	1064519591701987328	
676	everyone	2023-03-09T03:15:47.000Z	en	1633667870843633664	28654816	RT @claytoonz: Drawn in 30 seconds #TuckerCarlson #Trump #MAGA #FoxNews #FoxNewsLies #TuckerHatesTrump #TrumpyBear #DominionLawsuit #Tucker…	['1633667870843633664']	1633667870843633664	[{'type': 'retweeted', 'id': '1633633576133746689'}]	13	0	0	0	0		
677	everyone	2023-03-09T03:15:46.000Z	en	1633667867160748032	2806537822	"RT @benwikler: 🚨 RED ALERT: A MAGA PAC just reserved $3.2 million in TV ads for the April 4 Wisconsin Supreme Court race.

For the next two…"	['1633667867160748032']	1633667867160748032	[{'type': 'retweeted', 'id': '1633545031121350656'}]	1379	0	0	0	0		
678	everyone	2023-03-09T03:15:46.000Z	en	1633667866191974400	859830927631032321	RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…	['1633667866191974400']	1633667866191974400	[{'type': 'retweeted', 'id': '1633569264488820736'}]	759	0	0	0	0		
679	everyone	2023-03-09T03:15:45.000Z	en	1633667862576373763	3223426134	"WP: “Coercive Conservatism” Runs Rampant

MAGA continues to shed its snakeskin, revealing the BIG GOVERNMENT agenda it’s always stood for.

MAGAs tell us who to love, how to pray, where you can move to, when you can vote, and what rights they’ll allow you. https://t.co/TDkJtzGTEO"	['1633667862576373763']	1633667862576373763		44	2	105	1	5191		
680	everyone	2023-03-09T03:15:44.000Z	en	1633667858810175497	94183319	RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…	['1633667858810175497']	1633667858810175497	[{'type': 'retweeted', 'id': '1633569264488820736'}]	759	0	0	0	0		
681	everyone	2023-03-09T03:15:44.000Z	en	1633648230457282560	1181746515364241408	@Nicky_Pelosi @atrupar I’m went to high school with Mark Wayne, he was a total dumbass then and looks like he still is but now he’s on a Republican/MAGA powertrip	['1633667858541445122']	1633667858541445122	[{'type': 'replied_to', 'id': '1633648903969964039'}]	0	0	0	0	6	1195767694097879045	
682	everyone	2023-03-09T03:15:42.000Z	en	1633667853101727745	1245156544460644352	"RT @RussellSieg: How many other MAGA leaders besides Matt Schlapp are extremely hypocritical closeted gays?
https://t.co/IXQ1vTEm36"	['1633667853101727745']	1633667853101727745	[{'type': 'retweeted', 'id': '1633592306371555329'}]	18	0	0	0	0		
683	everyone	2023-03-09T03:15:42.000Z	en	1633667850299686912	48599448	"RT @BettyBowers: @RonFilipkowski Mel Gibson is proof that ""Cancel Culture"" is a  MAGA myth."	['1633667850299686912']	1633667850299686912	[{'type': 'retweeted', 'id': '1633608582817087494'}]	25	0	0	0	0		
684	everyone	2023-03-09T03:15:42.000Z	en	1633667849943400448	1598455229170692096	RT @AlaskaPatriot1: Attention all Patriots🌹❤️ @thejavawitch ❤️🌹is closing in on the 15,000 Followers milestone! Let’s unite to give her a l…	['1633667849943400448']	1633667849943400448	[{'type': 'retweeted', 'id': '1633663612685254657'}]	29	0	0	0	0		
685	everyone	2023-03-09T03:15:41.000Z	en	901233427525107712	42228475	"@MAGA_Translator @CarrieAMaze23 @Jerseycy11 @HamRadioJoe @Jay_see_see @ThereseOSulliv2 @SmartUSAPat1 @Julie_NoNumbers @AngryFleas @BluesElmwood @NunuLives @antiLibmob @GaryIsTheDad @KidRockFan4 @CraigCastleber1 @justasimplema20 @Kellyring @jimaw63 @TheSeriousOne56 @TruthisnotT @darstin1957 @therealBFizzzle @marie745640 @C0DE_W4RR10R @hrt6017 @srasberry1 @JimlikesBB @jbizzy6969 @Tommy15819423 @bluver41 @ArthurP41275988 @JamesLauder12 @nitros1954 @sammk1964 @CommentPleasure @MarkBatin @gmail_hess @realZacharyKent @findtruthinside @CriticaSinMiedo @andrew7rd @jyurgealitis @WeRtheArmy @phil_denton @ItsBT50 @theromsey @f505eb72b9cd493 @JustinTrudeau @JoeBiden You know those ""baseless conspiracies "" you speak of....they're all coming true."	['1633667849016287232']	1633667849016287232	[{'type': 'replied_to', 'id': '1633667114513965057'}]	0	1	0	0	3	316225801	
686	everyone	2023-03-09T03:15:41.000Z	en	1633667846092861442	1467301481422409731	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633667846092861442']	1633667846092861442	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2620	0	0	0	0		
687	everyone	2023-03-09T03:15:41.000Z	en	1633420930314649602	3565431792	@TwinCitizens @dbongino So I can’t talk about MAGA? Are you trying to hinder my free speech? UnAmerican… To your point about suppressing different opinions, nobody’s been suppressed. If an author wanted to be published, they’re free to publish. The problem is, most of what you believe is just not true.	['1633667845153251328']	1633667845153251328	[{'type': 'replied_to', 'id': '1633664141402537985'}]	0	1	0	0	10	1157325425942716419	
688	everyone	2023-03-09T03:15:40.000Z	en	1633667845010915330	45758111	MAGA Congress Members REFUSE to Utter Two Simple Sentences and are EXPOSED https://t.co/Pkjh7htuhi via @YouTube	['1633667845010915330']	1633667845010915330		0	0	0	0	1		
689	everyone	2023-03-09T03:15:40.000Z	en	1633667844729712641	1243495891870375939	RT @OehtBranson: MAGA Extremist Republicans should be harassing and investigating Trump who flat out quit on the job during the middle of a…	['1633667844729712641']	1633667844729712641	[{'type': 'retweeted', 'id': '1633631669994557446'}]	9	0	0	0	0		
690	everyone	2023-03-09T03:15:40.000Z	en	1633667841277714432	63026237	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633667841277714432']	1633667841277714432	[{'type': 'retweeted', 'id': '1633600197602476033'}]	796	0	0	0	0		
691	everyone	2023-03-09T03:15:38.000Z	en	1633621423267926016	86327930	@CoachKarl22 “Alt right” ref is being kind Coach - he’s a lowlife MAGA who cares not a whit about anything but clicks from like minded white trash	['1633667835929980930']	1633667835929980930	[{'type': 'replied_to', 'id': '1633621423267926016'}]	0	0	0	0	4	600223431	
692	everyone	2023-03-09T03:15:38.000Z	en	1633667834453585924	1586033547818713088	RT @GingerB73013957: #Leftist &amp; #RINO’s called JAn 6th worse than 9/11. Thousands DID NOT die &amp; of the 1’s that did they were UnArmed Trump…	['1633667834453585924']	1633667834453585924	[{'type': 'retweeted', 'id': '1633335453985263619'}]	70	0	0	0	0		
693	everyone	2023-03-09T03:15:36.000Z	en	1633667826710921216	492945394	RT @OccupyDemocrats: If you’re impressed that the GOP campaign aide who accused MAGA heavyweight Matt Schlapp of sexual battery just came f…	['1633667826710921216']	1633667826710921216	[{'type': 'retweeted', 'id': '1633603480903626752'}]	51	0	0	0	0		
694	everyone	2023-03-09T03:15:36.000Z	en	1626589009962217473	836721050008313857	"@mbpblm @PatriotInSF @bdonesem @DameScorpio @NYCLee5 @Zegdie @joedisomma @NoletDiana @hakesaw @gunslinger2022 @LivingFreeorDie @1OregonPatriot @smrose29 @GirlFly63 @Flight2Faith549 @MichaelMacQuil1 @MHM5962 @Lara_maga47 @D_W_F @_SmokeyGirl25 @TheRebeluniter Thank you for including me Linda @mbpblm. 

#AllLivesMatter #BidenBorderCrisis #CanadaIsBroken #DemocratsHateAmerica #DrainTheSwamp #GoWokeGoBroke #ImpeachBiden #LockHerUp #MAGA #ProLife #TrudeauDestroyingCanada #TrudeauMustGo #TrudeauOUT #Trump2024 #TrumpWon #UltraMAGA 

🇺🇸🇺🇸 https://t.co/nHzn7XE6Tf"	['1633667824899039237']	1633667824899039237	[{'type': 'replied_to', 'id': '1626593499536850944'}]	0	0	0	0	5	1570959366299197440	
695	everyone	2023-03-09T03:15:35.000Z	en	1633667820377587712	1677184237	"RT @FloridaGal0814: MAGA wondering why tuck hasn’t shown them more footage.
🤣🤣🤣🤣"	['1633667820377587712']	1633667820377587712	[{'type': 'retweeted', 'id': '1633654030009266176'}]	3	0	0	0	0		
696	everyone	2023-03-09T03:15:34.000Z	en	1633667816019869698	752591071750656000	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633667816019869698']	1633667816019869698	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2620	0	0	0	0		
697	everyone	2023-03-09T03:15:31.000Z	en	1633667806435721218	1086247732686262272	"RT @MotherJones: Guo Wengui is a Chinese fugitive who became an unlikely MAGA celebrity. So what were his followers doing in Poland? 

@del…"	['1633667806435721218']	1633667806435721218	[{'type': 'retweeted', 'id': '1633664655880241152'}]	4	0	0	0	0		
698	everyone	2023-03-09T03:15:31.000Z	en	1633667805961924608	1214738012673736705	RT @PramilaJayapal: Trans kids are *kids* – and all kids should be able to play without the weight of MAGA attacks on their shoulders.	['1633667805961924608']	1633667805961924608	[{'type': 'retweeted', 'id': '1633662390683459585'}]	17	0	0	0	0		
699	everyone	2023-03-09T03:15:31.000Z	en	1633667803193458690	1597022037653987328	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633667803193458690']	1633667803193458690	[{'type': 'retweeted', 'id': '1633621571205050369'}]	705	0	0	0	0		
700	everyone	2023-03-09T03:15:30.000Z	en	1633667800765026310	52510382	When you admit to lying, doesn’t that mean what you said were lies? #MAGA https://t.co/dG43RaynM2	['1633667800765026310']	1633667800765026310	[{'type': 'quoted', 'id': '1633665774635081728'}]	0	0	0	0	21		
701	everyone	2023-03-09T03:15:30.000Z	en	1628446305004519425	1360406915075956736	"@IanMCohen @FCat2222 @its_the_Dr Correct.  People are,  and should be held responsible for their actions.  
So let' say Epps was just a MAGA insurrectionist who was at the very least inciting violence.
Wouldn't holding him responsible for his actions  be a good thing?"	['1633667799678701572']	1633667799678701572	[{'type': 'replied_to', 'id': '1633533809684537361'}]	0	0	0	0	3	353429316	
702	everyone	2023-03-09T03:15:29.000Z	en	1633667797002903555	1583551732537516035	RT @somervilleny: @MZHemingway Dear Mollie H: you all LOVED Mitch for those SCOTUS picks and pretending Trump was fully functional. Now its…	['1633667797002903555']	1633667797002903555	[{'type': 'retweeted', 'id': '1633618193901133825'}]	2	0	0	0	0		
703	everyone	2023-03-09T03:15:29.000Z	en	1633667794871910402	1585811881675169793	RT @Antman0528: Ask yourself this question. Why are the Democrats, the media, @Liz_Cheney &amp; @AdamKinzinger working so hard to protect Ray E…	['1633667794871910402']	1633667794871910402	[{'type': 'retweeted', 'id': '1633518559342075920'}]	367	0	0	0	0		
704	everyone	2023-03-09T03:15:27.000Z	en	1633667787984973825	2779774780	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633667787984973825']	1633667787984973825	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2620	0	0	0	0		
705	everyone	2023-03-09T03:15:27.000Z	en	1633667786600751104	1032009847036936192	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633667786600751104']	1633667786600751104	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2620	0	0	0	0		
706	everyone	2023-03-09T03:15:26.000Z	en	1633667786332585991	1016486686958739457	RT @davidmweissman: President Zelinskyy gives the Republican Party transparency by giving McCarthy an invite to Ukraine. Russian asset reje…	['1633667786332585991']	1633667786332585991	[{'type': 'retweeted', 'id': '1633664248235655170'}]	24	0	0	0	0		
707	everyone	2023-03-09T03:15:24.000Z	en	1633607854782578688	708743981270609921	@charliekirk11 For edification of all Maga still in the dark: https://t.co/lISUgX4Bqn	['1633667775389368327']	1633667775389368327	[{'type': 'replied_to', 'id': '1633667569629446147'}]	0	0	1	0	8	708743981270609921	
708	everyone	2023-03-09T03:15:24.000Z	en	1632920524580847616	1098257709563109377	@IHeartUkraine @TPBlue4 @MikeCollinsGA MAGA = making attorneys get attorneys.	['1633667774630199296']	1633667774630199296	[{'type': 'replied_to', 'id': '1632955257088012289'}]	0	0	2	0	5	1499631011893854212	
709	everyone	2023-03-09T03:15:23.000Z	en	1633667772218753025	1083481515810480128	RT @CarieAdasek: @ChuckCallesto MAGA's wouldn't be wearing all black, faces fully masked, and helmets!!	['1633667772218753025']	1633667772218753025	[{'type': 'retweeted', 'id': '1633551077349138432'}]	12	0	0	0	0		
710	everyone	2023-03-09T03:15:22.000Z	en	1633667768871706624	1038455591260176384	RT @ProjectLincoln: Wonder what the MAGA base feels about Tucker’s comments…	['1633667768871706624']	1633667768871706624	[{'type': 'retweeted', 'id': '1633478069024354307'}]	553	0	0	0	0		
711	everyone	2023-03-09T03:15:21.000Z	en	1633667762714230784	487642650	RT @InfamousLucia: @CPAC @SarahHuckabee They have NO CLUE how to govern so they make up shit that doesn't exist and tell MAGA that they fix…	['1633667762714230784']	1633667762714230784	[{'type': 'retweeted', 'id': '1633659758971346945'}]	8	0	0	0	0		
712	everyone	2023-03-09T03:15:20.000Z	en	1633667758188793858	917558509117440001	"RT @OccupyDemocrats: BREAKING: Former GOP Rep. Liz Cheney says ""bring it on"" to rumors that MAGA Republicans plan to launch their own inves…"	['1633667758188793858']	1633667758188793858	[{'type': 'retweeted', 'id': '1633575645581307904'}]	904	0	0	0	0		
