	reply_settings	created_at	lang	conversation_id	author_id	text	edit_history_tweet_ids	id	referenced_tweets	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id
252	everyone	2023-03-09T03:21:08.000Z	en	1633623774833659906	1479093978322518019	@hotsouthernfre1 @brandi_love Why most maga supporter love going BBC..from brandi love to Lani Rails. Everyone love BBC? Why? https://t.co/O2sOwVnx9Z	['1633669217106169857']	1633669217106169857	[{'type': 'replied_to', 'id': '1633652060141830147'}]	0	1	0	0	11	1321200385915314176	
253	everyone	2023-03-09T03:21:07.000Z	en	1633669214950006784	736967318417248256	RT @LostMyDisguise: It's a little weird to be rehashing the January 6th insurrection thing – as if there is some mysterious new revelation…	['1633669214950006784']	1633669214950006784	[{'type': 'retweeted', 'id': '1633567391602049024'}]	13	0	0	0	0		
254	everyone	2023-03-09T03:21:07.000Z	en	1633669214664892417	1592055457488818178	"A CLUELESS ANTI-AMERICA 
A$$HOLE AND MAGA FAVORITE https://t.co/AKMq5sYgFb"	['1633669214664892417']	1633669214664892417	[{'type': 'quoted', 'id': '1633505162667999232'}]	0	0	1	0	2		
255	everyone	2023-03-09T03:21:07.000Z	en	1633218199981375489	4174971676	@Walcandy1 @stevenvoiceover FYI everyone who isn't sociopath uniparty are MAGA and/or libertarian.	['1633669213964435459']	1633669213964435459	[{'type': 'replied_to', 'id': '1633589295482060802'}]	0	0	0	0	2	1319461064111697920	
256	everyone	2023-03-09T03:21:06.000Z	en	1633659066592423936	918893440087228416	@TheRealHoarse (I never thought I’d see MAGA people in Europe, but I guess some of them like culture 🤭😉)	['1633669211875602432']	1633669211875602432	[{'type': 'replied_to', 'id': '1633667026454560768'}]	0	0	0	0	5	918893440087228416	
257	everyone	2023-03-09T03:21:06.000Z	en	1633669210390814723	2269858756	RT @JarrousMichael: MAGA is on the move but when Trump becomes the nominee we are going to see the forces allied against movement that will…	['1633669210390814723']	1633669210390814723	[{'type': 'retweeted', 'id': '1633656518305280000'}]	2	0	0	0	0		
258	everyone	2023-03-09T03:21:04.000Z	en	1631985165684678660	1371556888517734409	@AndySugs @benignoak @WhiteGoodMan00 I would not have voted for that crossdresser either. I'm sorry I don't think that cutting your junk off makes you a woman and I wouldn't vote for any delusional people whether they say they're a Democrat or republican. I only vote for Maga candidates	['1633669200962019333']	1633669200962019333	[{'type': 'replied_to', 'id': '1633667376901242883'}]	0	0	0	0	1	230403822	
259	everyone	2023-03-09T03:21:02.000Z	en	1633669195337551872	757556461220356097	"RT @Peoples_Pundit: @etheldredamg Absolutely. The ""New Right"" (as I often say) or ""MAGA"" is more young and more ethnically diverse compared…"	['1633669195337551872']	1633669195337551872	[{'type': 'retweeted', 'id': '1633563211176787970'}]	32	0	0	0	0		
260	everyone	2023-03-09T03:21:01.000Z	en	1633669188509106177	31132292	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633669188509106177']	1633669188509106177	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2619	0	0	0	0		
261	everyone	2023-03-09T03:21:00.000Z	en	1633669184084398081	1360527856099422208	"RT @wokeinpa: @DavidWohl Who Dis? Any relation? 🤭🤭🤭
https://t.co/1AOghYcReC"	['1633669184084398081']	1633669184084398081	[{'type': 'retweeted', 'id': '1633655579829829633'}]	1	0	0	0	0		
262	everyone	2023-03-09T03:21:00.000Z	en	1633669184025444353	1574096740696920065	"California Court Turns On Blue Democrats  #MAGA #TRUMP2024 #Trump

https://t.co/BC6epWmZue"	['1633669184025444353']	1633669184025444353		0	0	0	0	3		
263	everyone	2023-03-09T03:21:00.000Z	en	1633590641023234050	1368929419427938312	@wolverine7997 @Robert_Bruce1 @DC_Draino Nope. You’re lying. 100+ haven’t been charged and have been held for 2+ years.  ANTIFA is on video changing into MAGA clothing. Feds are on tape inciting. Go ahead and block me sophist asshat.	['1633669183958552577']	1633669183958552577	[{'type': 'replied_to', 'id': '1633668731032285185'}]	0	0	0	0	2	1479232107885043712	
264	everyone	2023-03-09T03:20:59.000Z	en	1633543668022796305	245145809	@lisamurkowski @UA_System Board of Regents appointed by Maga Governor of AK?— no surprise they endorse big oil and selling out the environment and people of Nuiqsut for short term profit. Pretending to represent the intellectuals of the University. Wow, masterful  manufacturing of false consensus here.	['1633669181018361857']	1633669181018361857	[{'type': 'replied_to', 'id': '1633543668022796305'}]	0	0	0	0	2	18061669	
265	everyone	2023-03-09T03:20:59.000Z	en	1633669179789266944	1295081168346533890	RT @jennycohn1: It isn’t exactly fun for me to take on MAGA thugs who glorify violence like veteran Teddy Daniels. Please help me by amplif…	['1633669179789266944']	1633669179789266944	[{'type': 'retweeted', 'id': '1633605111372197888'}]	119	0	0	0	0		
266	everyone	2023-03-09T03:20:56.000Z	en	1633635097336500224	1519132288520400896	@Lisahudsonchow7 @GreyLady45 @LegendConductrs @AGuyOnTw_tter @thejavawitch @Ilegvm @827js @Steveadams76 @NancyMar2022 @V_Hawtmess1 @JimGagnon6 @bdonesem @InjunJoe2726 @FishermanWords @smrose29 @CoVet_81 @TheRebeluniter @UnionPatriot369 @TJDOGMANR2 ~MAGA~We The People~Followers of Jesus Christ Our Lord &amp; Saviour~American Patriotic Nationalist ~ Donald J Trump ~Marjorie Taylor Greene~ Lauren Boebert ~Kristi Noem ~Mayra Flores~Sen. Marsha Blackburn~ https://t.co/2yVFtNT5c7	['1633669167391047680']	1633669167391047680	[{'type': 'replied_to', 'id': '1633649088787894278'}]	0	0	0	0	1	822504009323970561	
267	everyone	2023-03-09T03:20:55.000Z	en	1633571502145826816	846185648855928834	"@amandacarpenter Smart thread - you make a really important point. But it doesn't go quite far enough. This isn't even just a Trump/MAGA problem. GOP ""leaders"" have been letting themselves be led around by the base since at least 2008, long before Trump had anything to do with it"	['1633669164442288133']	1633669164442288133	[{'type': 'replied_to', 'id': '1633571502145826816'}]	0	0	0	0	2	14844867	
268	everyone	2023-03-09T03:20:53.000Z	en	1633313866506731520	498328758	"@kangaroos991 #MountUpBlackBrownAmericans 
It’s time to buy as many AR 15 guns as possible. These MAGA cray cray have been. Now it your turn to flip that script! do it legally and abide to A2 but you gotta end this white folk suppression by guns."	['1633669156532011008']	1633669156532011008	[{'type': 'replied_to', 'id': '1633313866506731520'}]	0	0	0	0	2	496455154	
269	everyone	2023-03-09T03:20:53.000Z	en	1632778659764338688	1337267084053553154	@TN_DCS HEELS UP FOR MAGA, GIRLS!  @GovBillLee #perverts https://t.co/u7fCETYghr	['1633669156477472774']	1633669156477472774	[{'type': 'replied_to', 'id': '1632778659764338688'}]	0	0	0	0	1	274692375	
270	everyone	2023-03-09T03:20:53.000Z	en	1633669156322041858	968287601672114178	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633669156322041858']	1633669156322041858	[{'type': 'retweeted', 'id': '1633621571205050369'}]	705	0	0	0	0		
271	everyone	2023-03-09T03:20:53.000Z	en	1633669155999162368	1290184543	"RT @benwikler: 🚨 RED ALERT: A MAGA PAC just reserved $3.2 million in TV ads for the April 4 Wisconsin Supreme Court race.

For the next two…"	['1633669155999162368']	1633669155999162368	[{'type': 'retweeted', 'id': '1633545031121350656'}]	1379	0	0	0	0		
272	everyone	2023-03-09T03:20:53.000Z	en	1633453698209792000	2392291	"@EdKrassen It’s so hilarious to see all these paid for blue ticks on all the maga nuts on twitter now!
What a bunch of LOSERS!"	['1633669155160481792']	1633669155160481792	[{'type': 'replied_to', 'id': '1633453698209792000'}]	0	0	0	0	0	132339474	
273	everyone	2023-03-09T03:20:51.000Z	en	1633669145878224897	1586807858775162881	RT @NASM106: On Jan 6th John Sullivan a Antifa Leader was photographed standing beside Ray Epps. Sullivan in MAGA gear/Red Trump hat. He is…	['1633669145878224897']	1633669145878224897	[{'type': 'retweeted', 'id': '1633171770416025600'}]	32	0	0	0	0		
274	everyone	2023-03-09T03:20:50.000Z	en	1633603887482413057	1570817343281930241	@NickAdamsinUSA If you are a MAGA you are in a cult	['1633669142803890176']	1633669142803890176	[{'type': 'replied_to', 'id': '1633603887482413057'}]	0	0	0	0	1	91583544	
275	everyone	2023-03-09T03:20:49.000Z	en	1633669138089426946	129716321	RT @RitaOlszewski: The question that weighs heavy on my heart tonight: Why  can’t rich, radical MAGA males dance?	['1633669138089426946']	1633669138089426946	[{'type': 'retweeted', 'id': '1633631333279756289'}]	4	0	0	0	0		
276	everyone	2023-03-09T03:20:48.000Z	en	1633669133140398081	604932009	RT @gregkellyusa: TUCKER CARLSON just DEMOLISHED the Biggest Lies about January 6th, showed the COMPLICITY of @CapitolPolice (famous for ki…	['1633669133140398081']	1633669133140398081	[{'type': 'retweeted', 'id': '1633180031886278659'}]	2177	0	0	0	0		
277	everyone	2023-03-09T03:20:45.000Z	en	1633669124034289667	455162704	RT @bonhoefferchild: 1/ With all the arguments going on the past week in Christian Twitter land, and seeing how one particular group is res…	['1633669124034289667']	1633669124034289667	[{'type': 'retweeted', 'id': '1633650735819763713'}]	5	0	0	0	0		
278	everyone	2023-03-09T03:20:45.000Z	en	1633669123547725826	834528674	RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…	['1633669123547725826']	1633669123547725826	[{'type': 'retweeted', 'id': '1633569264488820736'}]	758	0	0	0	0		
279	everyone	2023-03-09T03:20:42.000Z	en	1633669111438880768	1468822568	You need to see the real speech exposing the stupidity of the MAGA GOP https://t.co/fcdIE9JR13	['1633669111438880768']	1633669111438880768	[{'type': 'quoted', 'id': '1633572394672746497'}]	0	0	0	0	2		
280	everyone	2023-03-09T03:20:42.000Z	en	1633669111027757064	1052304199629893632	RT @AlaskaPatriot1: Attention all Patriots🌹❤️ @thejavawitch ❤️🌹is closing in on the 15,000 Followers milestone! Let’s unite to give her a l…	['1633669111027757064']	1633669111027757064	[{'type': 'retweeted', 'id': '1633663612685254657'}]	29	0	0	0	0		
281	everyone	2023-03-09T03:20:42.000Z	en	1633669109543043072	822810352610082818	RT @ybarrap: The MAGA folks on this thread are tying themselves up in a pretzel trying to explain away Tucker's passionate hatred of Trump…	['1633669109543043072']	1633669109543043072	[{'type': 'retweeted', 'id': '1633609843050176517'}]	168	0	0	0	0		
282	everyone	2023-03-09T03:20:42.000Z	en	1633669109337473026	1519080964806348801	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633669109337473026']	1633669109337473026	[{'type': 'retweeted', 'id': '1633621571205050369'}]	705	0	0	0	0		
283	everyone	2023-03-09T03:20:42.000Z	en	1633669108892938246	855066104	"RT @OccupyDemocrats: BREAKING: Former GOP Rep. Liz Cheney says ""bring it on"" to rumors that MAGA Republicans plan to launch their own inves…"	['1633669108892938246']	1633669108892938246	[{'type': 'retweeted', 'id': '1633575645581307904'}]	904	0	0	0	0		
284	everyone	2023-03-09T03:20:41.000Z	en	1633669104442695681	1300413946294423552	RT @gregkellyusa: TUCKER CARLSON just DEMOLISHED the Biggest Lies about January 6th, showed the COMPLICITY of @CapitolPolice (famous for ki…	['1633669104442695681']	1633669104442695681	[{'type': 'retweeted', 'id': '1633180031886278659'}]	2177	0	0	0	0		
285	everyone	2023-03-09T03:20:39.000Z	en	1633669099073986560	4160021788	"For 8 long dark years millions upon millions of us held our noses as bo &amp; joementia stunk up the place.

Their corruption and stink are back.

President Trump brought much needed fresh air to DC.

4 yrs of his America First commonsense was not long enough.

#TrumpWasRight 
#MAGA"	['1633669099073986560']	1633669099073986560		1	0	1	0	6		
286	everyone	2023-03-09T03:20:39.000Z	en	1633669098793222155	923818590435917824	RT @PramilaJayapal: Trans kids are *kids* – and all kids should be able to play without the weight of MAGA attacks on their shoulders.	['1633669098793222155']	1633669098793222155	[{'type': 'retweeted', 'id': '1633662390683459585'}]	17	0	0	0	0		
287	everyone	2023-03-09T03:20:39.000Z	en	1633669098742620160	1497993558137221122	"RT @OccupyDemocrats: BREAKING: Former GOP Rep. Liz Cheney says ""bring it on"" to rumors that MAGA Republicans plan to launch their own inves…"	['1633669098742620160']	1633669098742620160	[{'type': 'retweeted', 'id': '1633575645581307904'}]	904	0	0	0	0		
288	everyone	2023-03-09T03:20:39.000Z	en	1633452510974230529	1151118460665159680	"@CNNSotu @jaketapper @CNN @GovernorVA ☠️GLENN YOUNGKIN💀IS A GOP MAGA REPUBLICAN WHITE SUPREMACIST EXTREMIST MONSTER 🤢@GlennYoungkin @GovernorVA
#GlennYoungkinIsAMonster https://t.co/PtxgLR5hPj"	['1633669096758816769']	1633669096758816769	[{'type': 'replied_to', 'id': '1633452510974230529'}]	0	0	0	0	0	17112878	
289	everyone	2023-03-09T03:20:39.000Z	en	1633503191215087619	4831892079	"@BenjaminYumi8 It does bother me that he got 41 months simply because he had become symbolic to what happened. 

It's just not relevant to what the Jan 6 committee showed. The capitol riot was just a crowd of pissed off MAGA's on which Trump poured gasoline and refused to put out for 3 hours."	['1633669095416791041']	1633669095416791041	[{'type': 'replied_to', 'id': '1633660887100686336'}]	0	1	0	0	1	1057372140939415553	
290	everyone	2023-03-09T03:20:38.000Z	en	1633669093604696069	1463599081134215169	RT @Antman0528: Ask yourself this question. Why are the Democrats, the media, @Liz_Cheney &amp; @AdamKinzinger working so hard to protect Ray E…	['1633669093604696069']	1633669093604696069	[{'type': 'retweeted', 'id': '1633518559342075920'}]	367	0	0	0	0		
291	everyone	2023-03-09T03:20:38.000Z	en	1633639616182992902	1313883064955789316	"@piper4missouri Wake us from the nightmare that is the ""woke"" 2023 GOP (plus GQP/MAGA) obliteration of America's  public school system."	['1633669091671134208']	1633669091671134208	[{'type': 'replied_to', 'id': '1633639616182992902'}]	0	0	0	0	0	1332809596885405702	
292	everyone	2023-03-09T03:20:37.000Z	en	1633669089951612929	157099071	RT @PuestoLoco: @Really369real @claire_goforth @lauferlaw @elonmusk @DrJBhattacharya Who worked for Trump. Why do you fruitcake MAGA cult,…	['1633669089951612929']	1633669089951612929	[{'type': 'retweeted', 'id': '1633669072578818048'}]	2	0	0	0	0		
293	everyone	2023-03-09T03:20:36.000Z	en	1633669085526622210	1062112964063330305	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633669085526622210']	1633669085526622210	[{'type': 'retweeted', 'id': '1633621571205050369'}]	705	0	0	0	0		
294	everyone	2023-03-09T03:20:36.000Z	en	1633669085299974145	742756048231104512	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633669085299974145']	1633669085299974145	[{'type': 'retweeted', 'id': '1633600197602476033'}]	796	0	0	0	0		
295	everyone	2023-03-09T03:20:36.000Z	en	1633534991274475521	1157041516940091399	@williamlegate @elonmusk @SenSchumer It was Antifa disguised as MAGA that was the point. Antifa was the one who sowed that deception between Democrats and Republicans.	['1633669084410773505']	1633669084410773505	[{'type': 'replied_to', 'id': '1633589257167142918'}]	0	0	0	0	1	38029205	
296	everyone	2023-03-09T03:20:36.000Z	en	1633669084180275200	4150044789	"RT @coug1988: 🔥😎 This is delightfully delicious 😋 I love watching MAGA eat their own🔥⁦@BaddCompani⁩

Arizona GOP In Turmoil Amid Bribery Al…"	['1633669084180275200']	1633669084180275200	[{'type': 'retweeted', 'id': '1633501900497887234'}]	70	0	0	0	0		
297	everyone	2023-03-09T03:20:36.000Z	en	1633669083077160961	3627037398	RT @CalltoActivism: The Wisconsin Supreme Court stopped Trump from overturning the election by ONE VOTE and this week, a MAGA PAC dropped $…	['1633669083077160961']	1633669083077160961	[{'type': 'retweeted', 'id': '1633570500583776257'}]	510	0	0	0	0		
298	everyone	2023-03-09T03:20:36.000Z	en	1633669083026665472	833569655671255040	RT @ILoveMyDogs2023: Fuck. I'm done arguing with all these MAGA morons. See a few seconds of video of people just mulling around in the Rot…	['1633669083026665472']	1633669083026665472	[{'type': 'retweeted', 'id': '1633635507417780224'}]	8	0	0	0	0		
299	everyone	2023-03-09T03:20:34.000Z	en	1633669077775384577	1137872047693094914	"RT @warrenswil: #GOPTraitors fear MAGA monster they created
#McConnell may cringe, but he’s stuck with #TFG
Can’t win with him, will lose w…"	['1633669077775384577']	1633669077775384577	[{'type': 'retweeted', 'id': '1629862916639031297'}]	305	0	0	0	0		
300	everyone	2023-03-09T03:20:34.000Z	en	1633669075053469696	1444378380267229185	RT @RadioFreeTom: There is so much to run on against Ron DeSantis - his prissy temperament, his ridiculous policies, his pandering to MAGA…	['1633669075053469696']	1633669075053469696	[{'type': 'retweeted', 'id': '1633584550273257473'}]	76	0	0	0	0		
301	everyone	2023-03-09T03:20:33.000Z	en	1632790482534416385	157099071	@Really369real @claire_goforth @lauferlaw @elonmusk @DrJBhattacharya Who worked for Trump. Why do you fruitcake MAGA cult, Trump worshippers never admit the buck stopped at his desk?? It's hard to believe you're really that stupid.	['1633669072578818048']	1633669072578818048	[{'type': 'replied_to', 'id': '1633621253863997444'}]	2	0	1	0	40	1594896385551343618	
302	everyone	2023-03-09T03:20:33.000Z	en	1633669072473980928	1519363338920099841	RT @Sally718068071: @tedlieu Dear Ted lieu  Maga ppl thinks you are stupid. Ted hides the truth about everything to benefit from his lies	['1633669072473980928']	1633669072473980928	[{'type': 'retweeted', 'id': '1633653982995312640'}]	3	0	0	0	0		
303	everyone	2023-03-09T03:20:32.000Z	en	1633279150860427264	1587409159615647746	@west_ultra_maga Oh god	['1633669068476612608']	1633669068476612608	[{'type': 'replied_to', 'id': '1633279150860427264'}]	0	0	0	0	0	1528397196378398721	
304	everyone	2023-03-09T03:20:32.000Z	en	1633669066610311168	328132772	RT @SenWarren: I'm calling for answers after reports indicated that @Walgreens would not dispense medication abortion in response to threat…	['1633669066610311168']	1633669066610311168	[{'type': 'retweeted', 'id': '1633519309967302659'}]	336	0	0	0	0		
305	everyone	2023-03-09T03:20:31.000Z	en	1633669052794060802	1370155754225868801	Also worth noting that I was fired from a church in 2018, because after months of hearing the MAGA elders screaming “just preach the gospel” I preached a Gospel message out of Romans 10 that the elders decided was devisive &amp; unnecessary.	['1633669064852750337']	1633669064852750337	[{'type': 'replied_to', 'id': '1633669061698637827'}]	0	1	1	0	2	1370155754225868801	
306	everyone	2023-03-09T03:20:31.000Z	en	1633669061421723650	972579278645641216	"RT @ChristisGod1111: Fort Knox3
@JimGagnon6
@Teddy2741
@UnionPatriot369
@KeysLiisa
@ChristisGod1111
@BobbyJoeFowler2
@smrose29
@Bootz5150
@…"	['1633669061421723650']	1633669061421723650	[{'type': 'retweeted', 'id': '1633247212913278976'}]	59	0	0	0	0		
307	everyone	2023-03-09T03:20:30.000Z	en	1633669059286802440	1262195210	"RT @GenWashington64: Wisconsin State Supreme Court election is on April 4. This is 2023’s most critical showdown. 

We must defeat ultra MA…"	['1633669059286802440']	1633669059286802440	[{'type': 'retweeted', 'id': '1631380308179165197'}]	151	0	0	0	0		
308	everyone	2023-03-09T03:20:28.000Z	en	1633669051191816200	1862928511	This is so very mean.  Why would any of these scumbags and accusers say this about us when we were the ones who stopped BLM, antifa &amp; the FBI from wrecking the MAGA peace tour?  If my mom had not confiscated my hammer I'd give them some tears. https://t.co/tGLN0YVyTN	['1633669051191816200']	1633669051191816200	[{'type': 'quoted', 'id': '1633641631881605121'}]	0	0	1	0	2		
309	everyone	2023-03-09T03:20:27.000Z	en	1633669046053765120	965357624786071552	"RT @econklin4: Even after Carlson said under oath in court that he never believed in the ""Big Lie"" and hated Donald Trump. Hawley is a big…"	['1633669046053765120']	1633669046053765120	[{'type': 'retweeted', 'id': '1633645388170428416'}]	19	0	0	0	0		
310	everyone	2023-03-09T03:20:27.000Z	en	1633467611651485698	810614192558501888	@mchaggis1776 @sportybobjob @ACTBrigitte @FightHaven Huh? Daily democratic thugs beat up people? What about Maga being tough? The one time I brought up was relevant since it happened Q boy.Such a ❄️You clearly are a dumbass hillbilly! When’s the last time a republican won the popular vote for President?	['1633669045345034240']	1633669045345034240	[{'type': 'replied_to', 'id': '1633665124983615489'}]	0	0	0	0	2	810614192558501888	
311	everyone	2023-03-09T03:20:27.000Z	en	1633669044854243329	1587830816842960896	RT @AlaskaPatriot1: Attention all Patriots🌹❤️ @thejavawitch ❤️🌹is closing in on the 15,000 Followers milestone! Let’s unite to give her a l…	['1633669044854243329']	1633669044854243329	[{'type': 'retweeted', 'id': '1633663612685254657'}]	29	0	0	0	0		
312	everyone	2023-03-09T03:20:26.000Z	en	1633669043701022720	1326927917062893568	RT @RonFilipkowski: Part of the reason why he is failing to draw anyone for his events is right-wingers have figured out he has nothing to…	['1633669043701022720']	1633669043701022720	[{'type': 'retweeted', 'id': '1633432287059558402'}]	1894	0	0	0	0		
313	everyone	2023-03-09T03:20:26.000Z	en	1633669041637462019	1501722811353559044	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633669041637462019']	1633669041637462019	[{'type': 'retweeted', 'id': '1633600197602476033'}]	796	0	0	0	0		
314	everyone	2023-03-09T03:20:20.000Z	en	1633669018853982208	791850498	RT @JonathanTurley: The Fox footage raises new questions about the Chansley case and whether the length of his sentence was more about his…	['1633669018853982208']	1633669018853982208	[{'type': 'retweeted', 'id': '1633444947352330241'}]	456	0	0	0	0		
315	everyone	2023-03-09T03:20:20.000Z	en	1633669015678664706	1589108981934559234	"RT @emma6USA: Wednesday Blessings🙏
@Bellamari8mazz @LindaNTx @SirFlyzalot @1mir_r @JanetTX_Blessed @JanetFr11616397 @laura_7771 @PriamtheB…"	['1633669015678664706']	1633669015678664706	[{'type': 'retweeted', 'id': '1633602769386106880'}]	132	0	0	0	0		
316	everyone	2023-03-09T03:20:19.000Z	en	1633669014408019971	1179169677987049472	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633669014408019971']	1633669014408019971	[{'type': 'retweeted', 'id': '1633600197602476033'}]	796	0	0	0	0		
317	everyone	2023-03-09T03:20:19.000Z	en	1633527455397863430	1423486370555760645	@NikkiHaley …… but you have an aversion to facts and the truth MAGA Haley	['1633669012742631426']	1633669012742631426	[{'type': 'replied_to', 'id': '1633527455397863430'}]	0	0	0	0	2	1079776144524754944	
318	everyone	2023-03-09T03:20:18.000Z	en	1633669007596298244	1480792314	RT @MarkJacob16: Do you know anyone who still votes for Republicans? Show them this thread of batshit-crazy things that MAGA people actuall…	['1633669007596298244']	1633669007596298244	[{'type': 'retweeted', 'id': '1630218964520378368'}]	864	0	0	0	0		
319	everyone	2023-03-09T03:20:18.000Z	en	1633669007155818498	1494339510787739658	"RT @OccupyDemocrats: BREAKING: Former GOP Rep. Liz Cheney says ""bring it on"" to rumors that MAGA Republicans plan to launch their own inves…"	['1633669007155818498']	1633669007155818498	[{'type': 'retweeted', 'id': '1633575645581307904'}]	904	0	0	0	0		
320	everyone	2023-03-09T03:20:17.000Z	en	1633203453831905283	1245205784927113216	"@MattClarkReport Ultra maga political commentator God first huh? Give me a fucking  break with your fake ass Christian BS! 

Ultra maga = ultra stupid!!"	['1633669005079633922']	1633669005079633922	[{'type': 'replied_to', 'id': '1633203453831905283'}]	0	0	0	0	0	605785704	
321	everyone	2023-03-09T03:20:16.000Z	en	1633641203278200834	168417884	@silverstang59 @scottoddman @itsJeffTiedrich What does the full video cancel out the videos of the officers being attacked? Lol your argument makes no sense. I’m the silly one here debating with a MAGA whom Fox News lies to.	['1633668999644057601']	1633668999644057601	[{'type': 'replied_to', 'id': '1633668720655740928'}]	0	0	0	0	5	168417884	
322	everyone	2023-03-09T03:20:16.000Z	en	1633628163518640128	1312191250204971009	@EliseStefanik Translation: “Be scared so we can flood the country with police and watch all of you”.  Don’t be fooled by these MAGA morons.  They want control over all	['1633668999010566144']	1633668999010566144	[{'type': 'replied_to', 'id': '1633628163518640128'}]	0	0	0	0	1	109579534	
323	everyone	2023-03-09T03:20:15.000Z	en	1633496549027205120	4222019429	@HouseGOP @GOPMajorityWhip Funny! I HEARD MAGA GOP want to defund the police, get rid of the FBI, Justice department… etc. etc.	['1633668997781635072']	1633668997781635072	[{'type': 'replied_to', 'id': '1633496549027205120'}]	0	0	0	0	3	15207668	e0060cda70f5f341
324	everyone	2023-03-09T03:20:15.000Z	en	1633487141656313856	1568719638435078145	@mikepompeo No they aren’t terrorists. But proud boyz and MAGA and the deplorables are definitely domestic terrorists	['1633668997618225153']	1633668997618225153	[{'type': 'replied_to', 'id': '1633487141656313856'}]	0	0	0	0	2	1163992520252153857	
325	everyone	2023-03-09T03:20:13.000Z	en	1633668988025597954	711548617559912448	RT @JoohnChoe: The MAGA set picking a fight with NAFO isn't a well-connected or important one, and the suspensions you've earned are scarin…	['1633668988025597954']	1633668988025597954	[{'type': 'retweeted', 'id': '1633595761391976448'}]	29	0	0	0	0		
326	everyone	2023-03-09T03:20:12.000Z	en	1633668984930283521	1415659800654983170	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633668984930283521']	1633668984930283521	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2620	0	0	0	0		
327	everyone	2023-03-09T03:20:09.000Z	en	1633668971970072577	322913681	"RT @Jack2John: Mitch #McConnell's #FoxNews Denouncement Sends #maga whackos Into Meltdown 🤣https://t.co/gUUaHCFCNP
 
#TrumpCoupAttempt"	['1633668971970072577']	1633668971970072577	[{'type': 'retweeted', 'id': '1633639470154108929'}]	1	0	0	0	0		
328	everyone	2023-03-09T03:20:09.000Z	en	1633668971005132803	734018173486370817	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633668971005132803']	1633668971005132803	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2620	0	0	0	0		
329	everyone	2023-03-09T03:20:09.000Z	en	1633668970808233984	360004006	RT @jennycohn1: It isn’t exactly fun for me to take on MAGA thugs who glorify violence like veteran Teddy Daniels. Please help me by amplif…	['1633668970808233984']	1633668970808233984	[{'type': 'retweeted', 'id': '1633605111372197888'}]	119	0	0	0	0		
330	everyone	2023-03-09T03:20:09.000Z	en	1633452510974230529	1151118460665159680	"@CNNSotu @jaketapper @CNN @GovernorVA GLENN YOUNGKIN💀IS A GOP MAGA REPUBLICAN WHITE SUPREMACIST EXTREMIST MONSTER 🤢@GlennYoungkin @GovernorVA
#GlennYoungkinIsAMonster"	['1633668969436512257']	1633668969436512257	[{'type': 'replied_to', 'id': '1633452510974230529'}]	0	0	0	0	1	17112878	
331	everyone	2023-03-09T03:20:08.000Z	en	1633668967129554947	3308878919	When Trump Passes the MAGA Hat, His Aides Clutch Their Wallets https://t.co/lFG2pQpCKZ via @YahooNews	['1633668967129554947']	1633668967129554947		0	0	1	0	6		
332	everyone	2023-03-09T03:20:06.000Z	en	1633553913084256260	1577593376693800962	"@darrell_arts @ACTBrigitte You just used a meme with MAGA and rent free in it. 
  Bravo on the Simile proving Leftist faculty absence 👏👏👏"	['1633668957419757570']	1633668957419757570	[{'type': 'replied_to', 'id': '1633555764391591936'}]	0	0	0	0	0	747270124499959809	
333	everyone	2023-03-09T03:20:03.000Z	en	1633668944287653888	3072187201	RT @jean_yoon: I don't believe a word that comes out of PP's filthy mouth about election integrity or foreign interference bc for years I'v…	['1633668944287653888']	1633668944287653888	[{'type': 'retweeted', 'id': '1633559590792044546'}]	132	0	0	0	0		
