|reply_settings|id|lang|text|conversation_id|author_id|referenced_tweets|edit_history_tweet_ids|created_at|public_metrics.retweet_count|public_metrics.reply_count|public_metrics.like_count|public_metrics.quote_count|public_metrics.impression_count|in_reply_to_user_id|geo.place_id
281|everyone|1633647585251434496|en|RT @harrisonjaime: .@SpeakerMcCarthy gave this footage exclusively to Tucker. He and MAGA Republicans fully embrace election deniers and ma…|1633647585251434496|702992169548845057|[{'type': 'retweeted', 'id': '1633142463182557184'}]|['1633647585251434496']|2023-03-09T01:55:10.000Z|304|0|0|0|0||
282|everyone|1633647581850128385|en|"@osullivanauthor Mr. Anti MAGA! 
Liberals always have self importance issues."|1633606276994469888|1566228236144558081|[{'type': 'replied_to', 'id': '1633606276994469888'}]|['1633647581850128385']|2023-03-09T01:55:09.000Z|0|0|0|0|0|19558732|
283|everyone|1633647575885844481|en|"Yes every single person who is not a maga trump cultist is a liar..fbi, cia, media, republicans, dems, doj, his own wh staff, how own lawyers. 
But the orange clown who lies like he breathes is truthful, How fucking delusional and stupid are you cult motherfuckers? https://t.co/eQRHFJVsAn"|1633647575885844481|750567325|[{'type': 'quoted', 'id': '1633482256760160258'}]|['1633647575885844481']|2023-03-09T01:55:08.000Z|0|0|0|0|2||
284|everyone|1633647574937911296|en|RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi|1633647574937911296|1352292747860795392|[{'type': 'retweeted', 'id': '1633621571205050369'}]|['1633647574937911296']|2023-03-09T01:55:08.000Z|498|0|0|0|0||
285|everyone|1633647573184532481|en|Bill! If you're not Supporting Trump! MAGA! NO ONE IS Listening! Go to Florida! DeSantis is doing a Great job for Florida! The United States needs a President! Trump! MAGA! https://t.co/CAgztxENPQ|1633647573184532481|91237627|[{'type': 'quoted', 'id': '1633646384959062016'}]|['1633647573184532481']|2023-03-09T01:55:07.000Z|0|0|0|0|11||
286|everyone|1633647570231889920|en|RT @AlexButterfly01: #J6CoverUp is the new Big Lie. The fact it’s trending is a study in gullibility. Tucker Carlson is a threat to democra…|1633647570231889920|3320716424|[{'type': 'retweeted', 'id': '1633266702719877122'}]|['1633647570231889920']|2023-03-09T01:55:07.000Z|634|0|0|0|0||
287|everyone|1633647565140013056|en|RT @AlexButterfly01: #J6CoverUp is the new Big Lie. The fact it’s trending is a study in gullibility. Tucker Carlson is a threat to democra…|1633647565140013056|764646972|[{'type': 'retweeted', 'id': '1633266702719877122'}]|['1633647565140013056']|2023-03-09T01:55:05.000Z|634|0|0|0|0||
288|everyone|1633647558194077696|en|@ChuckCallesto So now you're saying people that are against nazis - Antifa - were really the ones that were the peaceful sightseers at the Capitol on J6? And why would they change clothing? Why not just wear the fake Trump colors from the start? You maga people don't make any sense.|1633604027610017793|614618379|[{'type': 'replied_to', 'id': '1633604027610017793'}]|['1633647558194077696']|2023-03-09T01:55:04.000Z|0|0|0|0|3|4765364386|
289|everyone|1633647554003910656|en|"RT @RepJeffries: Extreme MAGA Republicans in New York are trying to run from serial fraudster George Santos.

But they cannot hide.

These…"|1633647554003910656|1538691011681058816|[{'type': 'retweeted', 'id': '1633113656580886529'}]|['1633647554003910656']|2023-03-09T01:55:03.000Z|996|0|0|0|0||
290|everyone|1633647553781563393|en|@POTUS If you truly cared about this country, you’d resign. But since you haven’t, you don’t. #VoteRed #MAGA https://t.co/8ZcYpKLpze|1633618603206664192|1426264865493159954|[{'type': 'replied_to', 'id': '1633618603206664192'}]|['1633647553781563393']|2023-03-09T01:55:03.000Z|0|0|0|0|0|1349149096909668363|
291|everyone|1633647551126667265|en|"RT @lindyli: We are just 4 weeks away from the MOST important race in 2023 &amp; we need ALL hands on deck!

A MAGA SuperPac just dropped $3 MI…"|1633647551126667265|1297184724847386626|[{'type': 'retweeted', 'id': '1633571174230654981'}]|['1633647551126667265']|2023-03-09T01:55:02.000Z|211|0|0|0|0||
292|everyone|1633647549599948801|en|RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi|1633647549599948801|826162296695164928|[{'type': 'retweeted', 'id': '1633621571205050369'}]|['1633647549599948801']|2023-03-09T01:55:02.000Z|498|0|0|0|0||
293|everyone|1633647546437611521|en|@chladek_david @KansasResisters @Chicago_Rosie @ExportedFromMI @MWeaverCohe @gallinafiedler1 @MarkSanz12 @franju Found a couple of new accounts to follow. Not sure why MAGA Chicago Rosie is on the list, though.|1633552095319150592|3038308638|[{'type': 'replied_to', 'id': '1633552095319150592'}]|['1633647546437611521']|2023-03-09T01:55:01.000Z|0|0|1|0|7|2860916497|
294|everyone|1633647544583553024|en|RT @Antman0528: Ask yourself this question. Why are the Democrats, the media, @Liz_Cheney &amp; @AdamKinzinger working so hard to protect Ray E…|1633647544583553024|815772799390380032|[{'type': 'retweeted', 'id': '1633518559342075920'}]|['1633647544583553024']|2023-03-09T01:55:00.000Z|315|0|0|0|0||
295|everyone|1633647543040241664|en|@pissgaming1 LeftAnimalFarm's biography contains MAGA, a campaign slogan created by former President Donald J. Trump during his 2016 presidential campaign. It is now used by the far-right to signify solidarity with Trump and far-right extremism.|1633441445284552707|1454693116473012228|[{'type': 'replied_to', 'id': '1633647519589707777'}]|['1633647543040241664']|2023-03-09T01:55:00.000Z|0|0|0|0|2|1303398489615892481|
296|everyone|1633647541337071616|en|"Biden Accused MAGA Republicans of Semi-Fascism
https://t.co/cVzXHw7EFW"|1633647541337071616|1601313895603474432||['1633647541337071616']|2023-03-09T01:55:00.000Z|0|0|0|0|1||
297|everyone|1633647539831308288|en|"RT @LisaJoh61770094: #TRUMP#HESMYPRESIDENT!!
#MAGA 🔥💥🔥💥🔥💥🔥💥🔥 https://t.co/hRqbOnlmCI"|1633647539831308288|1280272723231596554|[{'type': 'retweeted', 'id': '1633642558134910976'}]|['1633647539831308288']|2023-03-09T01:54:59.000Z|8|0|0|0|0||
298|everyone|1633647539311476740|en|RT @woodhouseb: @Acyn MAGA Republican, ladies and gentlemen.|1633647539311476740|896509288889430017|[{'type': 'retweeted', 'id': '1633488671973208068'}]|['1633647539311476740']|2023-03-09T01:54:59.000Z|12|0|0|0|0||
299|everyone|1633647527114297344|en|RT @factandrumor: Liberals have educated people like Katie Porter, Rachel Maddow and Jamie Raskin. MAGA #TrumpCult pundits are zero college…|1633647527114297344|819645564224675841|[{'type': 'retweeted', 'id': '1633611446981361664'}]|['1633647527114297344']|2023-03-09T01:54:56.000Z|27|0|0|0|0||
300|everyone|1633647526288019457|en|RT @nypapajoe: But what about Trump &amp; MAGA Repub. Congressmen leadership of the 1/6 Violent Coup.  https://t.co/bdnqbN5uxk|1633647526288019457|244204448|[{'type': 'retweeted', 'id': '1633466732164808704'}]|['1633647526288019457']|2023-03-09T01:54:56.000Z|1|0|0|0|0||
301|everyone|1633647524367007746|en|"RT @BillKristol: ""McCarthy made an affirmative decision to collaborate with Fox News, even as a lawsuit has exposed how Fox brazenly airs c…"|1633647524367007746|1550593318299602946|[{'type': 'retweeted', 'id': '1633635667111473154'}]|['1633647524367007746']|2023-03-09T01:54:56.000Z|100|0|0|0|0||
302|everyone|1633647524228767744|en|RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…|1633647524228767744|126556399|[{'type': 'retweeted', 'id': '1633600197602476033'}]|['1633647524228767744']|2023-03-09T01:54:56.000Z|596|0|0|0|0||
303|everyone|1633647516288962560|en|RT @joncoopertweets: We need to stand up to MAGA megadonors who just spent over $3 million to elect their MAGA Anti-Democracy judge to the…|1633647516288962560|40997579|[{'type': 'retweeted', 'id': '1633574120603684864'}]|['1633647516288962560']|2023-03-09T01:54:54.000Z|37|0|0|0|0||
304|everyone|1633647514682359810|en|RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…|1633647514682359810|1321275503865679874|[{'type': 'retweeted', 'id': '1633546143337680897'}]|['1633647514682359810']|2023-03-09T01:54:53.000Z|2300|0|0|0|0||
305|everyone|1633647512400666626|en|@mik_00_mik @visegrad24 @jimmy_dore MAGA has some documentary about Ukraine and Oliver Stone is part of MAGA, I believe.|1633415500741869569|1030725698460246018|[{'type': 'replied_to', 'id': '1633643611245146112'}]|['1633647512400666626']|2023-03-09T01:54:53.000Z|0|0|0|0|19|4385438174|
306|everyone|1633647510156726272|en|RT @AdinOfCrimea: So help me clarify: Did MAGA/Kremlin cultists &amp; propaganda trolls push the CIA is paying Maidan &amp; Tbilisi protests big li…|1633647510156726272|22875032|[{'type': 'retweeted', 'id': '1633624679280955394'}]|['1633647510156726272']|2023-03-09T01:54:52.000Z|14|0|0|0|0||
307|everyone|1633647507229093889|en|RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…|1633647507229093889|796470309620772864|[{'type': 'retweeted', 'id': '1633600197602476033'}]|['1633647507229093889']|2023-03-09T01:54:52.000Z|596|0|0|0|0||
308|everyone|1633647506331451393|en|RT @BillKristol: “Embarrassing as it must be, they forge forward. As their reward, Fox enjoys continued ratings dominance. Carlson’s first…|1633647506331451393|762737630807203840|[{'type': 'retweeted', 'id': '1633643511210975232'}]|['1633647506331451393']|2023-03-09T01:54:51.000Z|21|0|0|0|0||
309|everyone|1633647504301387779|en|"RT @PaleRider_505: What's Ray Epps wearing here? 
The black cop (interviewed by Tucker) was wearing a Maga hat and was being fired for wear…"|1633647504301387779|1511756312639680522|[{'type': 'retweeted', 'id': '1633353103150919680'}]|['1633647504301387779']|2023-03-09T01:54:51.000Z|14|0|0|0|0||
310|everyone|1633647499339616257|en|RT @OccupyDemocrats: BREAKING: Donald Trump is reportedly considering picking election-denying MAGA loser Kari Lake as his Vice Presidentia…|1633647499339616257|1693990502|[{'type': 'retweeted', 'id': '1633549364802260992'}]|['1633647499339616257']|2023-03-09T01:54:50.000Z|285|0|0|0|0||
311|everyone|1633647496781271041|en|RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…|1633647496781271041|961373050003443713|[{'type': 'retweeted', 'id': '1633546143337680897'}]|['1633647496781271041']|2023-03-09T01:54:49.000Z|2300|0|0|0|0||
312|everyone|1633647494960750592|en|RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi|1633647494960750592|491821071|[{'type': 'retweeted', 'id': '1633621571205050369'}]|['1633647494960750592']|2023-03-09T01:54:49.000Z|498|0|0|0|0||
313|everyone|1633647493601787905|en|RT @mtgreenee: DOJ and Democrats used J6 to target and persecute MAGA Americans. Plain &amp; simple. And while J6 defendants are still persecut…|1633647493601787905|1518753511713955841|[{'type': 'retweeted', 'id': '1633106180032610306'}]|['1633647493601787905']|2023-03-09T01:54:48.000Z|7119|0|0|0|0||
314|everyone|1633647493551652865|en|"RT @benwikler: 🚨 RED ALERT: A MAGA PAC just reserved $3.2 million in TV ads for the April 4 Wisconsin Supreme Court race.

For the next two…"|1633647493551652865|24824720|[{'type': 'retweeted', 'id': '1633545031121350656'}]|['1633647493551652865']|2023-03-09T01:54:48.000Z|1299|0|0|0|0||
315|everyone|1633647486681186305|en|RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi|1633647486681186305|1518684103666802692|[{'type': 'retweeted', 'id': '1633621571205050369'}]|['1633647486681186305']|2023-03-09T01:54:47.000Z|498|0|0|0|0||
316|everyone|1633647484013518848|en|RT @lyndastraffin: January 6th domestic terrorists have slipped through the hands of law enforcement. I’d be looking at MAGA FBI and The Ho…|1633647484013518848|1106569027810480131|[{'type': 'retweeted', 'id': '1633596486301761537'}]|['1633647484013518848']|2023-03-09T01:54:46.000Z|58|0|0|0|0||
317|everyone|1633647479932571650|en|"RT @benwikler: 🚨 RED ALERT: A MAGA PAC just reserved $3.2 million in TV ads for the April 4 Wisconsin Supreme Court race.

For the next two…"|1633647479932571650|1512508757384863746|[{'type': 'retweeted', 'id': '1633545031121350656'}]|['1633647479932571650']|2023-03-09T01:54:45.000Z|1299|0|0|0|0||
318|everyone|1633647478523461635|en|@TheDemocrats when the MAGA republicans were in charge everything was cheaper though...weird|1633603558636662785|1591907711851016192|[{'type': 'replied_to', 'id': '1633603558636662785'}]|['1633647478523461635']|2023-03-09T01:54:45.000Z|0|0|0|0|1|14377605|
319|everyone|1633647476489195520|en|RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi|1633647476489195520|1524221869528055808|[{'type': 'retweeted', 'id': '1633621571205050369'}]|['1633647476489195520']|2023-03-09T01:54:44.000Z|498|0|0|0|0||
320|everyone|1633647474618269699|en|@thecjpearson PROUD to know you sir... MAGA !|1633641318068129793|1595252460100222978|[{'type': 'replied_to', 'id': '1633641318068129793'}]|['1633647474618269699']|2023-03-09T01:54:44.000Z|0|0|0|0|6|2393323908|
321|everyone|1633647467399901184|en|RT @RonFilipkowski: Part of the reason why he is failing to draw anyone for his events is right-wingers have figured out he has nothing to…|1633647467399901184|22977391|[{'type': 'retweeted', 'id': '1633432287059558402'}]|['1633647467399901184']|2023-03-09T01:54:42.000Z|1808|0|0|0|0||
322|everyone|1633647464556425217|en|RT @KamVTV: They put a capital police officer on suspension for wearing a MAGA hat outside the capital. The officer is a Biden supporter wh…|1633647464556425217|2335805881|[{'type': 'retweeted', 'id': '1633276628485693440'}]|['1633647464556425217']|2023-03-09T01:54:41.000Z|309|0|0|0|0||
323|everyone|1633647464250245120|en|RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…|1633647464250245120|2247177367|[{'type': 'retweeted', 'id': '1633569264488820736'}]|['1633647464250245120']|2023-03-09T01:54:41.000Z|670|0|0|0|0||
324|everyone|1633647461003677698|en|RT @BillKristol: “Embarrassing as it must be, they forge forward. As their reward, Fox enjoys continued ratings dominance. Carlson’s first…|1633647461003677698|2209523066|[{'type': 'retweeted', 'id': '1633643511210975232'}]|['1633647461003677698']|2023-03-09T01:54:41.000Z|21|0|0|0|0||
325|everyone|1633647458457645056|en|RT @ProjectLincoln: “We also agree with what Fox News’s own attorneys and executives have now repeatedly stressed in multiple courts of law…|1633647458457645056|3640450941|[{'type': 'retweeted', 'id': '1633610944302714881'}]|['1633647458457645056']|2023-03-09T01:54:40.000Z|389|0|0|0|0||
326|everyone|1633647455601586177|en|RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi|1633647455601586177|785363898195116032|[{'type': 'retweeted', 'id': '1633621571205050369'}]|['1633647455601586177']|2023-03-09T01:54:39.000Z|498|0|0|0|0||
327|everyone|1633647443714912256|en|@JohnIsner No love for Team MAGA?  Didn't look like you wanted to play singles today, let alone doubles (the volleys were way off).  The drive-by handshake at te end was embarrassing.  Do better or retire.|1633303233413394432|1553032809123442690|[{'type': 'replied_to', 'id': '1633303233413394432'}]|['1633647443714912256']|2023-03-09T01:54:36.000Z|0|0|0|0|0|59801744|
328|everyone|1633647442595020800|en|"@Mister_Wiggley @7Idsw3tXoz65LYi Lmao! @jacksonhinklle &amp; maga nazis posted the pics at the ""peace protest"" titled ""March against the war March"" 21st Feb 2023. Hilarious! Fark you're dumb. Google is free.🤡😂🤣 https://t.co/E7j4iMgyNA"|1632947728270622721|1527814937674153984|[{'type': 'replied_to', 'id': '1633643251327434752'}]|['1633647442595020800']|2023-03-09T01:54:36.000Z|0|0|0|0|0|1591802556287680513|
329|everyone|1633647442393456640|en|@Maga_GA1 In Arizona living on a Ranch JFK2SDD|1633185233875943426|1549441373509754885|[{'type': 'replied_to', 'id': '1633185233875943426'}]|['1633647442393456640']|2023-03-09T01:54:36.000Z|0|0|0|0|0|1420420384097177605|
330|everyone|1633647441776869376|en|"@laurenboebert That's right! Not you @BillLeeTN   you creep!  Btw to the MAGA morons, he's the Republican governor of Tennessee that was photographed in drag, and still  signed an anti drag bill.  HYPOCRISY 
#GOPCLOWNS.  🤮💩🗑️🤡💯"|1633579479598522372|1539795896078147584|[{'type': 'replied_to', 'id': '1633579479598522372'}]|['1633647441776869376']|2023-03-09T01:54:36.000Z|0|0|0|0|1|1201670995435646976|
331|everyone|1633647435523272706|en|"RT @VaGyver: @theliamnissan 🎶 Mamas don't let your babies grow up to be Proud Boys
Don't let 'em put Tr*mp flags
on their pickup trucks
&amp; w…"|1633647435523272706|1155459185083129857|[{'type': 'retweeted', 'id': '1633347470095790080'}]|['1633647435523272706']|2023-03-09T01:54:34.000Z|3|0|0|0|0||
332|everyone|1633647435124711424|en|RT @bennyjohnson: 🚨BREAKING: In an interview with Tucker Carlson, former Capitol Police Lieutenant who was suspended for wearing MAGA hat s…|1633647435124711424|1501237008089468939|[{'type': 'retweeted', 'id': '1633280651699814400'}]|['1633647435124711424']|2023-03-09T01:54:34.000Z|7053|0|0|0|0||
333|everyone|1633647429382991874|en|@greg_price11 Thats because some of the Capitol police were helping these idiots. They were MAGA as well and many many of them were charged and fired.|1632912031882805250|1176609702957867008|[{'type': 'replied_to', 'id': '1632912031882805250'}]|['1633647429382991874']|2023-03-09T01:54:33.000Z|0|0|0|0|1|896466491587080194|
334|everyone|1633647429173260289|en|RT @RonFilipkowski: Part of the reason why he is failing to draw anyone for his events is right-wingers have figured out he has nothing to…|1633647429173260289|32747056|[{'type': 'retweeted', 'id': '1633432287059558402'}]|['1633647429173260289']|2023-03-09T01:54:33.000Z|1808|0|0|0|0||
335|everyone|1633647427772198912|en|RT @bennyjohnson: 🚨BREAKING: In an interview with Tucker Carlson, former Capitol Police Lieutenant who was suspended for wearing MAGA hat s…|1633647427772198912|1452445170|[{'type': 'retweeted', 'id': '1633280651699814400'}]|['1633647427772198912']|2023-03-09T01:54:33.000Z|7053|0|0|0|0||
336|everyone|1633647425876525056|en|@atensnut So ANTIFA enter the capital or was it MAGA? Make up your damn mind!!! Clowns!!!|1633488451097034756|226776095|[{'type': 'replied_to', 'id': '1633488451097034756'}]|['1633647425876525056']|2023-03-09T01:54:32.000Z|0|0|0|0|0|22677397|
337|everyone|1633647417370476546|en|RT @ProjectLincoln: “We also agree with what Fox News’s own attorneys and executives have now repeatedly stressed in multiple courts of law…|1633647417370476546|478825154|[{'type': 'retweeted', 'id': '1633610944302714881'}]|['1633647417370476546']|2023-03-09T01:54:30.000Z|389|0|0|0|0||
338|everyone|1633647415982006273|en|"RT @Pokemom2R: My profile is clear.
I'm a female, #MAGA patriot, mother, wife, &amp; United States citizen here to fight for my country and do…"|1633647415982006273|43638127|[{'type': 'retweeted', 'id': '1618688655924801536'}]|['1633647415982006273']|2023-03-09T01:54:30.000Z|24|0|0|0|0||
339|everyone|1633647412735508480|en|Opps I didn't mean to retweet that. #MAGA #FoxNews #NewsMax #CNN #NBC #ABC #GOP https://t.co/hu4f61c9ib|1633647412735508480|1025711083|[{'type': 'quoted', 'id': '1633283175337082881'}]|['1633647412735508480']|2023-03-09T01:54:29.000Z|0|0|1|0|1||
340|everyone|1633647410856566785|en|RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…|1633647410856566785|76336615|[{'type': 'retweeted', 'id': '1633569264488820736'}]|['1633647410856566785']|2023-03-09T01:54:29.000Z|670|0|0|0|0||
341|everyone|1633647404699320321|en|RT @dgtlsldr17: @DashDobrofsky Oh look, Antifa changing into maga gear. https://t.co/NMy3heXUg3|1633647404699320321|709802328866496513|[{'type': 'retweeted', 'id': '1633284395346919426'}]|['1633647404699320321']|2023-03-09T01:54:27.000Z|13|0|0|0|0||
342|everyone|1633647404594475009|en|@KayBear54 We had a retired out of state military couple purchase + build on a piece of land nearby. They are hard core MAGA's who spout the same bs they hear fr @MTGOP + FOX. Like other twisted cult members, they fly the American flag year round...as tho they'r patriotic. It's insulting.|1633612677338611712|831277785960181764|[{'type': 'replied_to', 'id': '1633641157979934720'}]|['1633647404594475009']|2023-03-09T01:54:27.000Z|0|1|1|0|1|2444716760|
343|everyone|1633647398156132355|en|RT @tedlieu: Dear MAGA Folks: Tucker Carlson thinks you are stupid. He tells you one thing but believes the opposite. He is an actor who ro…|1633647398156132355|1302165853|[{'type': 'retweeted', 'id': '1633517809958531072'}]|['1633647398156132355']|2023-03-09T01:54:26.000Z|1337|0|0|0|0||
344|everyone|1633647396818132994|en|"RT @tribelaw: Ethics probe? 

How about charging the dude with stealing federal property and making illegal political contributions to MAGA…"|1633647396818132994|3396454306|[{'type': 'retweeted', 'id': '1633545604516151296'}]|['1633647396818132994']|2023-03-09T01:54:25.000Z|835|0|0|0|0||
345|everyone|1633647390509891587|en|RT @tedlieu: Dear MAGA Folks: Tucker Carlson thinks you are stupid. He tells you one thing but believes the opposite. He is an actor who ro…|1633647390509891587|1602693335017312256|[{'type': 'retweeted', 'id': '1633517809958531072'}]|['1633647390509891587']|2023-03-09T01:54:24.000Z|1337|0|0|0|0||
346|everyone|1633647386546274304|en|RT @DSFisAddlepated: @DarinArmstrong @JimMart68737540 @em91478 @claranicole611 @BSDetector4u @EmmetteLingerf1 @1947levittown @JJFLORENCE6 @…|1633647386546274304|2168827300|[{'type': 'retweeted', 'id': '1633621404854947840'}]|['1633647386546274304']|2023-03-09T01:54:23.000Z|4|0|0|0|0||
347|everyone|1633647385053212673|en|@LostSoulCracker @AgainMothra @Julie_NoNumbers @GThonks @youknow714 @NaylorFran @PPPTCE @BSHerrle @USAintheRGV @rosegar17673310 @MAGA_Translator @OriginalGoalie @katgirlsc @mtsand3 @AFreeQueen @astragal @TyefiaM @CalvinE43701301 @RealWmGClark @JamesCa70626795 @8BrianVogel4 @p11b30 @kevinoler @Caperloo5 @VinceGottalotta @Sasquatch4eva @MamieWhiteesq @Ajohnso50141696 @SmytheBobbi @TheRealMcKeever @PatriciaDupler @TShadowKnow @lavenlarose @jbizzy6969 @CarignanAbreu @PhilipEMSkinne1 @TheAnthony850 @itisjustmebabe @JimlikesBB @BconnectedJ @EarthOne_13 @TheLandomatic @GAballots @JimJimlund12 @JoSchmo79 @ruxcytbl @neal_cowboy @SpiralWrap53 @TruthPyRate On the surface level it's almost impossible for an action like this to be planned, organized, and executed without a paper trail or people accidentally/purposefully spilling the beans on it. Even CIA ops have leaks. The DNC is nowhere near as good as the CIA|1378505075652395011|1625244130145103889|[{'type': 'replied_to', 'id': '1633641333930745857'}]|['1633647385053212673']|2023-03-09T01:54:22.000Z|0|1|0|0|7|1585821994666401795|
348|everyone|1633647384835289088|en|@CPAC @JohnKennedyLA No trump does and maga's! https://t.co/aB8nqxc8RN|1633514865133494273|488060039|[{'type': 'replied_to', 'id': '1633514865133494273'}]|['1633647384835289088']|2023-03-09T01:54:22.000Z|0|0|0|0|1|120295432|
349|everyone|1633647382431772674|en|RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…|1633647382431772674|733062242|[{'type': 'retweeted', 'id': '1633600197602476033'}]|['1633647382431772674']|2023-03-09T01:54:22.000Z|596|0|0|0|0||
350|everyone|1633647381135912963|en|RT @xAlphaWarriorx: These #NAFO clowns aka Patriot Front aka Feds are a funny bunch. These guys love supporting Ukraine and it’s Azov Nazis…|1633647381135912963|1465948065601314816|[{'type': 'retweeted', 'id': '1633376955637858304'}]|['1633647381135912963']|2023-03-09T01:54:22.000Z|47|0|0|0|0||
351|everyone|1633647380019961859|en|RT @gary_kline: @OccupyDemocrats Ron Meatball DeSantis made overt attempts to look like Donald Trump in mannerisms and speech. His hand ges…|1633647380019961859|19088288|[{'type': 'retweeted', 'id': '1633614794447024134'}]|['1633647380019961859']|2023-03-09T01:54:21.000Z|4|0|0|0|0||
352|everyone|1633647379684401152|en|"RT @BillKristol: ""McCarthy made an affirmative decision to collaborate with Fox News, even as a lawsuit has exposed how Fox brazenly airs c…"|1633647379684401152|3843442405|[{'type': 'retweeted', 'id': '1633635667111473154'}]|['1633647379684401152']|2023-03-09T01:54:21.000Z|100|0|0|0|0||
353|everyone|1633647378929418242|en|"RT @emma6USA: Wednesday Blessings🙏
@Bellamari8mazz @LindaNTx @SirFlyzalot @1mir_r @JanetTX_Blessed @JanetFr11616397 @laura_7771 @PriamtheB…"|1633647378929418242|1518763956093034496|[{'type': 'retweeted', 'id': '1633602769386106880'}]|['1633647378929418242']|2023-03-09T01:54:21.000Z|100|0|0|0|0||
354|everyone|1633647376958361602|en|RT @Mary1Kathy: Kyle’s got to make a living but my advice to him was to crawl under a rock and live his life anonymously, his attorney told…|1633647376958361602|1622750494535065601|[{'type': 'retweeted', 'id': '1633646795531354113'}]|['1633647376958361602']|2023-03-09T01:54:21.000Z|5|0|0|0|0||
355|everyone|1633647375108407296|en|RT @Streamdotorg: Day two of #TuckerCarlson's #J6 tape coverage didn't include much new footage ... but lots of weeping and gnashing of tee…|1633647375108407296|381032499|[{'type': 'retweeted', 'id': '1633314604561342465'}]|['1633647375108407296']|2023-03-09T01:54:20.000Z|3|0|0|0|0||
356|everyone|1633647371459481600|en|RT @JLNivlac56: I sure hope Tucker has 1st class security . . . He is telling the truth the real truth. People are scared and desperate. Th…|1633647371459481600|1586864533305450496|[{'type': 'retweeted', 'id': '1633639665730199552'}]|['1633647371459481600']|2023-03-09T01:54:19.000Z|11|0|0|0|0||
357|everyone|1633647369899192323|en|"Can MAGA actually map out or show me on some mapping website how they view a Trump 2024 victory in the swing states? 

Do they really think he will win Arizona or any rust belt state?"|1633647369899192323|1513689235026583553||['1633647369899192323']|2023-03-09T01:54:19.000Z|0|1|0|0|23||
358|everyone|1633647369127444481|en|@atensnut You would believe anything MAGA says…|1632545697613467654|590898319|[{'type': 'replied_to', 'id': '1632545697613467654'}]|['1633647369127444481']|2023-03-09T01:54:19.000Z|0|0|0|0|2|22677397|
359|everyone|1633647368200486916|en|RT @tedlieu: Dear MAGA Folks: Tucker Carlson thinks you are stupid. He tells you one thing but believes the opposite. He is an actor who ro…|1633647368200486916|710149695889231872|[{'type': 'retweeted', 'id': '1633517809958531072'}]|['1633647368200486916']|2023-03-09T01:54:18.000Z|1337|0|0|0|0||
360|everyone|1633647364211703812|en|RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi|1633647364211703812|1465987502|[{'type': 'retweeted', 'id': '1633621571205050369'}]|['1633647364211703812']|2023-03-09T01:54:17.000Z|498|0|0|0|0||
361|everyone|1633647363989602305|en|This is you MAGA with plenty of Cyphers to boot. https://t.co/dhBzHP3Wbf|1633647363989602305|1594243359169708032||['1633647363989602305']|2023-03-09T01:54:17.000Z|0|0|0|0|0||
362|everyone|1633647362022285313|en|"RT @Breezy8817: This is a TRUE PRESIDENT. This is why we love Trump!! ❤️🔥💯👏 #Trump20to24ToSaveAmerica 
#MAGA #PatriotWarriors https://t.co/…"|1633647362022285313|1588481553386143746|[{'type': 'retweeted', 'id': '1632906355915870209'}]|['1633647362022285313']|2023-03-09T01:54:17.000Z|43|0|0|0|0||
363|everyone|1633647357471383552|en|@mtgreenee They've united the Maga party! 🇺🇲|1633106180032610306|28675231|[{'type': 'replied_to', 'id': '1633106180032610306'}]|['1633647357471383552']|2023-03-09T01:54:16.000Z|0|0|0|0|1|826065164504006657|
364|everyone|1633647355198164992|en|RT @DemagogueWatch: @B52Malmet Every day in every way Qevin is broadcasting his intent to drive the MAGA base to further extremes and under…|1633647355198164992|1018089200|[{'type': 'retweeted', 'id': '1633637919272435713'}]|['1633647355198164992']|2023-03-09T01:54:15.000Z|2|0|0|0|0||
