|reply_settings|id|lang|text|conversation_id|author_id|referenced_tweets|edit_history_tweet_ids|created_at|public_metrics.retweet_count|public_metrics.reply_count|public_metrics.like_count|public_metrics.quote_count|public_metrics.impression_count|in_reply_to_user_id|geo.place_id
431|everyone|1633647148469309441|en|RT @RonFilipkowski: Part of the reason why he is failing to draw anyone for his events is right-wingers have figured out he has nothing to…|1633647148469309441|911707524176465925|[{'type': 'retweeted', 'id': '1633432287059558402'}]|['1633647148469309441']|2023-03-09T01:53:26.000Z|1808|0|0|0|0||
432|everyone|1633647146435072000|en|"@JoeBiden 🚨Daily checklist for spamming quota:

Medicaid/Medicare ✅
MAGA/Republican✅
Firefighters
Voting✅
Eli Lily"|1633552920607330304|1427358976988045312|[{'type': 'replied_to', 'id': '1633552920607330304'}]|['1633647146435072000']|2023-03-09T01:53:26.000Z|0|0|0|0|2|939091|
433|everyone|1633647125165899776|en|"RT @JannaPart2: 😍🤩😍 Happy
#International Women's Day …

To #WomenWithPussies  !!! 😜💋

Woohoo !!! 🎉☀️💥🥳😎🔥

#MAGA ❤️🇺🇸 https://t.co/AGGhaELj2y"|1633647125165899776|1381698233328492552|[{'type': 'retweeted', 'id': '1633625754239135744'}]|['1633647125165899776']|2023-03-09T01:53:20.000Z|40|0|0|0|0||
434|everyone|1633647123676925953|en|RT @4TurtleIsland: Retweeting this because the info is pretty important.  Fucking MAGA fucking asshats.|1633647123676925953|158102572|[{'type': 'retweeted', 'id': '1633641336615186434'}]|['1633647123676925953']|2023-03-09T01:53:20.000Z|1|0|0|0|0||
435|everyone|1633647122821140485|en|RT @BillKristol: “Embarrassing as it must be, they forge forward. As their reward, Fox enjoys continued ratings dominance. Carlson’s first…|1633647122821140485|386072477|[{'type': 'retweeted', 'id': '1633643511210975232'}]|['1633647122821140485']|2023-03-09T01:53:20.000Z|21|0|0|0|0||
436|everyone|1633647122359746560|en|"RT @phil200269: Tucker Carlson just made everyone in the U.S. government his bitch.

#MAGA
#J6footage"|1633647122359746560|1567665617766842371|[{'type': 'retweeted', 'id': '1633323871897112576'}]|['1633647122359746560']|2023-03-09T01:53:20.000Z|28|0|0|0|0||
437|everyone|1633647119184674817|en|"LAW AND ORDER  OLIVA BENSON CLITEROUS ON MY NOSE PLEASE
!!!!! #MAGA"|1633647119184674817|1633630663482941440||['1633647119184674817']|2023-03-09T01:53:19.000Z|0|0|0|0|2||
438|everyone|1633647116806688768|en|RT @POTUS: If MAGA Republicans in Congress get their way, 40 million Americans could lose health coverage. https://t.co/aaMt2K3NBP|1633647116806688768|898284042331631616|[{'type': 'retweeted', 'id': '1633573309819523073'}]|['1633647116806688768']|2023-03-09T01:53:18.000Z|813|0|0|0|0||
439|everyone|1633647110795980801|en|RT @StormyBotK: You are just foul @Liz_Chaney. You got spanked big time in your election, that should have been your hint, that NO ONE want…|1633647110795980801|1519424353246584837|[{'type': 'retweeted', 'id': '1633560491107962880'}]|['1633647110795980801']|2023-03-09T01:53:17.000Z|149|0|0|0|0||
440|everyone|1633647108245823488|en|@krassenstein We know this but the people who stormed the capital believe it wasn’t them even tho not one maga used “I’m a paid actor” defence not one had a paper trail that showed some leftist was funding their Qanon maga delusions|1633460997880188930|1426930523738451968|[{'type': 'replied_to', 'id': '1633460997880188930'}]|['1633647108245823488']|2023-03-09T01:53:16.000Z|0|0|0|0|1|133938408|
441|everyone|1633647107054632960|en|THESE WERE NOT TRUMP SUPPORTERS BEING BUSSED IN ON JAN 6. ANTIFA AND BLM CAME COURTESY OF NANCY PELOSI AND THE DEMOCRATS THEY WERE UP TO NO GOOD! THEY CAUSE PANIC AND CHAOS WHERE EVER THEY GO! THEY WERE ALSO GIVEN MAGA CAPS AND FLAGS TO BLEND IN. https://t.co/dEBDXCxCh7|1633647107054632960|1494192465212952576|[{'type': 'quoted', 'id': '1633634814388469763'}]|['1633647107054632960']|2023-03-09T01:53:16.000Z|0|0|0|0|3||
442|everyone|1633647104794001416|en|@gtconway3d Spot on! Moreover, every russian gimp in the US government and MSM should be arrested and charged with treason. MAGA works for Putin!|1633549251807518720|2294499284|[{'type': 'replied_to', 'id': '1633549251807518720'}]|['1633647104794001416']|2023-03-09T01:53:16.000Z|0|0|0|0|1|471677441|
443|everyone|1633647102147584000|en|@GaryAlanTaylor1 @PhilMickelson @KylePorterCBS Bro jack is a huge maga guy.|1633176592385032201|1481105436640092163|[{'type': 'replied_to', 'id': '1633501457671655428'}]|['1633647102147584000']|2023-03-09T01:53:15.000Z|0|0|0|0|0|1267220880460931072|
444|everyone|1633647095625437184|en|@santiagomayer_ @Ddh41Dedi Give me woke over the MAGA traits of cruelty and hatred any day of the week.|1633584019215626240|855180274501644290|[{'type': 'replied_to', 'id': '1633584019215626240'}]|['1633647095625437184']|2023-03-09T01:53:13.000Z|0|0|0|0|9|4327127414|
445|everyone|1633647094081658884|en|"RT @45LVNancy: He was never called to testify #J6Committee, 

Instead of commending him, USCP leadership scapegoated Johnson for their fail…"|1633647094081658884|1585391450002522113|[{'type': 'retweeted', 'id': '1633512107538006020'}]|['1633647094081658884']|2023-03-09T01:53:13.000Z|86|0|0|0|0||
446|everyone|1633647090260758530|en|RT @kathrynresister: I'm so on board for the resignation of MAGA Republican terrorist Kevin McCarthy! I am livid about what he's doing to t…|1633647090260758530|2411109362|[{'type': 'retweeted', 'id': '1633629113385910273'}]|['1633647090260758530']|2023-03-09T01:53:12.000Z|31|0|0|0|0||
447|everyone|1633647086318002177|en|"RT @ninaturner: MAGA Republicans do not care about towns like East Palestine, either.

I’ve been there. People are angry. People need help.…"|1633647086318002177|19894290|[{'type': 'retweeted', 'id': '1633587705014542338'}]|['1633647086318002177']|2023-03-09T01:53:11.000Z|38|0|0|0|0||
448|everyone|1633647085831479298|en|RT @JonathanTurley: The Fox footage raises new questions about the Chansley case and whether the length of his sentence was more about his…|1633647085831479298|598844191|[{'type': 'retweeted', 'id': '1633444947352330241'}]|['1633647085831479298']|2023-03-09T01:53:11.000Z|431|0|0|0|0||
449|everyone|1633647081549369344|en|@NickAdamsinUSA If you’re a MAGA Republican you’re a Nazi|1633603887482413057|803425475406143489|[{'type': 'replied_to', 'id': '1633603887482413057'}]|['1633647081549369344']|2023-03-09T01:53:10.000Z|0|0|0|0|2|91583544|
450|everyone|1633647078386675712|en|RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…|1633647078386675712|875675410159116289|[{'type': 'retweeted', 'id': '1633546143337680897'}]|['1633647078386675712']|2023-03-09T01:53:09.000Z|2300|0|0|0|0||
451|everyone|1633647077182918656|en|RT @ProjectLincoln: “We also agree with what Fox News’s own attorneys and executives have now repeatedly stressed in multiple courts of law…|1633647077182918656|827334641073922048|[{'type': 'retweeted', 'id': '1633610944302714881'}]|['1633647077182918656']|2023-03-09T01:53:09.000Z|389|0|0|0|0||
452|everyone|1633647073227571200|en|"@Southjerseycat @1776PatriotSC @RepRaskin Oh Bill, bless your heart

“Snowflake” is tired and old…

A cliché hijacked by the left 

No one uses it anymore

Don’t be just as tired and old

A more current term is “Ultra MAGA”

We kinda like the ring of that"|1633277256746270720|1158140891737067522|[{'type': 'replied_to', 'id': '1633446867102040066'}]|['1633647073227571200']|2023-03-09T01:53:08.000Z|0|1|0|0|1|2194328331|
453|everyone|1633647071906463744|en|RT @tedlieu: Dear MAGA Folks: Tucker Carlson thinks you are stupid. He tells you one thing but believes the opposite. He is an actor who ro…|1633647071906463744|32929848|[{'type': 'retweeted', 'id': '1633517809958531072'}]|['1633647071906463744']|2023-03-09T01:53:08.000Z|1337|0|0|0|0||
454|everyone|1633647071394689024|en|@bamacountry60 @TheKracken22LGB @ProudElephantUS Where the is MAGA there is always attempted conspiracy|1631362338904236044|390304692|[{'type': 'replied_to', 'id': '1633643362845638659'}]|['1633647071394689024']|2023-03-09T01:53:08.000Z|0|0|0|0|2|1577672255823298562|
455|everyone|1633647066403467265|en|"RT @BillKristol: ""McCarthy made an affirmative decision to collaborate with Fox News, even as a lawsuit has exposed how Fox brazenly airs c…"|1633647066403467265|1077225059939467266|[{'type': 'retweeted', 'id': '1633635667111473154'}]|['1633647066403467265']|2023-03-09T01:53:06.000Z|100|0|0|0|0||
456|everyone|1633647066181140480|en|@annedeuceofcups @atrupar Only fines. Money. That's all that's happened after all the crimes. Steal from charity? Fines! Rip people off with fraud University? Fines! Business fraud? Fines! Considering MAGA is paying the fines and the RNC is paying the lawyers (or was), it's NOT a real consequence.|1633529531897110546|53506523|[{'type': 'replied_to', 'id': '1633561934279888897'}]|['1633647066181140480']|2023-03-09T01:53:06.000Z|0|0|0|0|1|583627270|
457|everyone|1633647058929299456|en|"RT @tribelaw: Ethics probe? 

How about charging the dude with stealing federal property and making illegal political contributions to MAGA…"|1633647058929299456|3234266457|[{'type': 'retweeted', 'id': '1633545604516151296'}]|['1633647058929299456']|2023-03-09T01:53:05.000Z|835|0|0|0|0||
458|everyone|1633647057297653764|en|"@SueZieCue Ashli Babbitt was a loser, not a martyr. 12 years in the Air Force and only an E-4. A failure. Rather than blame herself for her failures, she sought out QAnon and other MAGA theories as to why the ""deep state"" held her back from success. She died like a rabid dog."|1633166440043012097|2812936015|[{'type': 'replied_to', 'id': '1633166440043012097'}]|['1633647057297653764']|2023-03-09T01:53:04.000Z|0|0|1|0|2|2182787228|
459|everyone|1633647054999404544|en|RT @greg_price11: After nobody responded to his calls to evacuate the Senate on J6, Tarik Johnson was fired for being pictured in a MAGA ha…|1633647054999404544|1165683429108637696|[{'type': 'retweeted', 'id': '1633280727016939520'}]|['1633647054999404544']|2023-03-09T01:53:04.000Z|2618|0|0|0|0||
460|everyone|1633647052117639171|en|Democrats resign over allegations while republicans will fight to keep their jobs because morals, ethics and integrity have no place in todays MAGA party where greed, power and corruption rule https://t.co/A9B28DkHXn|1633647052117639171|4716565044||['1633647052117639171']|2023-03-09T01:53:03.000Z|0|0|0|0|5||
461|everyone|1633647047415873540|en|@Gatorhypeman22 @Kyle_DangerRuss @AdamParkhomenko Taking the money off the government spending? Why not have a thousand fundraisers like Maga does instead? Maga raises millions on their fundraisers and even that money goes missing weeks later. Remember stop the steal?|1633474093319172104|1077575234595815424|[{'type': 'replied_to', 'id': '1633643090278842371'}]|['1633647047415873540']|2023-03-09T01:53:02.000Z|0|0|0|0|4|1631477119233540098|
462|everyone|1633647046224924672|en|@MayoIsSpicyy Gangreene only speaks for those in MAGA Cuckoo Land.|1633587823579209730|282281047|[{'type': 'replied_to', 'id': '1633587823579209730'}]|['1633647046224924672']|2023-03-09T01:53:02.000Z|0|0|0|0|5|1323090408730062849|
463|everyone|1633647045616496640|en|"RT @CalltoActivism: I don’t care what any MAGA trolls have to say, I am damn proud Joe Biden  is our President. 

Does he have your support…"|1633647045616496640|1119007099953008640|[{'type': 'retweeted', 'id': '1632826172009586688'}]|['1633647045616496640']|2023-03-09T01:53:02.000Z|3041|0|0|0|0||
464|everyone|1633647044668674049|en|RT @RonFilipkowski: Part of the reason why he is failing to draw anyone for his events is right-wingers have figured out he has nothing to…|1633647044668674049|1620517827093438468|[{'type': 'retweeted', 'id': '1633432287059558402'}]|['1633647044668674049']|2023-03-09T01:53:01.000Z|1808|0|0|0|0||
465|everyone|1633647039572500480|en|RT @JamesTate121: I lost my father to MAGA when I could not follow Donald Trump and his lies he denounced me. In 2018 I had my son with Dow…|1633647039572500480|1491156116499279875|[{'type': 'retweeted', 'id': '1633645503609962496'}]|['1633647039572500480']|2023-03-09T01:53:00.000Z|9|0|0|0|0||
466|everyone|1633647039312547840|en|"RT @OccupyDemocrats: BREAKING: Former GOP Rep. Liz Cheney says ""bring it on"" to rumors that MAGA Republicans plan to launch their own inves…"|1633647039312547840|33389922|[{'type': 'retweeted', 'id': '1633575645581307904'}]|['1633647039312547840']|2023-03-09T01:53:00.000Z|769|0|0|0|0||
467|everyone|1633647037966348288|en|"Maxine Waters Turns On President Biden  #MAGA #TRUMP2024 #Trump

https://t.co/lXyxDtRWfe"|1633647037966348288|1574096740696920065||['1633647037966348288']|2023-03-09T01:53:00.000Z|0|0|0|0|3||
468|everyone|1633647036028575744|en|"Mom Took Her Kids To A Drag Brunch To Document Just How Harmful It Was 😁

Review: You’ve never seen anywhere near this kind of joy from kids in any Maga church.  Go positive light! 

 https://t.co/rlxF1GcHHo"|1633647036028575744|3161560093||['1633647036028575744']|2023-03-09T01:52:59.000Z|4|1|4|0|39||
469|everyone|1633647034212179968|en|"RT @1fr33dom: Please follow my great friend HANK! 

He’s an American loving and 100% MAGA through ‘n’ through! 

🐸🇺🇸👉🏻@DeplorableHank1👈🏻🇺🇸🐸…"|1633647034212179968|724242595|[{'type': 'retweeted', 'id': '1633590892274565124'}]|['1633647034212179968']|2023-03-09T01:52:59.000Z|42|0|0|0|0||
470|everyone|1633647032035606530|en|"PSA to all the Maga Communist/Infrared people here on twitter, especially the ones I talk to on and off regularly:

You can’t just go around saying drag shows on International Working Women’s Day is misogynistic as fuck and then turn around and post shit like this. https://t.co/NiA5ng8w6Z"|1633647032035606530|480723610|[{'type': 'quoted', 'id': '1633555632631496704'}]|['1633647032035606530']|2023-03-09T01:52:58.000Z|0|0|0|0|7||
471|everyone|1633647030751854592|en|@Mollyploofkins Hundreds, at least. I block all MAGA and religious fanatics without a second thought.|1633623966823620610|868719508328001536|[{'type': 'replied_to', 'id': '1633623966823620610'}]|['1633647030751854592']|2023-03-09T01:52:58.000Z|0|0|0|0|1|1274695868793458689|
472|everyone|1633647026985484288|en|"RT @BillKristol: ""McCarthy made an affirmative decision to collaborate with Fox News, even as a lawsuit has exposed how Fox brazenly airs c…"|1633647026985484288|53752278|[{'type': 'retweeted', 'id': '1633635667111473154'}]|['1633647026985484288']|2023-03-09T01:52:57.000Z|100|0|0|0|0||
473|everyone|1633647024875741185|en|RT @BillKristol: “Embarrassing as it must be, they forge forward. As their reward, Fox enjoys continued ratings dominance. Carlson’s first…|1633647024875741185|1015253439557849094|[{'type': 'retweeted', 'id': '1633643511210975232'}]|['1633647024875741185']|2023-03-09T01:52:57.000Z|21|0|0|0|0||
474|everyone|1633647023852343297|en|"RT @ninaturner: MAGA Republicans do not care about towns like East Palestine, either.

I’ve been there. People are angry. People need help.…"|1633647023852343297|829694486200582144|[{'type': 'retweeted', 'id': '1633587705014542338'}]|['1633647023852343297']|2023-03-09T01:52:56.000Z|38|0|0|0|0||
475|everyone|1633647020551307264|en|@JamesTate121 I thought Maga republicans were pro life.|1633645503609962496|863946658798850048|[{'type': 'replied_to', 'id': '1633645503609962496'}]|['1633647020551307264']|2023-03-09T01:52:56.000Z|0|0|0|0|2|1356786368656138241|
476|everyone|1633647019939049473|en|@mynameisBethS @atrupar MAGA / Republicans want to jail those that disagree with them.  It's going to get worse, since DOJ isn't holding the ringleaders accountable.|1633642480259461121|1089358521194504192|[{'type': 'replied_to', 'id': '1633645346353201153'}]|['1633647019939049473']|2023-03-09T01:52:55.000Z|0|0|0|0|1|241920429|
477|everyone|1633647018517348354|en|"RT @AndrewPatriot_: If you ''voted'' for Biden YOU are PART of the PROBLEM!

DEMOCRATS = ENEMY OF THE PEOPLE!

👉Retweet if you agree with m…"|1633647018517348354|1603236457657028608|[{'type': 'retweeted', 'id': '1633510935259119618'}]|['1633647018517348354']|2023-03-09T01:52:55.000Z|399|0|0|0|0||
478|everyone|1633647005896519683|en|RT @AWorldOutOfMind: Do you love it when abusive maga people get what's coming to them? I know I do. Bring it on, all day long!|1633647005896519683|95999446|[{'type': 'retweeted', 'id': '1633542686710849545'}]|['1633647005896519683']|2023-03-09T01:52:52.000Z|25|0|0|0|0||
479|everyone|1633647004696887299|en|@theblackspiderm Trying to gin up the base? Seems like you're constantly trying to get the maga savages riled up. Go to hades and stay there|1633484691666812929|772796220|[{'type': 'replied_to', 'id': '1633484691666812929'}]|['1633647004696887299']|2023-03-09T01:52:52.000Z|0|0|0|0|0|31118277|
480|everyone|1633646996845215747|en|RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…|1633646996845215747|3070111679|[{'type': 'retweeted', 'id': '1633546143337680897'}]|['1633646996845215747']|2023-03-09T01:52:50.000Z|2300|0|0|0|0||
481|everyone|1633646996161437696|en|RT @OccupyDemocrats: BREAKING: Donald Trump is reportedly considering picking election-denying MAGA loser Kari Lake as his Vice Presidentia…|1633646996161437696|976621618909687809|[{'type': 'retweeted', 'id': '1633549364802260992'}]|['1633646996161437696']|2023-03-09T01:52:50.000Z|285|0|0|0|0||
482|everyone|1633646989459050496|en|RT @TJLakers01: Pray @LisaWal24884807 @TJDOGMANR2 @Keithpicou41 @hightide172 @Karrasamelia5 @CSPGross @PecanC8 @KathiCupidsmom @suppes_lisa…|1633646989459050496|1307455798130495488|[{'type': 'retweeted', 'id': '1633438825975541760'}]|['1633646989459050496']|2023-03-09T01:52:48.000Z|112|0|0|0|0||
483|everyone|1633646980831510528|en|RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…|1633646980831510528|51511017|[{'type': 'retweeted', 'id': '1633546143337680897'}]|['1633646980831510528']|2023-03-09T01:52:46.000Z|2300|0|0|0|0||
484|everyone|1633646980256739329|en|@LostSoulCracker @Julie_NoNumbers @GThonks @youknow714 @NaylorFran @PPPTCE @BSHerrle @USAintheRGV @rosegar17673310 @MAGA_Translator @OriginalGoalie @katgirlsc @mtsand3 @AFreeQueen @astragal @TyefiaM @CalvinE43701301 @RealWmGClark @JamesCa70626795 @8BrianVogel4 @p11b30 @kevinoler @Caperloo5 @AgainMothra @VinceGottalotta @Sasquatch4eva @MamieWhiteesq @Ajohnso50141696 @SmytheBobbi @TheRealMcKeever @PatriciaDupler @TShadowKnow @lavenlarose @jbizzy6969 @CarignanAbreu @PhilipEMSkinne1 @TheAnthony850 @itisjustmebabe @JimlikesBB @BconnectedJ @EarthOne_13 @TheLandomatic @GAballots @JimJimlund12 @JoSchmo79 @ruxcytbl @neal_cowboy @SpiralWrap53 @TruthPyRate If it's so obvious, walk us through it. You have experience in how elections in the US are run? Ever volunteer at your local polling place?|1378505075652395011|1625244130145103889|[{'type': 'replied_to', 'id': '1633626323783434240'}]|['1633646980256739329']|2023-03-09T01:52:46.000Z|0|0|1|0|8|1585821994666401795|
485|everyone|1633646975857065985|en|When Trump Passes the MAGA Hat, His Aides Clutch Their Wallets https://t.co/WLQ9v6UW4r|1633646975857065985|936169663314010113||['1633646975857065985']|2023-03-09T01:52:45.000Z|0|0|0|0|0||
486|everyone|1633646975492198400|en|@9i9a_chad @zhao_dashuai Trump is always anti-CCP. You saw his policies. You putting Trump’s avatar and go around supporting CCP is not just dumb, it’s sad and anti MAGA.|1633434873448005632|1097096984404516864|[{'type': 'replied_to', 'id': '1633645965935800322'}]|['1633646975492198400']|2023-03-09T01:52:45.000Z|0|0|0|0|4|1426065498916081668|
487|everyone|1633646974351077376|en|"RT @OccupyDemocrats: BREAKING: Former GOP Rep. Liz Cheney says ""bring it on"" to rumors that MAGA Republicans plan to launch their own inves…"|1633646974351077376|1080132296240521217|[{'type': 'retweeted', 'id': '1633575645581307904'}]|['1633646974351077376']|2023-03-09T01:52:45.000Z|769|0|0|0|0||
488|everyone|1633646970165182464|en|When Trump Passes the MAGA Hat, His Aides Clutch Their Wallets https://t.co/ixgS5tZuSM|1633646970165182464|1140144021123129345||['1633646970165182464']|2023-03-09T01:52:44.000Z|0|0|0|0|0||
489|everyone|1633646968525275136|en|"RT @WhipKClark: One year ago, Marjorie Taylor Greene spoke at a conference run by well-known white supremacists.

Today, Kevin McCarthy gav…"|1633646968525275136|1213563698976919552|[{'type': 'retweeted', 'id': '1633576200042848256'}]|['1633646968525275136']|2023-03-09T01:52:43.000Z|126|0|0|0|0||
490|everyone|1633646968453906433|en|RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…|1633646968453906433|1472651521108099082|[{'type': 'retweeted', 'id': '1633546143337680897'}]|['1633646968453906433']|2023-03-09T01:52:43.000Z|2300|0|0|0|0||
491|everyone|1633646961818734592|en|"@CollinRugg Suicides are on the foot soldiers. The stroke was definitely linked to the stress from getting attacked by the same mob. Commonsense is useless with the MAGA nitwits. Tucker is about as credible as Pinocchio.
The right has sunk to a new low.
But they're still digging."|1633640423603458048|1375803753345941506|[{'type': 'replied_to', 'id': '1633640423603458048'}]|['1633646961818734592']|2023-03-09T01:52:42.000Z|0|0|0|0|6|890061634181373952|
492|everyone|1633646956554665986|en|"RT @MayaguezNY: It was @RepMTG's lies on @FoxNews that lured #MAGA ASSH0LES to PRISON.

Credit where it's due.

America, @RupertMurdoch get…"|1633646956554665986|239497261|[{'type': 'retweeted', 'id': '1633459919453028352'}]|['1633646956554665986']|2023-03-09T01:52:40.000Z|2|0|0|0|0||
493|everyone|1633646949722210304|en|"@BertothePatriot @EdKrassen Still believing it was stolen proves you are truly the perfect mark.

And you are no Republican. You are a MAGA. one is a political party and the other a Fascism, Dictatorship loving cult.

Don't bother responding. You are not worth my time in further discussions."|1633266603570626561|974643840|[{'type': 'replied_to', 'id': '1633268619726540801'}]|['1633646949722210304']|2023-03-09T01:52:39.000Z|0|0|0|0|1|1345612688983023617|
494|everyone|1633646943749517313|en|RT @RepTroyNehls: United States Capitol Police Lieutenant Tarik Johnson was wearing a MAGA hat and shouting into a bullhorn on January 6 to…|1633646943749517313|1572373808303964160|[{'type': 'retweeted', 'id': '1633277681000230912'}]|['1633646943749517313']|2023-03-09T01:52:37.000Z|2976|0|0|0|0||
495|everyone|1633646943502217216|en|"@MAGAMAN858 @JimmyPesto20 @aleximurdoch @ElijahSchaffer Sweetie, have you seen most of your fellow MAGA freaks?  You all are the dregs of society.  Hideous inside and definitely on the outside.  I doubt most of you have ever even seen a naked woman you didn’t pay for.  

LMAO at you thinking you can call anyone else ugly. 😂"|1633588382097100802|825993889907515392|[{'type': 'replied_to', 'id': '1633645156292517888'}]|['1633646943502217216']|2023-03-09T01:52:37.000Z|0|1|0|0|8|1595139809328054272|
496|everyone|1633646943330238465|en|"RT @TomthunkitsMind: After burning all their MAGA gear...
https://t.co/TtEikrvESA 04"|1633646943330238465|420831485|[{'type': 'retweeted', 'id': '1633646136815939585'}]|['1633646943330238465']|2023-03-09T01:52:37.000Z|5|0|0|0|0||
497|everyone|1633646939752259584|en|RT @CalltoActivism: The Wisconsin Supreme Court stopped Trump from overturning the election by ONE VOTE and this week, a MAGA PAC dropped $…|1633646939752259584|3893344223|[{'type': 'retweeted', 'id': '1633570500583776257'}]|['1633646939752259584']|2023-03-09T01:52:36.000Z|480|0|0|0|0||
498|everyone|1633646936707178497|en|"RT @JannaPart2: 😍🤩😍 Happy
#International Women's Day …

To #WomenWithPussies  !!! 😜💋

Woohoo !!! 🎉☀️💥🥳😎🔥

#MAGA ❤️🇺🇸 https://t.co/AGGhaELj2y"|1633646936707178497|1461042817854234626|[{'type': 'retweeted', 'id': '1633625754239135744'}]|['1633646936707178497']|2023-03-09T01:52:36.000Z|40|0|0|0|0||
499|everyone|1633646929396609026|en|RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…|1633646929396609026|1555632027344535560|[{'type': 'retweeted', 'id': '1633569264488820736'}]|['1633646929396609026']|2023-03-09T01:52:34.000Z|670|0|0|0|0||
500|everyone|1633646922819928069|en|"RT @OccupyDemocrats: BREAKING: Former GOP Rep. Liz Cheney says ""bring it on"" to rumors that MAGA Republicans plan to launch their own inves…"|1633646922819928069|764142572|[{'type': 'retweeted', 'id': '1633575645581307904'}]|['1633646922819928069']|2023-03-09T01:52:32.000Z|769|0|0|0|0||
501|everyone|1633646913646915584|en|RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…|1633646913646915584|33389922|[{'type': 'retweeted', 'id': '1633546143337680897'}]|['1633646913646915584']|2023-03-09T01:52:30.000Z|2300|0|0|0|0||
502|everyone|1633646911424172032|en|RT @kathrynresister: I'm so on board for the resignation of MAGA Republican terrorist Kevin McCarthy! I am livid about what he's doing to t…|1633646911424172032|1453656788549586948|[{'type': 'retweeted', 'id': '1633629113385910273'}]|['1633646911424172032']|2023-03-09T01:52:30.000Z|31|0|0|0|0||
503|everyone|1633646910144942080|en|Actually I never watch him, I have a functioning brain, unlike the maga cultists who actually believe the shit he and faux news spew 24/7. So he is living in your head rent free.. https://t.co/K4DwzqeurN|1633646910144942080|750567325|[{'type': 'quoted', 'id': '1633617528848105473'}]|['1633646910144942080']|2023-03-09T01:52:29.000Z|0|0|0|0|0||
504|everyone|1633646905841553408|en|RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…|1633646905841553408|1535672808705073156|[{'type': 'retweeted', 'id': '1633600197602476033'}]|['1633646905841553408']|2023-03-09T01:52:28.000Z|596|0|0|0|0||
505|everyone|1633646900732887040|en|RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…|1633646900732887040|1527921932137426944|[{'type': 'retweeted', 'id': '1633546143337680897'}]|['1633646900732887040']|2023-03-09T01:52:27.000Z|2300|0|0|0|0||
506|everyone|1633646899256229888|en|"RT @WhipKClark: One year ago, Marjorie Taylor Greene spoke at a conference run by well-known white supremacists.

Today, Kevin McCarthy gav…"|1633646899256229888|1302967232239202304|[{'type': 'retweeted', 'id': '1633576200042848256'}]|['1633646899256229888']|2023-03-09T01:52:27.000Z|126|0|0|0|0||
507|everyone|1633646898941771776|en|RT @mom_cadet: This is 💯 what rural voters miss. The opportunity out there is limitless. Rural voters are choosing to believe the victim na…|1633646898941771776|15110123|[{'type': 'retweeted', 'id': '1633629650449465350'}]|['1633646898941771776']|2023-03-09T01:52:27.000Z|1|0|0|0|0||
508|everyone|1633646897607892992|en|"RT @tribelaw: Ethics probe? 

How about charging the dude with stealing federal property and making illegal political contributions to MAGA…"|1633646897607892992|53752278|[{'type': 'retweeted', 'id': '1633545604516151296'}]|['1633646897607892992']|2023-03-09T01:52:26.000Z|835|0|0|0|0||
509|everyone|1633646896983187458|en|RT @tedlieu: Dear MAGA Folks: Tucker Carlson thinks you are stupid. He tells you one thing but believes the opposite. He is an actor who ro…|1633646896983187458|1179761455328968704|[{'type': 'retweeted', 'id': '1633517809958531072'}]|['1633646896983187458']|2023-03-09T01:52:26.000Z|1337|0|0|0|0||
510|everyone|1633646890410491904|en|"RT @MayaguezNY: It was @RepMTG's lies on @FoxNews that lured #MAGA ASSH0LES to PRISON.

Credit where it's due.

America, @RupertMurdoch get…"|1633646890410491904|1496901069925982212|[{'type': 'retweeted', 'id': '1633459919453028352'}]|['1633646890410491904']|2023-03-09T01:52:25.000Z|2|0|0|0|0||
511|everyone|1633646889441820673|en|@WagnerTonight Florida, America's latest pure MAGA shit hole red state.|1633646263483637761|1554270015628533760|[{'type': 'replied_to', 'id': '1633646263483637761'}]|['1633646889441820673']|2023-03-09T01:52:24.000Z|0|0|0|0|6|1550235856723640320|
512|everyone|1633646887726116865|en|RT @BettyBowers: We can't spread Tucker Carlson's genuine, private hatred of Donald Trump enough to the MAGA zombies who blindly watch and…|1633646887726116865|1122877132521267203|[{'type': 'retweeted', 'id': '1633283175337082881'}]|['1633646887726116865']|2023-03-09T01:52:24.000Z|1587|0|0|0|0||
