	created_at	conversation_id	text	edit_history_tweet_ids	reply_settings	referenced_tweets	lang	id	in_reply_to_user_id	author_id	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count
76	2023-03-06T11:57:31.000Z	1632712008100646914	RT @kangaroos991: OMG, MAGA cult in a single photo! https://t.co/IuBW5SUxhc	['1632712008100646914']	everyone	[{'type': 'retweeted', 'id': '1632581704820097025'}]	en	1632712008100646914		221161723	846	0	0	0	0
77	2023-03-06T11:57:29.000Z	1632711997316907010	RT @realTuckFrumper: Creators of MAGA Dating App Whine There Aren’t Enough ‘Hot Guys’ Using the App https://t.co/xoRlPvO0Zb	['1632711997316907010']	everyone	[{'type': 'retweeted', 'id': '1632587331378221057'}]	en	1632711997316907010		1447836254914203650	182	0	0	0	0
78	2023-03-06T11:57:26.000Z	1632711984364888066	RT @malachimaxeyusa: As Republicans, we believe in limited government, personal responsibility, and individual freedom. Let's work together…	['1632711984364888066']	everyone	[{'type': 'retweeted', 'id': '1632512311087833088'}]	en	1632711984364888066		1589739578344218627	11	0	0	0	0
79	2023-03-06T11:57:25.000Z	1632711980774486024	"RT @Lauren3veMemes: No white flags with MAGA!!! 
H/t @itsreallyleah https://t.co/bMqNKtzLvL"	['1632711980774486024']	everyone	[{'type': 'retweeted', 'id': '1632581795580461058'}]	en	1632711980774486024		35438435	56	0	0	0	0
80	2023-03-06T11:57:24.000Z	1632711978287349761	RT @PoliticusSarah: Hakeem Jeffries “The big lie has consequences and democracy is held together by some basic principles, such as free and…	['1632711978287349761']	everyone	[{'type': 'retweeted', 'id': '1632390609297088514'}]	en	1632711978287349761		2712489396	696	0	0	0	0
81	2023-03-06T11:57:23.000Z	1632572429028425729	"@RepMTG Why would Antifa co-opt a peaceful environmental protest? I mean, the ""agitators"" that turned the protest violent could be Antifa or they could also be Oathkeepers - nobody knows yet. Unlike maga folks Dems will want them punished regardless of political affiliation."	['1632711972859813889']	everyone	[{'type': 'replied_to', 'id': '1632572429028425729'}]	en	1632711972859813889	1344356576786866176	614618379	0	0	0	0	6
82	2023-03-06T11:57:22.000Z	1632705642392584192	"@AmoneyResists @RepMTG None of those facts matter.
She suspected dems would try to label maga as a terrorist group so she beat them to it by accusing the left first.
It's all a big fkn game to them. 
I wish the dems world play harder!!!!"	['1632711968619470848']	everyone	[{'type': 'replied_to', 'id': '1632705642392584192'}]	en	1632711968619470848	739844197935644672	1453916608783654912	0	0	1	0	61
83	2023-03-06T11:57:21.000Z	1632711964001484800	"RT @ZaleskiLuke: MAGA glossary 4 dummies
1. Education is indoctrination
2. Prosecution is persecution
3. Losing is winning
4. Insurrection…"	['1632711964001484800']	everyone	[{'type': 'retweeted', 'id': '1632226977787654145'}]	en	1632711964001484800		1022861629	129	0	0	0	0
84	2023-03-06T11:57:19.000Z	1632711956548268032	"RT @gc22gc: The Reagan Library is run by Democrats and Bush Neoliberal
NeoCons…Big League…not MAGA —DeSantis campaign feels like Jeb ‘16…or…"	['1632711956548268032']	everyone	[{'type': 'retweeted', 'id': '1632513801064181763'}]	en	1632711956548268032		1519449141558095873	61	0	0	0	0
85	2023-03-06T11:57:18.000Z	1632711953859899392	"RT @DawnofMan69: @DrJacobsRad The only attacks and smears appear to be coming from the leader of the opposition and his MPs.
It's creepy to…"	['1632711953859899392']	everyone	[{'type': 'retweeted', 'id': '1632603540723228672'}]	en	1632711953859899392		1164368377	2	0	0	0	0
86	2023-03-06T11:57:16.000Z	1632710364574916609	"@ShamekhEmad @SChimamoto 
I follow back all patriots 
#MAGA https://t.co/CiKJgF3C2P"	['1632711945680822272']	everyone	[{'type': 'replied_to', 'id': '1632710364574916609'}]	en	1632711945680822272	1353092356216655881	1491187724291915777	0	0	3	0	37
87	2023-03-06T11:57:15.000Z	1632711938273599489	RT @rocam54: #darkbrandon isn’t holding back with these #maga republicans. 🥰 https://t.co/LtrsD4qQhL	['1632711938273599489']	everyone	[{'type': 'retweeted', 'id': '1632704520802258945'}]	en	1632711938273599489		1176123286708772864	71	0	0	0	0
88	2023-03-06T11:57:10.000Z	1632660485891067904	@TRUMPSBLONDE_23 @MAGA__Patriot TRUE	['1632711920330391552']	everyone	[{'type': 'replied_to', 'id': '1632660485891067904'}]	en	1632711920330391552	1608009748468871168	846439394	0	0	1	0	28
89	2023-03-06T11:57:07.000Z	1632711905990017024	RT @MartyTa94849826: I think both parties have had to make changes following Jan6 and the attempted overthrow of the United States. The Rep…	['1632711905990017024']	everyone	[{'type': 'retweeted', 'id': '1632557177737977858'}]	en	1632711905990017024		1317814803595919364	86	0	0	0	0
90	2023-03-06T11:57:06.000Z	1632690103775641612	@mitchellvii The MAGA cult is shockingly uninformed and ignorant.  No wonder they buy into Trump’s con job	['1632711903767044097']	everyone	[{'type': 'replied_to', 'id': '1632690103775641612'}]	en	1632711903767044097	17980523	1427692425330429956	1	0	3	0	68
91	2023-03-06T11:57:03.000Z	1632711891112869888	RT @harrylitman: Fox News Corp &amp; the MAGA right have been bedfellows for many years, with catastrophic results for the democracy. Coming yo…	['1632711891112869888']	everyone	[{'type': 'retweeted', 'id': '1632574543461257216'}]	en	1632711891112869888		797178995922128896	87	0	0	0	0
92	2023-03-06T11:57:03.000Z	1632711887912574976	RT @mama_pause: @Angry_Staffer Your MAGA warrior. https://t.co/MNVLCvqoDC	['1632711887912574976']	everyone	[{'type': 'retweeted', 'id': '1632688287721586690'}]	en	1632711887912574976		894619362895822848	9	0	0	0	0
93	2023-03-06T11:57:00.000Z	1632711875824857088	"Hours After GOP Revolts Against Pelosi , Capitol Police Toss Nancy’s Arrest Order In The Trash  #MAGA #TRUMP2024 #Trump

https://t.co/oPjBR8Pg4I"	['1632711875824857088']	everyone		en	1632711875824857088		1574096740696920065	0	0	0	0	7
94	2023-03-06T11:56:54.000Z	1632148176042852352	"@TheMelyssaK @sandrewski1966 @RobSchneider Watch neon wig call everyone it doesn’t like a Republican 

Lol, I’d be surprised if you know what a libertarian is. 

You CNN mouth breathers don’t really know how to identify anything if it isn’t a MAGA idiot."	['1632711851044663296']	everyone	[{'type': 'replied_to', 'id': '1632636100438028296'}]	en	1632711851044663296	760292492	1471968644657827841	0	1	0	0	11
95	2023-03-06T11:56:52.000Z	1632150548936904705	"@greg_price11 The only difference between Trump/MAGA and the likes of Paul Ryan, Karl Rove, and Jeb Bush is their style and outward appearances. The results of their ""policies"" are the same."	['1632711844933644288']	everyone	[{'type': 'replied_to', 'id': '1632150548936904705'}]	en	1632711844933644288	896466491587080194	3264374348	0	0	2	0	60
96	2023-03-06T11:56:47.000Z	1632711823102181379	RT @Bagel69er: @keith0sta @827js @BFes56 @m86742 @emaga44 @PSwal807 @smrose29 @jeff1234045 @MuenksSeth @NonnaGram @WenMaMa2 @TheNiteWolf1 @…	['1632711823102181379']	everyone	[{'type': 'retweeted', 'id': '1632703399358795776'}]	en	1632711823102181379		896720443310301184	65	0	0	0	0
97	2023-03-06T11:56:47.000Z	1632711822200680448	"RT @lance_cotten: G.M. ☀️ it's Monday
#Blueparty people 💙
It’s A FB PARTY 🥳
🚫MAGA Allowed
Meet new friends 

🚨Follow @Forgetfulness19 

Par…"	['1632711822200680448']	everyone	[{'type': 'retweeted', 'id': '1632683764869480449'}]	en	1632711822200680448		1343641376949297153	272	0	0	0	0
98	2023-03-06T11:56:44.000Z	1632711808023773186	"RT @POTUS: Nearly 25% of the entire national debt – that took 200 years to accumulate – was added by the last Administration.

Meanwhile, w…"	['1632711808023773186']	everyone	[{'type': 'retweeted', 'id': '1632410644161994754'}]	en	1632711808023773186		1594019235377954822	10539	0	0	0	0
99	2023-03-06T11:56:41.000Z	1632711796959203330	RT @ZaleskiLuke: Trump was the attack. He’s Putin’s human malware and he’s literally dividing and conquering America. Have a nice national…	['1632711796959203330']	everyone	[{'type': 'retweeted', 'id': '1632711175161954306'}]	en	1632711796959203330		11721332	68	0	0	0	0
