	conversation_id	id	lang	reply_settings	edit_history_tweet_ids	text	author_id	created_at	referenced_tweets	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	withheld.copyright	withheld.country_codes
0	1633980007641931777	1633980007641931777	en	everyone	['1633980007641931777']	RT @campaigntoendqi: The DOJ announced on Wed. that it’s launching an investigation into the Memphis Police Dept.’s use-of-force and de-esc…	19374709	2023-03-09T23:56:06.000Z	[{'type': 'retweeted', 'id': '1633874033694617600'}]	9	0	0	0	0				
1	1633970333748195328	1633970333748195328	en	everyone	['1633970333748195328']	"RT @WillieJthePhilo: THOU SHALL NOT KILL by Willie J The Philosopher #TyreNichols #killings #Justice #shootings
https://t.co/RFj7oKo5jg"	51957668	2023-03-09T23:17:39.000Z	[{'type': 'retweeted', 'id': '1626559025155391489'}]	2	0	0	0	0				
2	1633968826802118658	1633968826802118658	en	everyone	['1633968826802118658']	RT @AttorneyGriggs: Black lawmakers pressure DOJ on police reform: ‘#TyreNichols and other lives depend on it’ https://t.co/ATtcIEaVYS via…	992399150833483779	2023-03-09T23:11:40.000Z	[{'type': 'retweeted', 'id': '1633921428373270529'}]	5	0	0	0	0				
3	1633959995346944001	1633959995346944001	en	everyone	['1633959995346944001']	"[NOW: NYC #StopCopCity Protest against Governor Brian Kemp's Decatur Police Dept's plans for ""Cop City"".
@GovKemp  's @cityofdecaturpd killed protester #TyreNichols at a recent protest.
Stop the militarization of US police. Stop targeting People of Color.]
https://t.co/a3CcSYQsAa https://t.co/e07ro88NZQ"	912551791056662529	2023-03-09T22:36:35.000Z		0	1	3	0	85				
4	1633959712818610176	1633959712818610176	en	everyone	['1633959712818610176']	"[NOW: NYC #StopCopCity Protest against Governor Brian Kemp's Decatur Police Dept's plans for ""Cop City"".
@GovKemp  's @cityofdecaturpd killed protester #TyreNichols at a recent protest.
Stop the militarization of US police. Stop targeting People of Color.]
https://t.co/a3CcSYQsAa https://t.co/bwTP460WA3"	912551791056662529	2023-03-09T22:35:27.000Z		0	0	1	0	70				
5	1633959358336999428	1633959358336999428	en	everyone	['1633959358336999428']	"[NOW: NYC #StopCopCity Protest against Governor Brian Kemp's Decatur Police Dept's plans for ""Cop City"".
@GovKemp  's @cityofdecaturpd killed protester #TyreNichols at a recent protest.
Stop the militarization of US police. Stop targeting People of Color.]
https://t.co/a3CcSYQsAa https://t.co/9l51oBS0cX"	912551791056662529	2023-03-09T22:34:03.000Z		0	0	0	0	57				
6	1633958697167904770	1633958697167904770	en	everyone	['1633958697167904770']	"[NOW: NYC #StopCopCity Protest against Governor Brian Kemp's Decatur Police Dept's plans for ""Cop City"".
@GovKemp  's @cityofdecaturpd killed protester #TyreNichols at a recent protest.
Stop the militarization of US police. Stop targeting People of Color.]
https://t.co/a3CcSYQsAa https://t.co/eEQmjafOMa"	912551791056662529	2023-03-09T22:31:25.000Z		0	0	0	0	53				
7	1633958282779037698	1633958282779037698	en	everyone	['1633958282779037698']	"[NOW: NYC #StopCopCity Protest against Governor Brian Kemp's Decatur Police Dept's plans for ""Cop City"".
@GovKemp  's @cityofdecaturpd killed protester #TyreNichols at a recent protest.
Stop the militarization of US police. Stop targeting People of Color.]
https://t.co/a3CcSYQsAa https://t.co/Ezxwk2uZrK"	912551791056662529	2023-03-09T22:29:46.000Z		0	0	0	0	52				
8	1633958022224674817	1633958022224674817	en	everyone	['1633958022224674817']	"[NOW: NYC #StopCopCity Protest against Governor Brian Kemp's Decatur Police Dept's plans for ""Cop City"".
@GovKemp  's @cityofdecaturpd killed protester #TyreNichols at a recent protest.
Stop the militarization of US police. Stop targeting People of Color.]
https://t.co/a3CcSYQsAa https://t.co/u7JP4Gp3pw"	912551791056662529	2023-03-09T22:28:44.000Z		0	0	0	0	50				
9	1633957684067328000	1633957684067328000	en	everyone	['1633957684067328000']	"[NOW: NYC #StopCopCity Protest against Governor Brian Kemp's Decatur Police Dept's plans for ""Cop City"".
@GovKemp  's @cityofdecaturpd killed protester #TyreNichols at a recent protest.
Stop the militarization of US police. Stop targeting People of Color.]
https://t.co/a3CcSYQsAa https://t.co/Vg3rRnAXrN"	912551791056662529	2023-03-09T22:27:24.000Z		0	0	0	0	45				
10	1633957363790286848	1633957363790286848	en	everyone	['1633957363790286848']	"[NOW: NYC #StopCopCity Protest against Governor Brian Kemp's Decatur Police Dept's plans for ""Cop City"".
@GovKemp  's @cityofdecaturpd killed protester #TyreNichols at a recent protest.
Stop the militarization of US police. Stop targeting People of Color.]
https://t.co/a3CcSYQsAa https://t.co/CnCDMsZPyM"	912551791056662529	2023-03-09T22:26:07.000Z		0	0	0	0	48				
11	1633953392606232577	1633953392606232577	en	everyone	['1633953392606232577']	RT @AttorneyGriggs: Black lawmakers pressure DOJ on police reform: ‘#TyreNichols and other lives depend on it’ https://t.co/ATtcIEaVYS via…	821939292532604928	2023-03-09T22:10:20.000Z	[{'type': 'retweeted', 'id': '1633921428373270529'}]	5	0	0	0	0				
12	1633952908369620992	1633952908369620992	en	everyone	['1633952908369620992']	RT @AttorneyGriggs: Black lawmakers pressure DOJ on police reform: ‘#TyreNichols and other lives depend on it’ https://t.co/ATtcIEaVYS via…	145344704	2023-03-09T22:08:25.000Z	[{'type': 'retweeted', 'id': '1633921428373270529'}]	5	0	0	0	0				
13	1633949911795245058	1633949911795245058	en	everyone	['1633949911795245058']	RT @bmf_fofty: @CapitolPolice every charge should have been treason, felony murder, and mob action I too stand with the blue #BackThePurple…	1607872642765176832	2023-03-09T21:56:30.000Z	[{'type': 'retweeted', 'id': '1633903881154379792'}]	1	0	0	0	0				
14	1633939847730561026	1633939847730561026	en	everyone	['1633939847730561026']	"RT @Ikoofiro: Tyre Nichols was murdered by five #Memphis cops who beat him to death. No explanations for his death.

He fully cooperated wi…"	4709739743	2023-03-09T21:16:31.000Z	[{'type': 'retweeted', 'id': '1619488108768280576'}]	104	0	0	0	0				
15	1633930128106438657	1633930128106438657	en	everyone	['1633930128106438657']	RT @campaigntoendqi: The DOJ announced on Wed. that it’s launching an investigation into the Memphis Police Dept.’s use-of-force and de-esc…	19070844	2023-03-09T20:37:54.000Z	[{'type': 'retweeted', 'id': '1633874033694617600'}]	9	0	0	0	0				
16	1633929548180910083	1633929548180910083	en	everyone	['1633929548180910083']	RT @AttorneyGriggs: Black lawmakers pressure DOJ on police reform: ‘#TyreNichols and other lives depend on it’ https://t.co/ATtcIEaVYS via…	307456949	2023-03-09T20:35:35.000Z	[{'type': 'retweeted', 'id': '1633921428373270529'}]	5	0	0	0	0				
17	1633923979978346502	1633923979978346502	en	everyone	['1633923979978346502']	"Still can't watch the live matches, only highlights after the games?

#doctorwho #gym #fifa23 #libyanwords #tyrenichols #s206 #fitness #ukcriminaljustice #hope #alabama #dallascoffee #fifa #winp #avon #empoweringwomen #quote https://t.co/zyPGShDMxF"	866183516635111425	2023-03-09T20:13:28.000Z		0	0	5	0	52				
18	1633923460178096128	1633923460178096128	en	everyone	['1633923460178096128']	Memphis City Council passed 5 public safety ordinances relating to policing, months after Tyre Nichols was killed during an arrest and 5 officers were charged. #news #newstoks #tyrenichols #memphis https://t.co/vVR6oMWNq9	620136960	2023-03-09T20:11:24.000Z		0	0	0	1	10374				
19	1633922255024537601	1633922255024537601	en	everyone	['1633922255024537601']	RT @AttorneyGriggs: Black lawmakers pressure DOJ on police reform: ‘#TyreNichols and other lives depend on it’ https://t.co/ATtcIEaVYS via…	57774733	2023-03-09T20:06:37.000Z	[{'type': 'retweeted', 'id': '1633921428373270529'}]	5	0	0	0	0				
20	1633921428373270529	1633921428373270529	en	everyone	['1633921428373270529']	Black lawmakers pressure DOJ on police reform: ‘#TyreNichols and other lives depend on it’ https://t.co/ATtcIEaVYS via @YahooNews	145344704	2023-03-09T20:03:19.000Z		5	2	6	1	731				
21	1633912286883487745	1633918067888517121	en	everyone	['1633918067888517121']	Justice Department will review the Memphis Police Department's use of force and de-escalation tactics in the wake of the fatal beating of #TyreNichols https://t.co/zBj0KuFByY	1409945578008678411	2023-03-09T19:49:58.000Z	[{'type': 'replied_to', 'id': '1633912286883487745'}]	0	0	0	0	18	1409945578008678411			
22	1633914091394703364	1633914091394703364	en	everyone	['1633914091394703364']	RT @XR_NYC: NYC activists committed to diverse causes are coming together for a #StopCopCity action on 3/9 to demand justice for the police…	26664368	2023-03-09T19:34:10.000Z	[{'type': 'retweeted', 'id': '1632566571884314624'}]	28	0	0	0	0				
23	1633912391393071105	1633912391393071105	en	everyone	['1633912391393071105']	"We need real police reform in this country now. 
#TyreNichols 
https://t.co/iplQvDUqj7"	289118612	2023-03-09T19:27:25.000Z		0	0	1	0	132				
24	1633908878650818579	1633908878650818579	en	everyone	['1633908878650818579']	"#TyreNichols 
When will we see the #autopsy report; toxicology report and hospital records?"	539957479	2023-03-09T19:13:27.000Z		0	0	1	0	29				
25	1633907220764311552	1633907220764311552	en	everyone	['1633907220764311552']	RT @campaigntoendqi: The DOJ announced on Wed. that it’s launching an investigation into the Memphis Police Dept.’s use-of-force and de-esc…	325885589	2023-03-09T19:06:52.000Z	[{'type': 'retweeted', 'id': '1633874033694617600'}]	9	0	0	0	0				
26	1633906280158085120	1633906280158085120	en	everyone	['1633906280158085120']	RT @campaigntoendqi: The DOJ announced on Wed. that it’s launching an investigation into the Memphis Police Dept.’s use-of-force and de-esc…	1330718480639750144	2023-03-09T19:03:08.000Z	[{'type': 'retweeted', 'id': '1633874033694617600'}]	9	0	0	0	0				
27	1633903881154379792	1633903881154379792	en	everyone	['1633903881154379792']	@CapitolPolice every charge should have been treason, felony murder, and mob action I too stand with the blue #BackThePurple #ellafrench #oberhelm and the civilians #keenananderson #TyreNichols #BlackLivesMatter and the politicians @SenSanders @PattyMurray @MayorBowser  - #fofty https://t.co/TIU8SotSRc	1607872642765176832	2023-03-09T18:53:36.000Z	[{'type': 'quoted', 'id': '1633548683542249473'}]	1	0	1	0	2	16503916			
28	1633896721003470849	1633896721003470849	en	everyone	['1633896097662812185', '1633896219838693378', '1633896721003470849']	"According to recent trademark filings, Tyre Nichols' mother intends keep his legacy alive. Based on the filings the family has plans to mentor children and raise funds by selling products such as clothing, hats and skateboards. 

#TyreNichols 
#brandprotection
@TheShadeRoom… https://t.co/P3EjlCTpyF https://t.co/W0dvZi1yFT"	1145167361865068545	2023-03-09T18:25:09.000Z		0	0	0	0	16				
29	1633896219838693378	1633896219838693378	en	everyone	['1633896097662812185', '1633896219838693378', '1633896721003470849']	"According to recent trademark filings, Tyre Nichols' mother intends keep his legacy alive. Based on the filings the family has plans to mentor children and raise funds by selling products such as clothing, hats and skateboards. 

#TyreNichols 
#brandprotection https://t.co/uqpS4rJDl8 https://t.co/ifNYF5ac6C"	1145167361865068545	2023-03-09T18:23:09.000Z		0	0	1	0	3				
30	1633896097662812185	1633896097662812185	en	everyone	['1633896097662812185', '1633896219838693378', '1633896721003470849']	"According to recent trademark filings, Tyre Nichols' mother intends keep her his legacy alive. Based on the filings the family has plans to mentor children and raise funds by selling products such as clothing, hats and skateboards. 

#TyreNichols 
#brandprotection https://t.co/GCpU7w973J https://t.co/VbDgkZDLhH"	1145167361865068545	2023-03-09T18:22:40.000Z		0	0	1	0	2				
31	1633889570910552074	1633889570910552074	en	everyone	['1633889570910552074']	"@BBFPCMemphis
 At 13.55 minutes into this video, U R crying about ethical &amp; fair treatment for your client, but when did your client show any ethical &amp; fair treatment to #TyreNichols ?  U r APALLING,  &amp; disrespectful to Tyre, his mother, &amp; family!
https://t.co/FYQyux0q00"	30355424	2023-03-09T17:56:44.000Z		0	0	0	0	11	905453064265531393			
32	1633888211658219524	1633888211658219524	en	everyone	['1633888211658219524']	RT @campaigntoendqi: The DOJ announced on Wed. that it’s launching an investigation into the Memphis Police Dept.’s use-of-force and de-esc…	1238248543451779073	2023-03-09T17:51:20.000Z	[{'type': 'retweeted', 'id': '1633874033694617600'}]	9	0	0	0	0				
33	1633886832524947457	1633886832524947457	en	everyone	['1633886832524947457']	The latest The Strange Daily! https://t.co/dCTz2g9JZb #tyrenichols	2683368271	2023-03-09T17:45:51.000Z		0	0	0	0	5				
34	1633885607200972800	1633885624422809621	en	everyone	['1633885624422809621']	are going to protest or riot, and blame the police. Where were you when #TyreNichols was beaten and tortured by five Black Police Officers? Is it okay if Black Officers beat the crap out of a Black person, leaving him to sit against a car dying. Watching that video made me	3942951853	2023-03-09T17:41:03.000Z	[{'type': 'replied_to', 'id': '1633885621943975937'}]	0	1	0	0	13	3942951853			
35	1633885329131446272	1633885329131446272	en	everyone	['1633885329131446272']	RT @campaigntoendqi: The DOJ announced on Wed. that it’s launching an investigation into the Memphis Police Dept.’s use-of-force and de-esc…	1350518398392934401	2023-03-09T17:39:53.000Z	[{'type': 'retweeted', 'id': '1633874033694617600'}]	9	0	0	0	0				
36	1633875566624669696	1633875566624669696	en	everyone	['1633875566624669696']	RT @campaigntoendqi: The DOJ announced on Wed. that it’s launching an investigation into the Memphis Police Dept.’s use-of-force and de-esc…	1094423589288361984	2023-03-09T17:01:05.000Z	[{'type': 'retweeted', 'id': '1633874033694617600'}]	9	0	0	0	0				
37	1633874332379127808	1633874332379127808	en	everyone	['1633874332379127808']	RT @campaigntoendqi: The DOJ announced on Wed. that it’s launching an investigation into the Memphis Police Dept.’s use-of-force and de-esc…	3025642047	2023-03-09T16:56:11.000Z	[{'type': 'retweeted', 'id': '1633874033694617600'}]	9	0	0	0	0				
38	1633874033694617600	1633874033694617600	en	everyone	['1633874033694617600']	The DOJ announced on Wed. that it’s launching an investigation into the Memphis Police Dept.’s use-of-force and de-escalation policies, in response to #TyreNichols’ fatal police beating earlier this year. @ABC @kiaraalfonseca https://t.co/b0vlY5TZgM	1311290755370102785	2023-03-09T16:55:00.000Z		9	0	19	1	637				
39	1633868888742952973	1633868888742952973	en	everyone	['1633868888742952973']	"DOJ investigation into Louisville police: What happens now with a consent decree 
#Police
#Racism
#GeorgeFloyd
#BriannaTaylor 
#TyreNichols
#Protests
#PoliceReform
#CriminalJustice
#QualifiedImmunity 
#NoKnockWarrants
#NYC
#Chicago https://t.co/ehzZzDDzon… https://t.co/CKW4qEIuj4"	220365524	2023-03-09T16:34:33.000Z		0	0	0	0	47				
40	1633868308910071808	1633868308910071808	en	everyone	['1633868308910071808']	"RT @jw2000net: https://t.co/gk8KAPzaxr

The #police murder #TyreNichols: 
#MemphisPolice to be investigated as judge delays release of more…"	372830746	2023-03-09T16:32:15.000Z	[{'type': 'retweeted', 'id': '1633654258238390272'}]	1	0	0	0	0				
41	1633868243734769664	1633868243734769664	en	everyone	['1633868243734769664']	"20 Hours Of Footage And Papers Relating To The Tyre Nichols Investigation Is Prohibited By A Memphis Judge 
#TyreNichols #MEMPHIS #TyreNichols 
https://t.co/SEDYU48sRc"	1608662450630692866	2023-03-09T16:31:59.000Z		0	0	0	0	28				
42	1633867052560814080	1633867052560814080	en	everyone	['1633867052560814080']	Any Garrity experts on #lawtwitter notice what happened yesterday in Memphis?The city was to publicly release 20 hours of video plus internal investigations of city personnel related to the #TyreNichols incident. But prosecutors hadn’t seen it yet. https://t.co/z3SOFOC9wl	278902784	2023-03-09T16:27:15.000Z		0	1	0	0	201				
43	1633847491236904960	1633847491236904960	en	everyone	['1633847491236904960']	"#TyreNichols was pulled over for a petty traffic violation which ended in his unjust murder by police. It’s time to end police stops for simply driving, biking or walking while Black.

Sign the petition: https://t.co/aHp2lU4jOg

https://t.co/g8p7FTFZte"	1298027183928033280	2023-03-09T15:09:31.000Z		0	0	0	0	46				
44	1633846012048449538	1633846012048449538	en	everyone	['1633846012048449538']	RT @PierreAtlas: Banning DEI might score points in the culture wars, but it won’t erase the facts or the legacy of America’s history. My @I…	280246570	2023-03-09T15:03:39.000Z	[{'type': 'retweeted', 'id': '1624077959358296064'}]	1	0	0	0	0				
45	1633840190082129923	1633840190082129923	en	everyone	['1633840190082129923']	"Tyre Nichols' mom has filed trademarks related to her son: 

1. THE TYRE NICHOLS FOUNDATION
2. I'M JUST TRYING TO GO HOME
3. TYCALIKID
4. #JUSTICEFORTYRE

The filings indicate the family plans to raise funds by selling clothing and skateboards to mentor adolescents.

#TyreNichols https://t.co/Jf8Cm9Jn7N"	245130690	2023-03-09T14:40:31.000Z		0	0	2	0	863				
46	1633833831076892672	1633833831076892672	en	everyone	['1633833831076892672']	"DEMAND Justice for #TyreNichols &amp; #Tortugita

#nationaldayofaction #STOPCOPCITY #police #policebrutality #justice #memphis https://t.co/UBG9ziPCJO"	1386712342545772557	2023-03-09T14:15:15.000Z		0	0	0	0	69				
47	1633831647480283141	1633831647480283141	en	everyone	['1633831647480283141']	Video and audio related to #TyreNichols’ fatal attack by Memphis, Tenn., police in January were not released Wednesday, as the city had planned, because a judge granted defense lawyers more time to review it. I call Bull Sh!t! #JusticeforTyre	1624048177484599297	2023-03-09T14:06:34.000Z		0	0	0	0	27				
48	1633829773502992388	1633829773502992388	en	everyone	['1633829773502992388']	"RT @NaturalGuard: National day of action against police terror is today, March 9.

 Join @Blacks4Peace at 7pm ET for online panel.

Demand…"	866680581354131456	2023-03-09T13:59:07.000Z	[{'type': 'retweeted', 'id': '1633818037865574400'}]	2	0	0	0	0				
49	1633827616988995586	1633827616988995586	en	everyone	['1633827616988995586']	RT @XR_NYC: NYC activists committed to diverse causes are coming together for a #StopCopCity action on 3/9 to demand justice for the police…	1589067214543536128	2023-03-09T13:50:33.000Z	[{'type': 'retweeted', 'id': '1632566571884314624'}]	28	0	0	0	0				
50	1633827199345360898	1633827199345360898	en	everyone	['1633827199345360898']	RT @CyHusain: ‘They were his best hope, &amp; they failed to help’: Why did #EMS⚕ neglect #TyreNichols❓ Many #EMTs &amp; #Paramedics are forced to…	1141581364770160640	2023-03-09T13:48:54.000Z	[{'type': 'retweeted', 'id': '1625475080364118016'}]	1	0	0	0	0				
51	1633818999048871936	1633818999048871936	en	everyone	['1633818999048871936']	"RT @NaturalGuard: National day of action against police terror is today, March 9.

 Join @Blacks4Peace at 7pm ET for online panel.

Demand…"	830163108	2023-03-09T13:16:18.000Z	[{'type': 'retweeted', 'id': '1633818037865574400'}]	2	0	0	0	0				
52	1633818822661619713	1633818822661619713	en	everyone	['1633818822661619713']	Memphis Approves Police Reforms after Beating Death of #TyreNichols https://t.co/Ckn4abmlTO	863918844464726016	2023-03-09T13:15:36.000Z		0	0	1	0	90				
53	1633818037865574400	1633818037865574400	en	everyone	['1633818037865574400']	"National day of action against police terror is today, March 9.

 Join @Blacks4Peace at 7pm ET for online panel.

Demand justice for #TyreNichols, #tortuguita &amp; all targeted by state-funded terrorism against people of color. https://t.co/rZidccjQd9"	179142696	2023-03-09T13:12:29.000Z		2	0	6	0	191				
54	1633806415474180097	1633806415474180097	en	everyone	['1633806415474180097']	RT @XR_NYC: NYC activists committed to diverse causes are coming together for a #StopCopCity action on 3/9 to demand justice for the police…	1088212814383190016	2023-03-09T12:26:18.000Z	[{'type': 'retweeted', 'id': '1632566571884314624'}]	28	0	0	0	0				
55	1633805327333478404	1633805327333478404	en	everyone	['1633805327333478404']	RT @XR_NYC: NYC activists committed to diverse causes are coming together for a #StopCopCity action on 3/9 to demand justice for the police…	63595490	2023-03-09T12:21:59.000Z	[{'type': 'retweeted', 'id': '1632566571884314624'}]	28	0	0	0	0				
56	1633796815530213377	1633796815530213377	en	everyone	['1633796815530213377']	"RT @pghblackworker: DEMAND Justice for #TyreNichols &amp; #Tortugita.
#memphis #nationaldayofaction #stopcopcity #policebrutality #blm #justice…"	1273331344580509704	2023-03-09T11:48:09.000Z	[{'type': 'retweeted', 'id': '1633482995658006529'}]	4	0	0	0	0				
57	1633796162095403014	1633796162095403014	en	everyone	['1633796162095403014']	"RT @pghblackworker: DEMAND Justice for #TyreNichols &amp; #Tortugita.
#memphis #nationaldayofaction #stopcopcity #policebrutality #blm #justice…"	252671275	2023-03-09T11:45:34.000Z	[{'type': 'retweeted', 'id': '1633482995658006529'}]	4	0	0	0	0				
58	1633796108202786818	1633796108202786818	en	everyone	['1633796108202786818']	RT @isthatbritt: Check me and @AJCOBBE in conversation next week at @umjourimc to discuss coverage of the #TyreNichols case. Free event Mar…	252671275	2023-03-09T11:45:21.000Z	[{'type': 'retweeted', 'id': '1631396929677434882'}]	11	0	0	0	0				
59	1633788705428107264	1633788705428107264	en	everyone	['1633788705428107264']	"7th MPD officer fired for involvement in Tyre Nichols traffic stop https://t.co/tPZ3DjzrNb

The name of the lieutenant who was going to be fired but retired should be released!!! #TyreNichols #MEMPHIS #PoliceBrutality #policecorruption"	274901135	2023-03-09T11:15:56.000Z		0	0	0	0	19		9d22866e11c9b6b7		
60	1633784290709315584	1633784290709315584	en	everyone	['1633784290709315584']	RT @campaigntoendqi: In response to #TyreNichols’ fatal police killing, the Memphis City Council passed a slate of new police reforms, incl…	3025642047	2023-03-09T10:58:23.000Z	[{'type': 'retweeted', 'id': '1633637474793844736'}]	6	0	0	0	0				
61	1633782294711353344	1633782294711353344	en	everyone	['1633782294711353344']	"And from @memphisnews

#TyreNichols #Memphis #Tennessee #TadarriusBean #DemetriusHaley #JustinSmith #EmmittMartinIII #DesmondMillsJr 

Release of additional Tyre Nichols footage, audio, documents to be placed on hold after court order https://t.co/7XrB8dLV2G via @memphisnews"	1242049452044619776	2023-03-09T10:50:27.000Z		0	0	0	0	24				
62	1633780508298473474	1633780508298473474	en	everyone	['1633780508298473474']	"RT @TheBlackChannel: The white cops who took part and were present the night #TyreNichols  was killed need to be identified also.

You are…"	906773236632842240	2023-03-09T10:43:22.000Z	[{'type': 'retweeted', 'id': '1620084123275780097'}]	374	0	0	0	0				
63	1633780500203438089	1633780500203438089	en	everyone	['1633780500203438089']	"RT @Maejor4Congress: This is 26 year old Memphis Police Detective Preston Hemphill.  

Officer Preston Hemphill was the “white” officer cau…"	906773236632842240	2023-03-09T10:43:20.000Z	[{'type': 'retweeted', 'id': '1619861197163233280'}]	490	0	0	0	0				
64	1633780433296015360	1633780433296015360	en	everyone	['1633780433296015360']	"RT @TheBlackChannel: One of the white police officers, #PrestonHemphill, has simply been ""relieved of duty."" for killing #TyreNichols but N…"	906773236632842240	2023-03-09T10:43:04.000Z	[{'type': 'retweeted', 'id': '1620150889012142081'}]	243	0	0	0	0				
65	1633780423565225984	1633780423565225984	en	everyone	['1633780423565225984']	"RT @TheBlackChannel: The white cops and paramedics who REFUSED TO RENDER AID are all complicit in the murder of #TyreNichols.
This IS about…"	906773236632842240	2023-03-09T10:43:01.000Z	[{'type': 'retweeted', 'id': '1620151810492334080'}]	242	0	0	0	0				
66	1633780414727823360	1633780414727823360	en	everyone	['1633780414727823360']	"RT @TheBlackChannel: Focus is now falling on the paramedics for failing to render aid to #TyreNichols
2 EMT's have been relieved of duty pe…"	906773236632842240	2023-03-09T10:42:59.000Z	[{'type': 'retweeted', 'id': '1620207617154117632'}]	246	0	0	0	0				
67	1633780382469423104	1633780382469423104	en	everyone	['1633780382469423104']	"RT @TheBlackChannel: The fallout from the murder of #TyreNichols continues.
The white NBC News reporter in a BIZARRE move tries to play the…"	906773236632842240	2023-03-09T10:42:52.000Z	[{'type': 'retweeted', 'id': '1620446321307176962'}]	168	0	0	0	0				
68	1633780370960265217	1633780370960265217	en	everyone	['1633780370960265217']	RT @TheBlackChannel: Lot of folks in the dominant society getting SUPER DEFENSIVE and NERVOUS when we say we want charges put on #PrestonHe…	906773236632842240	2023-03-09T10:42:49.000Z	[{'type': 'retweeted', 'id': '1620480237372071936'}]	342	0	0	0	0				
69	1633779181421993990	1633779181421993990	en	everyone	['1633779181421993990']	RT @ProfBlacktruth: The family of #TyreNichols had Kamala Harris @VP at his funeral. And they even let her speak. No one brought up the Whi…	906773236632842240	2023-03-09T10:38:05.000Z	[{'type': 'retweeted', 'id': '1621580362794127360'}]	287	0	0	0	0				
70	1633771750566633473	1633771750566633473	en	everyone	['1633771750566633473']	RT @iamwandasykes: Choosing to remember #TyreNichols as the vibrant young father and avid skateboarder destined for greatness. I refuse to…	1481406071717740546	2023-03-09T10:08:34.000Z	[{'type': 'retweeted', 'id': '1619763855420440576'}]	509	0	0	0	0				
71	1633766650288676866	1633766650288676866	en	everyone	['1633766650288676866']	The latest Cuba Travel News ! https://t.co/XLOWwDjq9s #tyrenichols #blacktwitter	970273513176227841	2023-03-09T09:48:18.000Z		0	0	0	0	15				
72	1633762921112109063	1633762921112109063	en	everyone	['1633762921112109063']	RT @WendyOsefo: A very clear and horrendous abuse of power by ALL of the police officers involved!! Prayers for the family of #TyreNichols…	1564027175057211392	2023-03-09T09:33:28.000Z	[{'type': 'retweeted', 'id': '1619131020288348163'}]	202	0	0	0	0				
73	1633754606898499584	1633754606898499584	en	everyone	['1633754606898499584']	"@blackvoices, trust me, we have NOT forgot here in #Memphis.

#BrandonWebber
#ChavisCarter
#DamienCameron
#DarriusStewart
#DeonteFarrow
#GershunFreeman
#JailynMcKenzie
#MartaviousBanks
#MichaelCoreyJenkins
#RasheemCarter
#StevenAskew
#TyreNichols 

https://t.co/PDfQYuyBN6"	189164659	2023-03-09T09:00:26.000Z		0	0	0	0	13	13557972			
74	1633735439927611393	1633735439927611393	en	everyone	['1633735439927611393']	RT @campaigntoendqi: In response to #TyreNichols’ fatal police killing, the Memphis City Council passed a slate of new police reforms, incl…	224729493	2023-03-09T07:44:16.000Z	[{'type': 'retweeted', 'id': '1633637474793844736'}]	6	0	0	0	0				
75	1633725328538443776	1633725328538443776	en	everyone	['1633725328538443776']	"Tyre Nichols case: Memphis judge delays release of video and records

Full detail Video 👇👇👇
https://t.co/YFkNw2fbnB

#tyrenichols #usa #TeamUSA #รสดีซุปก้อนxเจมีไนน์โฟร์ท #Americans #instagramdown #دوري_أبطال_أوروبا #MAFSAU #ChampionsLeague #YOONGIDAY https://t.co/orifVaVCon"	1630766821803524096	2023-03-09T07:04:06.000Z		0	0	0	0	9				
76	1633724777914589186	1633724777914589186	en	everyone	['1633724777914589186']	"Why is it okay for a black man (Michael Byrd) to murder a white woman (Ashli Babbitt)? 

BLM ARE A PACK OF RACIST HYPOCRITES.

#AshliBabbitt #JusticeForAshliBabbitt #MichaelByrdMurderer #BlackTwitter #BlackLivesMatter  #BLM #GeorgeFloyd #BreonnaTaylor  #TyreNichols https://t.co/9f3L37O3WN"	1606761543919886336	2023-03-09T07:01:54.000Z		0	0	0	0	51				
77	1632165915964973059	1633721524418117632	en	everyone	['1633721524418117632']	@TrickyTrice11 Who’s at fault when a traffic stop turns into a deadly police shooting? #tyrenichols  #DonavonLewis #JaylandWalker #PatrickLyoya #RobertCrimo #PoliceShootings  https://t.co/atN5dL0D66	223653940	2023-03-09T06:48:59.000Z	[{'type': 'replied_to', 'id': '1632165915964973059'}]	0	0	0	0	27	2605545211			
78	1490384996388855809	1633721411864002561	en	everyone	['1633721411864002561']	@HausRenee Who’s at fault when a traffic stop turns into a deadly police shooting? #tyrenichols  #DonavonLewis #JaylandWalker #PatrickLyoya #RobertCrimo #PoliceShootings  https://t.co/atN5dL0D66	223653940	2023-03-09T06:48:32.000Z	[{'type': 'replied_to', 'id': '1490384996388855809'}]	0	0	0	0	20	1351683912574107651			
79	1547227095499059200	1633721383552438272	en	everyone	['1633721383552438272']	@ajplus Who’s at fault when a traffic stop turns into a deadly police shooting? #tyrenichols  #DonavonLewis #JaylandWalker #PatrickLyoya #RobertCrimo #PoliceShootings  https://t.co/atN5dL0D66	223653940	2023-03-09T06:48:25.000Z	[{'type': 'replied_to', 'id': '1547227095499059200'}]	0	0	0	0	18	110396781			
