	conversation_id	lang	reply_settings	created_at	text	author_id	referenced_tweets	id	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	withheld.copyright	withheld.country_codes
0	1633954063934009354	en	everyone	2023-03-09T22:13:00.000Z	RT @Infantry_bucky: He’s lucky a #ChrisRockLive was the worse thing that happened to him .. and he’s still crying !! What a strange charact…	1519164980582653953	[{'type': 'retweeted', 'id': '1633938373529292802'}]	1633954063934009354	['1633954063934009354']	8	0	0	0	0				
1	1633954058212876289	en	everyone	2023-03-09T22:12:59.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	21575184	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633954058212876289	['1633954058212876289']	616	0	0	0	0				
2	1633951267423768578	en	everyone	2023-03-09T22:01:54.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	360633018	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633951267423768578	['1633951267423768578']	616	0	0	0	0				
3	1633950853626318850	en	everyone	2023-03-09T22:00:15.000Z	RT @rolandsmartin: Working out and watching the @chrisrock @netflix live special. #fitlivewin #ChrisRockLive  #ChrisRock https://t.co/aUkc1…	1547101103803830272	[{'type': 'retweeted', 'id': '1632825595473149952'}]	1633950853626318850	['1633950853626318850']	14	0	0	0	0				
4	1633950824664645634	en	everyone	2023-03-09T22:00:08.000Z	RT @rolandsmartin: Workout done. I’ll have a few comments about the @chrisrock @netflix live special tonight on #rolandmartinunfiltered. Wa…	1547101103803830272	[{'type': 'retweeted', 'id': '1632833853021728768'}]	1633950824664645634	['1633950824664645634']	8	0	0	0	0				
5	1633949134787936257	en	everyone	2023-03-09T21:53:25.000Z	"ENTERTAINMENT NEWS UPDATE: August Alsina Refutes Laughing At Chris Rock’s Jokes About Entanglement With Jada Pinkett Smith

#trending #viral #Jimin_FACE #ChrisRockLive #tu86 #Augustalsina #bachelor #ChrisRock #19years #2023GeneralElections 

https://t.co/hoipsXyTbW"	781602084277751808		1633949134787936257	['1633949134787936257']	0	0	0	0	103				
6	1633948350910443520	en	everyone	2023-03-09T21:50:18.000Z	RT @Infantry_bucky: He’s lucky a #ChrisRockLive was the worse thing that happened to him .. and he’s still crying !! What a strange charact…	1519414733849260032	[{'type': 'retweeted', 'id': '1633938373529292802'}]	1633948350910443520	['1633948350910443520']	8	0	0	0	0				
7	1633938373529292802	en	everyone	2023-03-09T21:49:17.000Z	"@Infantry_bucky Maybe Will Smith should put a dress on and start playing the heroine instead of the hero in his movies. 

Girrrrl..., that biatch can act though. Word...
#ChrisRockLive"	965497854	[{'type': 'replied_to', 'id': '1633938373529292802'}]	1633948093342154754	['1633948093342154754']	0	0	1	0	12	1502668599881785353			
8	1633945901118132224	en	everyone	2023-03-09T21:40:34.000Z	RT @Infantry_bucky: He’s lucky a #ChrisRockLive was the worse thing that happened to him .. and he’s still crying !! What a strange charact…	758123256821915648	[{'type': 'retweeted', 'id': '1633938373529292802'}]	1633945901118132224	['1633945901118132224']	8	0	0	0	0				
9	1633945874308165632	en	everyone	2023-03-09T21:40:28.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	1092950526868615168	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633945874308165632	['1633945874308165632']	616	0	0	0	0				
10	1633944472466735105	en	everyone	2023-03-09T21:34:54.000Z	RT @Infantry_bucky: He’s lucky a #ChrisRockLive was the worse thing that happened to him .. and he’s still crying !! What a strange charact…	1225577939628105728	[{'type': 'retweeted', 'id': '1633938373529292802'}]	1633944472466735105	['1633944472466735105']	8	0	0	0	0				
11	1633944147114487820	en	everyone	2023-03-09T21:33:36.000Z	RT @Infantry_bucky: He’s lucky a #ChrisRockLive was the worse thing that happened to him .. and he’s still crying !! What a strange charact…	1587121422132039685	[{'type': 'retweeted', 'id': '1633938373529292802'}]	1633944147114487820	['1633944147114487820']	8	0	0	0	0				
12	1633942392339398658	en	everyone	2023-03-09T21:26:38.000Z	RT @Infantry_bucky: He’s lucky a #ChrisRockLive was the worse thing that happened to him .. and he’s still crying !! What a strange charact…	437915633	[{'type': 'retweeted', 'id': '1633938373529292802'}]	1633942392339398658	['1633942392339398658']	8	0	0	0	0				
13	1633941881313980416	en	everyone	2023-03-09T21:24:36.000Z	RT @chrisrock: Get ready. My next stand-up special Selective Outrage will be streaming LIVE on Netflix. March 4 at 10pm ET/7pm PT #chrisroc…	1432136455485149186	[{'type': 'retweeted', 'id': '1607051315276021760'}]	1633941881313980416	['1633941881313980416']	695	0	0	0	0				
14	1633941867904790528	en	everyone	2023-03-09T21:24:33.000Z	"RT @NetflixIsAJoke: Less than 24 hours: @ChrisRock: Selective Outrage
Netflix’s First Live Global Event #ChrisRockLive https://t.co/fpfeqTj…"	1594421944283037696	[{'type': 'retweeted', 'id': '1631851960268734466'}]	1633941867904790528	['1633941867904790528']	203	0	0	0	0				
15	1633941856223637504	en	everyone	2023-03-09T21:24:30.000Z	"RT @NetflixIsAJoke: Less than 24 hours: @ChrisRock: Selective Outrage
Netflix’s First Live Global Event #ChrisRockLive https://t.co/fpfeqTj…"	1432136455485149186	[{'type': 'retweeted', 'id': '1631851960268734466'}]	1633941856223637504	['1633941856223637504']	203	0	0	0	0				
16	1633941818055471104	en	everyone	2023-03-09T21:24:21.000Z	RT @netflix: Netflix is a Joke gives you an exclusive look at @ChrisRock's year on tour leading up to this historic night https://t.co/Wv4N…	1594421944283037696	[{'type': 'retweeted', 'id': '1632033405587292161'}]	1633941818055471104	['1633941818055471104']	231	0	0	0	0				
17	1633941785264402432	en	everyone	2023-03-09T21:24:13.000Z	RT @netflix: Netflix is a Joke gives you an exclusive look at @ChrisRock's year on tour leading up to this historic night https://t.co/Wv4N…	1432136455485149186	[{'type': 'retweeted', 'id': '1632033405587292161'}]	1633941785264402432	['1633941785264402432']	231	0	0	0	0				
18	1633941542464368643	en	everyone	2023-03-09T21:23:15.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	1419729072272388096	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633941542464368643	['1633941542464368643']	616	0	0	0	0				
19	1633940779189121026	en	everyone	2023-03-09T21:20:13.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	1385142895	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633940779189121026	['1633940779189121026']	616	0	0	0	0				
20	1633940257572806661	en	everyone	2023-03-09T21:18:09.000Z	RT @Infantry_bucky: He’s lucky a #ChrisRockLive was the worse thing that happened to him .. and he’s still crying !! What a strange charact…	630048152	[{'type': 'retweeted', 'id': '1633938373529292802'}]	1633940257572806661	['1633940257572806661']	8	0	0	0	0				
21	1633939667241320455	en	everyone	2023-03-09T21:15:48.000Z	RT @Infantry_bucky: He’s lucky a #ChrisRockLive was the worse thing that happened to him .. and he’s still crying !! What a strange charact…	1561715009394180101	[{'type': 'retweeted', 'id': '1633938373529292802'}]	1633939667241320455	['1633939667241320455']	8	0	0	0	0				
22	1633939403184955393	en	everyone	2023-03-09T21:14:45.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	140184230	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633939403184955393	['1633939403184955393']	9130	0	0	0	0				
23	1633938821820690434	en	everyone	2023-03-09T21:12:26.000Z	"RT @NetflixIsAJoke: Less than 24 hours: @ChrisRock: Selective Outrage
Netflix’s First Live Global Event #ChrisRockLive https://t.co/fpfeqTj…"	2731406391	[{'type': 'retweeted', 'id': '1631851960268734466'}]	1633938821820690434	['1633938821820690434']	203	0	0	0	0				
24	1633938599275118592	en	everyone	2023-03-09T21:11:33.000Z	RT @Tasterreblanche: @sagesurge He also said🤷🏻‍♂️ #ChrisRockSelectiveOutrage  #ChrisRockLive https://t.co/26Mm0n2yv5	840029209003212804	[{'type': 'retweeted', 'id': '1632830373305409538'}]	1633938599275118592	['1633938599275118592']	237	0	0	0	0				
25	1633938373529292802	en	everyone	2023-03-09T21:10:40.000Z	He’s lucky a #ChrisRockLive was the worse thing that happened to him .. and he’s still crying !! What a strange character https://t.co/bQ3kDyvgpJ	1502668599881785353		1633938373529292802	['1633938373529292802']	8	7	32	1	832				
26	1633891419453550592	en	everyone	2023-03-09T20:56:07.000Z	@people Evicted, clinging to royal connections for dear life, and staged pap shots, if this doesn't scream z-list... South Park and #ChrisRockLive got new material. Just saying. #waaagh #WorldWidePrivacyTour #HarryandMeghanareHypocrites #meghanmarkleisanarcissist https://t.co/qHYXW0mIuH	1247670984431280131	[{'type': 'replied_to', 'id': '1633891419453550592'}]	1633934714418413568	['1633934714418413568']	0	0	1	0	320	25589776			
27	1633933865814470657	en	everyone	2023-03-09T20:52:45.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	2273622739	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633933865814470657	['1633933865814470657']	616	0	0	0	0				
28	1633932443274162179	en	everyone	2023-03-09T20:47:06.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	133598452	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633932443274162179	['1633932443274162179']	9130	0	0	0	0				
29	1633931528307888128	en	everyone	2023-03-09T20:43:27.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1373260936618766337	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633931528307888128	['1633931528307888128']	9130	0	0	0	0				
30	1633930903314366464	en	everyone	2023-03-09T20:40:58.000Z	RT @MallyInMind: Chris Rock calls Jada Pinkett a B!+€h? Now if Will Smith Smittacks TF outta you again.. 🤫🤷🏾‍♂️ https://t.co/dZZIF7Ymih via…	825551410280427520	[{'type': 'retweeted', 'id': '1633710252607561728'}]	1633930903314366464	['1633930903314366464']	1	0	0	0	0				
31	1633930881923444737	en	everyone	2023-03-09T20:40:53.000Z	RT @MallyInMind: Chris Rock calls Jada Pinkett a B!+€h? Now if Will Smith Smittacks TF outta you again.. 🤫🤷🏾‍♂️ https://t.co/dZZIF7Ymih via…	825551410280427520	[{'type': 'retweeted', 'id': '1633710296870137856'}]	1633930881923444737	['1633930881923444737']	1	0	0	0	0				
32	1633930755255541768	en	everyone	2023-03-09T20:40:23.000Z	RT @MallyInMind: Now if Will Smith Smittacks TF outta you again 🤫🤷🏾‍♂️ Chris Rock calls Jada Pinkett a B!+€h?! 😳 https://t.co/q9Yk8o49Ah vi…	825551410280427520	[{'type': 'retweeted', 'id': '1633836358300229633'}]	1633930755255541768	['1633930755255541768']	0	0	0	0	0				
33	1633930326425714689	en	everyone	2023-03-09T20:38:41.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1193265489935577090	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633930326425714689	['1633930326425714689']	9130	0	0	0	0				
34	1633929301182631936	en	everyone	2023-03-09T20:34:36.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1520511808758591488	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633929301182631936	['1633929301182631936']	9130	0	0	0	0				
35	1633928357179015168	en	everyone	2023-03-09T20:30:51.000Z	"No, he's just a big baby, baby!
#ChrisRock 
#ChrisRockLive https://t.co/7IHZB6Z04E"	228931560		1633928357179015168	['1633928357179015168']	0	0	0	0	18				
36	1633926636088205315	en	everyone	2023-03-09T20:24:01.000Z	RT @MyWanderingEyes: no wonder no one likes #NetFlix I just joined for the express reason of watching #ChrisRockLive however can't take the…	1400623684008792069	[{'type': 'retweeted', 'id': '1633926597446098944'}]	1633926636088205315	['1633926636088205315']	1	0	0	0	0				
37	1633926597446098944	en	everyone	2023-03-09T20:23:52.000Z	"no wonder no one likes #NetFlix I just joined for the express reason of watching #ChrisRockLive however can't take the #NetFlix baloney on their website &amp; their online ""out of the USA people"" so before I even start with them I am closing the acct.. maybe YouTube will carry it"	1400623684008792069		1633926597446098944	['1633926597446098944']	1	0	1	0	8				
38	1632302386697113600	en	everyone	2023-03-09T20:20:27.000Z	Your Future, Your Choice 👍🧘‍♀️🌷⛰️🌎🧳 KCK FOODS 😘🐠🐬🐟🥩 #KckLibrary📚 #relax #eat #drink #HappyBirthday #music #MountFuji⛰️ #ChrisRockLive #concertphotography  #CruiseNorwegian #travel✈️🚢🚘#SkyyKONGBERG✍️ #KCKcharity💕 #USA #USAN #usa #SkyyVideos🎥 #AmazonPrimeVideo #USANews https://t.co/Q3rw3QDpF0	4905139818	[{'type': 'replied_to', 'id': '1632302386697113600'}]	1633925737609834496	['1633925737609834496']	0	0	0	0	1	4905139818			
39	1633921542517325824	en	everyone	2023-03-09T20:03:47.000Z	Jada Pinkett Smith made Will Smith her clown. That’s not on Chris Rock. ##redtabletalk #ChrisRockLive	4764748704		1633921542517325824	['1633921542517325824']	0	0	0	0	23				
40	1633921064731377664	en	everyone	2023-03-09T20:01:53.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	544997919	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633921064731377664	['1633921064731377664']	9130	0	0	0	0				
41	1633918529136218114	en	everyone	2023-03-09T19:51:48.000Z	RT @Ohdoctah: My thoughts on #ChrisRockLive  it wasn’t the best comedy special every but it was perfect on the payout of his message. #Sele…	1519278903268982787	[{'type': 'retweeted', 'id': '1632806850079981569'}]	1633918529136218114	['1633918529136218114']	8	0	0	0	0				
42	1633917770449539072	en	everyone	2023-03-09T19:48:47.000Z	RT @RadioRahimTV: After Party STILL 🥶🤣😂 #ChrisRockLive  #SelectiveOutrage https://t.co/xP5QM4zAg5	1581995818826997767	[{'type': 'retweeted', 'id': '1632265342843072516'}]	1633917770449539072	['1633917770449539072']	34	0	0	0	0				
43	1633916779624820736	en	everyone	2023-03-09T19:44:51.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1633906375129481231	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633916779624820736	['1633916779624820736']	9130	0	0	0	0				
44	1633915286381535232	en	everyone	2023-03-09T19:38:55.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	2945456977	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633915286381535232	['1633915286381535232']	9130	0	0	0	0				
45	1633914747014770688	en	everyone	2023-03-09T19:36:47.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	297378267	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633914747014770688	['1633914747014770688']	616	0	0	0	0				
46	1633914187293310983	en	everyone	2023-03-09T19:34:33.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	2750363866	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633914187293310983	['1633914187293310983']	616	0	0	0	0				
47	1633912864695263237	en	everyone	2023-03-09T19:29:18.000Z	RT @chrisrock: Get ready. My next stand-up special Selective Outrage will be streaming LIVE on Netflix. March 4 at 10pm ET/7pm PT #chrisroc…	713136731738996737	[{'type': 'retweeted', 'id': '1607051315276021760'}]	1633912864695263237	['1633912864695263237']	695	0	0	0	0				
48	1633910029437882377	en	everyone	2023-03-09T19:18:02.000Z	"The Last Laugh: The Rise and Fall of Comedian Chris https://t.co/jA9HoZd89Y via @YouTube 
#ChrisRock #ChrisRockLive #WillSmith #comedian #ThursdayThoughts #RIPBIG"	1065979702916071424		1633910029437882377	['1633910029437882377']	0	0	0	0	49				
49	1633908243335630848	en	everyone	2023-03-09T19:10:56.000Z	RT @_SEXIIR3D: Chris Rock gt paid 40 million dollars for 1 hour of his time &amp; he spent approximately 4 mins of that 1 hour addressing Will…	789740881322450944	[{'type': 'retweeted', 'id': '1632854119173050369'}]	1633908243335630848	['1633908243335630848']	22	0	0	0	0				
50	1633907092649066531	en	everyone	2023-03-09T19:06:22.000Z	"RT @TheWantonWench: When you say “I need a break from Harry and Meghan and this is what welcomes you, when you hope back in 🤣🤣
Via #ChrisRo…"	343467588	[{'type': 'retweeted', 'id': '1632893264494772226'}]	1633907092649066531	['1633907092649066531']	83	0	0	0	0				
51	1633906950999248896	en	everyone	2023-03-09T19:05:48.000Z	RT @Tasterreblanche: @sagesurge He also said🤷🏻‍♂️ #ChrisRockSelectiveOutrage  #ChrisRockLive https://t.co/26Mm0n2yv5	789740881322450944	[{'type': 'retweeted', 'id': '1632830373305409538'}]	1633906950999248896	['1633906950999248896']	237	0	0	0	0				
52	1633904944519446528	en	everyone	2023-03-09T18:57:49.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1571669835737595905	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633904944519446528	['1633904944519446528']	9130	0	0	0	0				
53	1633900543721521176	en	everyone	2023-03-09T18:40:20.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	1469633717912092672	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633900543721521176	['1633900543721521176']	616	0	0	0	0				
54	1633898744608374795	en	everyone	2023-03-09T18:33:11.000Z	"RT @anshuMor: Revenge is a dish best served cold #selectiveoutrage #ChrisRockLive 
 https://t.co/8dvlpT3E23"	1492206928382115845	[{'type': 'retweeted', 'id': '1632650968327426050'}]	1633898744608374795	['1633898744608374795']	52	0	0	0	0				
55	1633898414839590913	en	everyone	2023-03-09T18:31:53.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1163545145972842498	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633898414839590913	['1633898414839590913']	9130	0	0	0	0				
56	1633897012117553174	en	everyone	2023-03-09T18:26:18.000Z	RT @OlubodunChase: Good deal. V. Clean 2010 Toyota Venza. A year and half use. Fullest option with panoramic. Toks standard. Nothing to fix…	2760193043	[{'type': 'retweeted', 'id': '1633724591007846402'}]	1633897012117553174	['1633897012117553174']	5	0	0	0	0				
57	1633896496465682432	en	everyone	2023-03-09T18:24:15.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	44598095	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633896496465682432	['1633896496465682432']	616	0	0	0	0				
58	1633891128746360840	en	everyone	2023-03-09T18:02:55.000Z	RT @netflix: It’s LIVE. Turn on Netflix right now to watch #ChrisRockLive! @chrisrock https://t.co/LHUZLYSDrj	1265704713019940864	[{'type': 'retweeted', 'id': '1632214347421483009'}]	1633891128746360840	['1633891128746360840']	293	0	0	0	0				
59	1633890727116652544	en	everyone	2023-03-09T18:01:20.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	935810624403238912	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633890727116652544	['1633890727116652544']	9130	0	0	0	0				
60	1633887635532922880	en	everyone	2023-03-09T17:49:03.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	517064290	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633887635532922880	['1633887635532922880']	616	0	0	0	0				
61	1633887620752191488	en	everyone	2023-03-09T17:48:59.000Z	"RT @netflix: #ChrisRockLive TONIGHT at 10pm ET/ 7pm PT. 
Don’t miss what Chris Rock will say in the first comedy special to stream LIVE on…"	1555714595549237248	[{'type': 'retweeted', 'id': '1631421624359739393'}]	1633887620752191488	['1633887620752191488']	2718	0	0	0	0				
62	1633887609469452300	en	everyone	2023-03-09T17:48:56.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	35346261	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633887609469452300	['1633887609469452300']	616	0	0	0	0				
63	1633887404300877834	en	everyone	2023-03-09T17:48:08.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	222376387	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633887404300877834	['1633887404300877834']	9130	0	0	0	0				
64	1633885697223573505	en	everyone	2023-03-09T17:41:21.000Z	RT @NetflixIsAJoke: Shout out to @ohsnapjbsmoove for flying out to LA for the #ChrisRockLive watch party! https://t.co/B4pIns8rIU	1547527056912576512	[{'type': 'retweeted', 'id': '1633573306157916162'}]	1633885697223573505	['1633885697223573505']	9	0	0	0	0				
65	1633883632241635328	en	everyone	2023-03-09T17:33:08.000Z	RT @chrisrock: Get ready. My next stand-up special Selective Outrage will be streaming LIVE on Netflix. March 4 at 10pm ET/7pm PT #chrisroc…	485328871	[{'type': 'retweeted', 'id': '1607051315276021760'}]	1633883632241635328	['1633883632241635328']	695	0	0	0	0				
66	1633883166955143168	en	everyone	2023-03-09T17:31:17.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	3380202304	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633883166955143168	['1633883166955143168']	9130	0	0	0	0				
67	1633882199920615424	en	everyone	2023-03-09T17:27:27.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1317320028417626112	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633882199920615424	['1633882199920615424']	9130	0	0	0	0				
68	1633880269378961409	en	everyone	2023-03-09T17:19:46.000Z	RT @1_ofakindnocap: Chris Rock: “we all been cheated on.. but we never had the person who cheated on us interview us on tv… I sucked his -…	1231264675490217984	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633880269378961409	['1633880269378961409']	616	0	0	0	0				
69	1633878001921454087	en	everyone	2023-03-09T17:10:46.000Z	RT @Ohdoctah: My thoughts on #ChrisRockLive  it wasn’t the best comedy special every but it was perfect on the payout of his message. #Sele…	1265601	[{'type': 'retweeted', 'id': '1632806850079981569'}]	1633878001921454087	['1633878001921454087']	8	0	0	0	0				
70	1633877655115415552	en	everyone	2023-03-09T17:09:23.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1508941979614425088	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633877655115415552	['1633877655115415552']	9130	0	0	0	0				
71	1633877439008079872	en	everyone	2023-03-09T17:08:32.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	50920193	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633877439008079872	['1633877439008079872']	9130	0	0	0	0				
72	1633876925205864449	en	everyone	2023-03-09T17:06:29.000Z	"RT @blogsbytb: When you’re trying to avoid trouble 😂😂😂but it finds you .

#İstanbul #TransWomenAreWomen #KissesDelavin #BBTitans2023 #BlueA…"	2914389953	[{'type': 'retweeted', 'id': '1633786468303884288'}]	1633876925205864449	['1633876925205864449']	1	0	0	0	0				
73	1633875900792971265	en	everyone	2023-03-09T17:02:25.000Z	"RT @NYCryptoKing: 🚨(Leaked Video)Elites are doing final preps having supplies delivered to the underground tunnel system.

#news #Ukraine #…"	2320762478	[{'type': 'retweeted', 'id': '1632600355283382273'}]	1633875900792971265	['1633875900792971265']	5	0	0	0	0				
74	1633875441684713474	en	everyone	2023-03-09T17:00:35.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	3315489367	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633875441684713474	['1633875441684713474']	9130	0	0	0	0				
75	1633719301503959041	en	everyone	2023-03-09T17:00:31.000Z	"@Thought_Crimez I’m think Chris Rock went overboard and too far with the abortion jokes. That’s a touchy subject right now.

#ChrisRockLive"	1175125051961724928	[{'type': 'replied_to', 'id': '1633719301503959041'}]	1633875421195272214	['1633875421195272214']	0	0	1	0	30	728346029695762432			
76	1633874154259886081	en	everyone	2023-03-09T16:55:28.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	805841344740683776	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633874154259886081	['1633874154259886081']	9130	0	0	0	0				
77	1633873000981299200	en	everyone	2023-03-09T16:50:53.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1468263746267140098	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633873000981299200	['1633873000981299200']	9130	0	0	0	0				
78	1633872556259422208	en	everyone	2023-03-09T16:49:07.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	3700471995	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633872556259422208	['1633872556259422208']	9130	0	0	0	0				
79	1633872245314707457	en	everyone	2023-03-09T16:47:53.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1422608906526801923	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633872245314707457	['1633872245314707457']	9130	0	0	0	0				
80	1633868283005763593	en	everyone	2023-03-09T16:32:09.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	385962669	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633868283005763593	['1633868283005763593']	9130	0	0	0	0				
81	1633866183278751747	en	everyone	2023-03-09T16:23:48.000Z	"RT @netflix: #ChrisRockLive TONIGHT at 10pm ET/ 7pm PT. 
Don’t miss what Chris Rock will say in the first comedy special to stream LIVE on…"	1117968059937980416	[{'type': 'retweeted', 'id': '1631421624359739393'}]	1633866183278751747	['1633866183278751747']	2718	0	0	0	0				
82	1633861344733659136	en	everyone	2023-03-09T16:04:34.000Z	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	231694017	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633861344733659136	['1633861344733659136']	9130	0	0	0	0				
