	id	conversation_id	text	edit_history_tweet_ids	reply_settings	author_id	lang	referenced_tweets	created_at	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	withheld.copyright	withheld.country_codes	geo.place_id
0	1633877371144249347	1633877371144249347	"RT @AJEnglish: ""One day our luck will run out.""

After Russian strikes forced Ukraine’s Zaporizhzhia nuclear plant off the power grid again…"	['1633877371144249347']	everyone	1407571124150472705	en	[{'type': 'retweeted', 'id': '1633875873173762054'}]	2023-03-09T17:08:15.000Z	11	0	0	0	0				
1	1633877370565427200	1633877370565427200	A year after #Russia's #invasion of #Ukraine, the #oil_market has become more #fragmented and uncertain, a dynamic expected to boost crude prices over the long term. https://t.co/6vZ2j3soo1 https://t.co/vavLMr4doY @AFP News	['1633877370565427200']	everyone	74081926	en		2023-03-09T17:08:15.000Z	0	0	0	0	0				
2	1633877369848205313	1633877369848205313	"RT @mtaibbi: 38.  Told he was put on the Hamilton list of suspected “Russian influence” accounts, Bishop was puzzled. 

“Nonsense. I’m supp…"	['1633877369848205313']	everyone	935528035746541568	en	[{'type': 'retweeted', 'id': '1633830125660946433'}]	2023-03-09T17:08:15.000Z	319	0	0	0	0				
3	1633877369651068928	1633877369651068928	"RT @KyivIndependent: ⚡️Slovakia and Poland 'ready' to send MiG-29 fighter jets to Ukraine.

Slovakia's Defense Minister Jaroslav Nad confir…"	['1633877369651068928']	everyone	1261037737	en	[{'type': 'retweeted', 'id': '1633811130752589825'}]	2023-03-09T17:08:15.000Z	343	0	0	0	0				
4	1633877368388599808	1633877368388599808	RT @Jazi_Hana: #UAE has provide support and send  2,500 household generators to civilians affected by the ongoing crisis in #Ukraine that h…	['1633877368388599808']	everyone	1598246406946377728	en	[{'type': 'retweeted', 'id': '1611710267251134466'}]	2023-03-09T17:08:15.000Z	1	0	0	0	0				
5	1633877368384401408	1633877368384401408	"RT @visegrad24: Oleg and Nikita, father and son, both killed in Bakhmut.

The father covered his son with his body, but the artillery shell…"	['1633877368384401408']	everyone	1169233245990477824	en	[{'type': 'retweeted', 'id': '1633808439846510594'}]	2023-03-09T17:08:15.000Z	2465	0	0	0	0				
6	1633877367696560129	1633877367696560129	"RT @visegrad24: BREAKING:

Russia has fired a wave of cruise missiles from the Black Sea that are now flying over Moldova’s air space.

The…"	['1633877367696560129']	everyone	1369839011951484932	en	[{'type': 'retweeted', 'id': '1633637043258499072'}]	2023-03-09T17:08:15.000Z	1424	0	0	0	0				
7	1633877367574626321	1633877367574626321	RT @sahouraxo: Israel drops bombs on Aleppo International Airport, stopping planes carrying aid for earthquake victims from landing in the…	['1633877367574626321']	everyone	1140571420822528000	en	[{'type': 'retweeted', 'id': '1633568365967974401'}]	2023-03-09T17:08:15.000Z	3716	0	0	0	0				
8	1633877367172268034	1633877367172268034	RT @meNabster: @inabster @gbazov In Ukraine, the so-called «second Israel» Kolomoisky &amp; Kiev enlisted a number of ex-Israel Défense Force m…	['1633877367172268034']	everyone	259975018	en	[{'type': 'retweeted', 'id': '1520941905743388672'}]	2023-03-09T17:08:14.000Z	98	0	0	0	0				
9	1633877365779763200	1633877365779763200	RT @raging545: Last night two Russian Iranian made Shaheed 131/136 Kamikaze drones were launched into Northern Ukraine and both were shot d…	['1633877365779763200']	everyone	4501434974	en	[{'type': 'retweeted', 'id': '1633438206795423744'}]	2023-03-09T17:08:14.000Z	16	0	0	0	0				
10	1633877364647297027	1633445622664626176	@gen_jackkeane @ASPI_org HORRIFIC BARBARIC attack on Ukraine, 81 missiles 6 supersonic ballistic Ukraine can’t defend 😢where are the Jets, the Patriots? IMPOSED restrictions on weapon deliveries doesn't win a war! We r always 1 or 2 steps behind Delivering weapons .U can't win the war	['1633877364647297027']	everyone	32300511	en	[{'type': 'replied_to', 'id': '1633445622664626176'}]	2023-03-09T17:08:14.000Z	0	0	0	0	0	722192639152492545			
11	1633877364114325517	1633877364114325517	"RT @visegrad24: Oleg and Nikita, father and son, both killed in Bakhmut.

The father covered his son with his body, but the artillery shell…"	['1633877364114325517']	everyone	1236750934656651266	en	[{'type': 'retweeted', 'id': '1633808439846510594'}]	2023-03-09T17:08:14.000Z	2465	0	0	0	0				
12	1633877363225133077	1633877363225133077	RT @NTenzer: As usual, a fascinating long-read by @LawDavF  on the language of warfare and, in particular, on the, in fact, redundant use o…	['1633877363225133077']	everyone	859806473274232834	en	[{'type': 'retweeted', 'id': '1633872478094098447'}]	2023-03-09T17:08:14.000Z	3	0	0	0	0				
13	1633877362331746319	1633877362331746319	"RT @visegrad24: BREAKING:

3 Kalibr launchers have taken to the Black Sea.

An air raid alarm has been issued for all of Ukraine.

Strategi…"	['1633877362331746319']	everyone	2284172952	en	[{'type': 'retweeted', 'id': '1633634476109512704'}]	2023-03-09T17:08:13.000Z	625	0	0	0	0				
14	1633877360809504769	1633877360809504769	Pentagon chief, in Israel, calls on allies to step up Ukraine support https://t.co/Qk7rq8Lw2K via FXEmpire #forex #fx	['1633877360809504769']	everyone	434064748	en		2023-03-09T17:08:13.000Z	0	0	0	0	0				
15	1633877360629149697	1633877360629149697	Factbox-Russia fires hypersonic Kinzhal missiles in Ukraine https://t.co/jXIdGUXe2M via FXEmpire #forex #fx	['1633877360629149697']	everyone	434064748	en		2023-03-09T17:08:13.000Z	0	0	0	0	0				
16	1633877360285216774	1633877360285216774	"RT @BuschModelar: A Ukrainian M270B1 MLRS delivered from the British Army and BMC Kirpi delivered by Turkey.

On 7 June 2022, British defen…"	['1633877360285216774']	everyone	1496763519022292995	en	[{'type': 'retweeted', 'id': '1633865759196626945'}]	2023-03-09T17:08:13.000Z	9	0	0	0	0				
17	1633877359081160704	1633877359081160704	"RT @KyivIndependent: ⚡️Slovakia and Poland 'ready' to send MiG-29 fighter jets to Ukraine.

Slovakia's Defense Minister Jaroslav Nad confir…"	['1633877359081160704']	everyone	1585962095295750148	en	[{'type': 'retweeted', 'id': '1633811130752589825'}]	2023-03-09T17:08:13.000Z	343	0	0	0	0				
18	1633877358456471552	1633877358456471552	"Ukraine war: Russia fires hypersonic missiles in new barrage - https://t.co/XQolezi7er{ 
At least nine people die as Russia fires powerful weapons, including hypersonic missiles.

Read more BBC News"	['1633877358456471552']	everyone	228010353	en		2023-03-09T17:08:12.000Z	0	0	0	0	0				
19	1633877357449838593	1633877357449838593	Since #Ukraine is a possible culprit in the #NordstreamSabotage, which we all know is pathetic Americlown🇺🇸🤡 propaganda, it would make sense for the dictatorship that is the #EuropeanUnion to again include them in the #NordStream2 investigation like they did #MH17 https://t.co/NE0ZZAU5Vi	['1633877357449838593']	everyone	1083235982776782849	en		2023-03-09T17:08:12.000Z	0	0	0	0	0				
20	1633877355226857473	1633877355226857473	"Ukraine War - Ukraine army charge of strike on Russian troops
#canda #Germany #Ukraine #usa #Bachmut
https://t.co/RcRamIoQRW"	['1633877355226857473']	everyone	1593033986883944452	en		2023-03-09T17:08:12.000Z	0	0	0	0	0				
21	1633877355151372288	1633877355151372288	RT @kajakallas: 79 years ago Soviet planes bombed Tallinn and destroyed almost a quarter of the city. We see Russia using the same terror t…	['1633877355151372288']	everyone	832272649392787456	en	[{'type': 'retweeted', 'id': '1633741101885542400'}]	2023-03-09T17:08:12.000Z	1304	0	0	0	0				
22	1633877352462848000	1633877352462848000	"RT @s_hnizdovskyi: Poland is ready to transfer all its MiG-29 fighters to Ukraine.  ""The rest of the MiG-29s that we have in Poland &amp; that…"	['1633877352462848000']	everyone	3304426428	en	[{'type': 'retweeted', 'id': '1633714356193234944'}]	2023-03-09T17:08:11.000Z	53	0	0	0	0				
23	1633877352399917057	1633877352399917057	"Read ""Trump Blurts Out ‘Peace’ Plan to Hand Russia Chunks of Ukraine"" on SmartNews: https://t.co/R7AfRMkyCj #SmartNews"	['1633877352399917057']	everyone	934773515072532481	en		2023-03-09T17:08:11.000Z	0	0	0	0	0				
24	1633877351514636289	1633877351514636289	RT @mtaibbi: 7.  In some cases, state reports didn’t even assert misinformation. Here, a list of YouTube videos is flagged for “anti-Ukrain…	['1633877351514636289']	everyone	29313455	en	[{'type': 'retweeted', 'id': '1633830026247569416'}]	2023-03-09T17:08:11.000Z	1188	0	0	0	0				
25	1633877351175180288	1633877351175180288	RT @ruinwanderer: Russia is shelling Ukraine non-stop for four hours. Explosions reported in a variety of districts. Explosions in the city…	['1633877351175180288']	everyone	4508803239	en	[{'type': 'retweeted', 'id': '1633677029676654592'}]	2023-03-09T17:08:11.000Z	369	0	0	0	0				
26	1633877350365696001	1633877350365696001	RT @nytimes: Breaking News: The Pentagon is blocking the U.S. from sharing evidence on Russian atrocities in Ukraine with the International…	['1633877350365696001']	everyone	833668332960243712	en	[{'type': 'retweeted', 'id': '1633548066753249280'}]	2023-03-09T17:08:10.000Z	4573	0	0	0	0				
27	1633877348759003136	1633826611429613569	"@CurtisHebert @01IOTA Look, Trump made a phone call to Ukraine.
Totally different.
Joe just spends all his free time doing business with them, Russia and the Chinese.
Do you see how President Trump's phone call put our national security at risk?
They want to impeach Joe Biden? For what?
Crazy!"	['1633877348759003136']	everyone	1302446196577968128	en	[{'type': 'replied_to', 'id': '1633826611429613569'}]	2023-03-09T17:08:10.000Z	0	0	0	0	0	166134301			
28	1633877346708226049	1633877346708226049	RT @dwnews: Russia fired dozens of missiles targeting Ukraine's energy infrastructure and residential buildings in Moscow's largest attack…	['1633877346708226049']	everyone	632279524	en	[{'type': 'retweeted', 'id': '1633785565437992961'}]	2023-03-09T17:08:10.000Z	24	0	0	0	0				
29	1633877346057846789	1633877346057846789	RT @mtaibbi: 7.  In some cases, state reports didn’t even assert misinformation. Here, a list of YouTube videos is flagged for “anti-Ukrain…	['1633877346057846789']	everyone	15833647	en	[{'type': 'retweeted', 'id': '1633830026247569416'}]	2023-03-09T17:08:09.000Z	1188	0	0	0	0				
30	1633877342836621318	1633877342836621318	"RT @NickAdamsinUSA: The Constitution contains 4,543 words.

NONE of them are ""Ukraine"" ""Fauci"" or ""Climate Change"""	['1633877342836621318']	everyone	1553022461607874563	en	[{'type': 'retweeted', 'id': '1633668873206546437'}]	2023-03-09T17:08:09.000Z	126	0	0	0	0				
31	1633877341939331072	1633877341939331072	RT @WorkersPartyGB: “We have been supporting Ukraine since the onset of the war and are committed to keep it going,” an IMF spokesperson to…	['1633877341939331072']	everyone	37951988	en	[{'type': 'retweeted', 'id': '1621505194373836801'}]	2023-03-09T17:08:08.000Z	86	0	0	0	0				
32	1633877341632856087	1633877341632856087	RT @sahouraxo: Israel drops bombs on Aleppo International Airport, stopping planes carrying aid for earthquake victims from landing in the…	['1633877341632856087']	everyone	1437779952988999681	en	[{'type': 'retweeted', 'id': '1633568365967974401'}]	2023-03-09T17:08:08.000Z	3716	0	0	0	0				
33	1633877341184352258	1633877341184352258	"RT @TPostMillennial: Jack Posobiec: Ukraine denies involvement in Nord Stream pipeline blasts

""The message was intended for a specific aud…"	['1633877341184352258']	everyone	1337469819071819776	en	[{'type': 'retweeted', 'id': '1633840195278872580'}]	2023-03-09T17:08:08.000Z	18	0	0	0	0				
34	1633877340865581056	1633737938361286656	@MikeXYZ5 @broe_jake Bennet was willing to reward Russian with land that wasn’t Theirs before it invaded. Why? Because he was afraid Russia might start defending Syria from Israeli airstrikes., among other things. The west has simply backed Ukraine’s position in giving up land.	['1633877340865581056']	everyone	1351953745471565826	en	[{'type': 'replied_to', 'id': '1633873912491814913'}]	2023-03-09T17:08:08.000Z	0	0	0	0	0	1583029735587717120			
35	1633877339644755982	1633877339644755982	"RT @JDunlap1974: GOP senators who do not want the January 6 footage released.

&gt; Mitt Romney
&gt; Mitch McConnell
&gt; Lindsey Graham
&gt; John Thun…"	['1633877339644755982']	everyone	15793787	en	[{'type': 'retweeted', 'id': '1633421768487587841'}]	2023-03-09T17:08:08.000Z	3590	0	0	0	0				
36	1633877339044970519	1633877339044970519	"You and your ilk in Washington DC are responsible.

Ukraine is just the latest backdrop for you ghouls to make billions. https://t.co/NtgmZxyFJy"	['1633877339044970519']	everyone	1532269661303279617	en	[{'type': 'quoted', 'id': '1633640638959714306'}]	2023-03-09T17:08:08.000Z	0	0	0	0	0				
37	1633877338197983234	1633877338197983234	RT @apmassaro3: Achieving victory in Ukraine is the most important thing in the world right now	['1633877338197983234']	everyone	1107052396012814336	en	[{'type': 'retweeted', 'id': '1633833586402131969'}]	2023-03-09T17:08:08.000Z	198	0	0	0	0				
38	1633877337547604108	1633877337547604108	"RT @NOELreports: Slovakia must make a decision on sending MiG-29 fighter jets to Ukraine, Defence Minister Jaroslav Nad said. 

""I think it…"	['1633877337547604108']	everyone	855237438	en	[{'type': 'retweeted', 'id': '1633806144220061696'}]	2023-03-09T17:08:07.000Z	216	0	0	0	0				
39	1633877336721326083	1633821194565681154	"@JulianRoepcke What's the upside of these photo ops for Ukraine? 

Mildly pisses of Russians, does no real good."	['1633877336721326083']	everyone	1515767000458481665	en	[{'type': 'replied_to', 'id': '1633821194565681154'}]	2023-03-09T17:08:07.000Z	0	0	0	0	0	428140124			
40	1633877335861493769	1633877335861493769	RT @meNabster: @inabster @gbazov In fact one could safely say whole purpose of creation of Soviet Union by Bolsheviks was for creation of I…	['1633877335861493769']	everyone	259975018	en	[{'type': 'retweeted', 'id': '1520914930664361984'}]	2023-03-09T17:08:07.000Z	85	0	0	0	0				
41	1633877334939037697	1633877334939037697	"RT @FilmUpdates: The Oscars have reportedly rejected Ukrainian President Volodymyr Zelensky’s request to appear on the show.

(https://t.co…"	['1633877334939037697']	everyone	1591622727248535555	en	[{'type': 'retweeted', 'id': '1633851330388275202'}]	2023-03-09T17:08:07.000Z	160	0	0	0	0				
42	1633877334888693760	1633117288302772225	"@Wolfhaeng They've done outstanding work, especially considering where they started.

The republican issue is that Ukraine is one of the most corrupt countries  in Europe and they don't want to see our aid disappear into pockets."	['1633877334888693760']	everyone	3102225231	en	[{'type': 'replied_to', 'id': '1633852430055079937'}]	2023-03-09T17:08:07.000Z	0	0	0	0	0	1428116191588012041			
43	1633877334473457664	1633877334473457664	"RT @Gerashchenko_en: So many things we only saw in movies earlier are now happening in Ukraine for real. Like this scene, for example. 

📹:…"	['1633877334473457664']	everyone	514482028	en	[{'type': 'retweeted', 'id': '1633742164973723648'}]	2023-03-09T17:08:07.000Z	327	0	0	0	0				
44	1633877333378465796	1633839247315857412	"@NutZak @ScottAdamsSays Putin is unquestionably evil. 

But this was was also unquestionably manufactured, provoked by a multi year assault by EU/US oligarchs on people in Ukraine and Russians.
It's exponentially worse than Gulf of Tonkin or Iraq WMDs, and no one cares"	['1633877333378465796']	everyone	1570568982683426819	en	[{'type': 'replied_to', 'id': '1633873410836283392'}]	2023-03-09T17:08:06.000Z	0	0	0	0	0	552974928			
45	1633877333248733184	1633877333248733184	RT @NOELreports: Overnight Russia attacked Ukraine with cruise missiles. Several hits were recorded and in parts of the country the electri…	['1633877333248733184']	everyone	1534433556616859650	en	[{'type': 'retweeted', 'id': '1633711736988524549'}]	2023-03-09T17:08:06.000Z	198	0	0	0	0				
46	1633877333202305046	1633727866562027525	@Force_A_Ukraine @NOELreports Nato didn't have any air defence to intercept kinjhal only russias s500/550 can intercept them meanwhile nato's best ads patriot was unable to shoot home made rockets in saudi 🤡	['1633877333202305046']	everyone	1529661698428133376	en	[{'type': 'replied_to', 'id': '1633823559020683268'}]	2023-03-09T17:08:06.000Z	0	0	0	0	0	458227067			
47	1633877331914952704	1633877331914952704	"RT @GovtsTheProblem: Saint Alexander Vindman the patriot is accused of trying to profit off Ukraine war with defense contracts?
Oh say can…"	['1633877331914952704']	everyone	1168925027078721537	en	[{'type': 'retweeted', 'id': '1633837137094393859'}]	2023-03-09T17:08:06.000Z	4	0	0	0	0				
48	1633877331419725837	1633877331419725837	RT @Variety: Tom Hiddleston, Sope Dirisu to Read Poetry at U.K.’s National Theatre for Ukraine Fundraiser https://t.co/9HRQVwP3A8	['1633877331419725837']	everyone	247439873	en	[{'type': 'retweeted', 'id': '1633850613896212480'}]	2023-03-09T17:08:06.000Z	19	0	0	0	0				
49	1633877331398803456	1633877331398803456	"RT @OilSheppard: The US might be ramping up military support for Ukraine

But in oil markets, the Biden admin has been quietly urging the w…"	['1633877331398803456']	everyone	17691900	en	[{'type': 'retweeted', 'id': '1633862421453455361'}]	2023-03-09T17:08:06.000Z	2	0	0	0	0				
50	1633877331340296192	1633877331340296192	RT @WarMonitors: ⚡️Three thermal power plants (TPPs) in Ukraine have been seriously damaged — DTEK	['1633877331340296192']	everyone	1541239675066945536	en	[{'type': 'retweeted', 'id': '1633727512193691650'}]	2023-03-09T17:08:06.000Z	51	0	0	0	0				
51	1633877331201622022	1633877331201622022	.@SenatorBrakey voiced strong opposition to the Maine Senate's symbolic resolution supporting continued U.S. involvement in the war in Ukraine. https://t.co/Q9ymY6JVED	['1633877331201622022']	everyone	435824969	en		2023-03-09T17:08:06.000Z	0	0	0	0	2				
52	1633877330736054284	1633877330736054284	"RT @ivan_8848: 🇧🇬Vozrozhdeniye party candidate Atanas Shtefanov dropped the flag of Ukraine from Sofia City Hall building

“We removed the…"	['1633877330736054284']	everyone	2337236772	en	[{'type': 'retweeted', 'id': '1633863045737771009'}]	2023-03-09T17:08:06.000Z	17	0	0	0	0				
53	1633877330711166980	1633877330711166980	RT @AdnanSamiLive: The Russian &amp; Ukraine conflict explained through Indian Cinema… https://t.co/O72pdlDwLi	['1633877330711166980']	everyone	3168185142	en	[{'type': 'retweeted', 'id': '1633732445949538304'}]	2023-03-09T17:08:06.000Z	53	0	0	0	0				
54	1633877330639859714	1633823939200688130	@CBoTheEggman So, he can make a decision to end it.  Far to easy.  Russia can’t  handle a ground war w the US or NATO.  But they want it, an excuse.  Their way out.  But he’s not giving it.  Once the counter offensive begins, Russia, in Ukraine, is toast.	['1633877330639859714']	everyone	1110723421321789440	en	[{'type': 'replied_to', 'id': '1633875198759022593'}]	2023-03-09T17:08:06.000Z	0	0	0	0	0	1349785606356922368			
55	1633877329591283713	1633877329591283713	RT @chefjoseandres: Every day I’m inspired by women of @WCKitchen, brave &amp; caring women in Ukraine, Türkiye, Syria.. all over the world fee…	['1633877329591283713']	everyone	1304115688735256577	en	[{'type': 'retweeted', 'id': '1633610813117194240'}]	2023-03-09T17:08:06.000Z	194	0	0	0	0				
56	1633877329444208648	1633877329444208648	Malcolm Nance 360 Conversation: US Navy, Ukraine War , Donald Trump, Movies, Humanity, &amp; More... - YouTube https://t.co/0ysKKJ2pi6	['1633877329444208648']	everyone	886060860	en		2023-03-09T17:08:05.000Z	0	0	0	0	5				
57	1633877329398071322	1633877329398071322	RT @JonEriksson_: @Maks_NAFO_FELLA Acutally most people in Ukraine speaks russian. They do that because they were oppressed during USSR occ…	['1633877329398071322']	everyone	1161291954434523136	en	[{'type': 'retweeted', 'id': '1633644999962415104'}]	2023-03-09T17:08:05.000Z	1	0	0	0	0				
58	1633877328320409601	1633877328320409601	"RT @FilmUpdates: The Oscars have reportedly rejected Ukrainian President Volodymyr Zelensky’s request to appear on the show.

(https://t.co…"	['1633877328320409601']	everyone	986883283723214848	en	[{'type': 'retweeted', 'id': '1633851330388275202'}]	2023-03-09T17:08:05.000Z	160	0	0	0	0				
59	1633877328286580738	1633877328286580738	"RT @laralogan: Traitor. 

Key Trump Impeachment Witness Busted For Dealing Lucrative Defense Contracts in Ukraine https://t.co/Hjddw6KtCM"	['1633877328286580738']	everyone	1611155002436845568	en	[{'type': 'retweeted', 'id': '1633725935848677381'}]	2023-03-09T17:08:05.000Z	1699	0	0	0	0				
60	1633877327850663936	1633877327850663936	"RT @visegrad24: BREAKING:

Slovakia’s Defense Minister @JaroNad has stated that Poland has agreed to a joint Polish-Slovak transfer of MiG-…"	['1633877327850663936']	everyone	1539334534583308290	en	[{'type': 'retweeted', 'id': '1633838729185095681'}]	2023-03-09T17:08:05.000Z	177	0	0	0	0				
61	1633877326160343040	1633877204462632961	"@seanhannity https://t.co/VOrXuHrIdm
Ukraine wouldn't be Ukraine now if Trump won.

Religious folk want the West to stop being woke for Western folk,  when it's the Western folk who are being woke for religious folk.

Anticlericalism is anti-woke.

God isn't obtuse. The West is woke AF! https://t.co/Z3E9wCUYDJ"	['1633877326160343040']	everyone	1304173964143538176	en	[{'type': 'quoted', 'id': '1555691809875034112'}, {'type': 'replied_to', 'id': '1633877204462632961'}]	2023-03-09T17:08:05.000Z	0	0	0	0	0	41634520			
62	1633877325170503680	1633877325170503680	"Oleksandr Usyk on Mudryk: ""The transfer fee doesn’t shock me. Everything has risen, prices are a little higher than they were. I think he’s worth a little more than £100m because I’ve been watching this guy. It  seems to me that he can bring the fourth Ballon d’Or to Ukraine."" https://t.co/4OOuxSiIOV"	['1633877325170503680']	everyone	1556923482465787905	en		2023-03-09T17:08:04.000Z	1	0	1	0	0				
63	1633877325002440731	1633877325002440731	"RT @visegrad24: BREAKING:

The Ukrainian Army now confirms that the name of the Ukrainian POW brutally murdered on film by Russian troops a…"	['1633877325002440731']	everyone	1496390241497894912	en	[{'type': 'retweeted', 'id': '1633548068774715392'}]	2023-03-09T17:08:04.000Z	1408	0	0	0	0				
64	1633877324423917571	1633709342120714245	@roz_avanthay @louise18914038 Wait till Harper instructs #PeePee he has to back Russia in Putin's Illegal occupation of Ukraine!!	['1633877324423917571']	everyone	2453977476	en	[{'type': 'replied_to', 'id': '1633709342120714245'}]	2023-03-09T17:08:04.000Z	0	0	0	0	0	741477075962339328			
65	1633877324008681472	1633867955220905989	@ColinPartlan @WarMonitors @ELINTNews Ukraine troops hid in civilian structures. Oh no Russia bombed civilians.... how about start blaming Ukraine for bad decisions?	['1633877324008681472']	everyone	1415188588111798272	en	[{'type': 'replied_to', 'id': '1633870180303372301'}]	2023-03-09T17:08:04.000Z	0	0	0	0	0	1137923796898394112			
66	1633877323169529871	1633877323169529871	Unbelievable closed session discussion with Ukraine’s Ambassador to the UK Vadym Prystaiko - @VPrystaiko and @UkrEmbLondon. Extremely grateful to listen, talk, ask, and directly engage with the Amb on his insightful views, beliefs, and thoughts on, and for, our future world 🇺🇦🕊 https://t.co/uo8CLtbXPB	['1633877323169529871']	everyone	1962626484	en		2023-03-09T17:08:04.000Z	0	0	2	0	30				
67	1633877322939129856	1633877322939129856	RT @meNabster: @inabster @gbazov In 2013 it was time to activate a colour revolution for the Children of Khazars to reclaim what they perce…	['1633877322939129856']	everyone	259975018	en	[{'type': 'retweeted', 'id': '1520906589733015554'}]	2023-03-09T17:08:04.000Z	87	0	0	0	0				
68	1633877322758488069	1633482994081206273	@CNNPolitics Can’t reduce it if he keeps sending money to Ukraine.	['1633877322758488069']	everyone	1593621461440282627	en	[{'type': 'replied_to', 'id': '1633482994081206273'}]	2023-03-09T17:08:04.000Z	0	0	0	0	0	13850422			
69	1633877322502934528	1633877322502934528	RT @BubblesToBurst: @TheEmoDragon @DeificDragon Take Hunter Biden, for example. His dad imprisoned a generation of black men for minor drug…	['1633877322502934528']	everyone	1550113507038744579	en	[{'type': 'retweeted', 'id': '1633744871214444545'}]	2023-03-09T17:08:04.000Z	4	0	0	0	0				
70	1633877322494545920	1633877322494545920	"RT @visegrad24: Oleg and Nikita, father and son, both killed in Bakhmut.

The father covered his son with his body, but the artillery shell…"	['1633877322494545920']	everyone	1005071968679415808	en	[{'type': 'retweeted', 'id': '1633808439846510594'}]	2023-03-09T17:08:04.000Z	2465	0	0	0	0				
71	1633877319524945923	1633877319524945923	"RT @peterbakernyt: Trump tells Hannity on his radio show that he would have been willing to let Russia ""take over"" parts of Ukraine while h…"	['1633877319524945923']	everyone	32709518	en	[{'type': 'retweeted', 'id': '1633604224843120640'}]	2023-03-09T17:08:03.000Z	3657	0	0	0	0				
72	1633877319264632843	1633877319264632843	RT @Feher_Junior: The artillery of the Armed Forces of #Ukraine works against two BMPs and the enemy's manpower with the help of high-preci…	['1633877319264632843']	everyone	928395005298921472	en	[{'type': 'retweeted', 'id': '1633869167408365574'}]	2023-03-09T17:08:03.000Z	7	0	0	0	0				
73	1633877319206195202	1633877319206195202	RT @Kaos_Vs_Control: Elsa was injured by shrapnel when a Russian missile destroyed her house in Lviv and killed her humans. She looked for…	['1633877319206195202']	everyone	1026998827	en	[{'type': 'retweeted', 'id': '1633875665610219520'}]	2023-03-09T17:08:03.000Z	1	0	0	0	0				
74	1633877318379634698	1633877318379634698	"RT @dom_lucre: On February 28, 2022, Russian Economist Valentin Katasonov: 

“America Besieged Russia By Placing Bio-Labs In Surrounding Co…"	['1633877318379634698']	everyone	1610105972306989059	en	[{'type': 'retweeted', 'id': '1633670000396435461'}]	2023-03-09T17:08:03.000Z	543	0	0	0	0				
75	1633877317469736960	1633877317469736960	"RT @SarahAshtonLV: ●      The Presidential Office of Ukraine has officially rejected the allegations that Ukraine, or any ""pro-ukrainian"" g…"	['1633877317469736960']	everyone	19388345	en	[{'type': 'retweeted', 'id': '1633531687568125952'}]	2023-03-09T17:08:03.000Z	184	0	0	0	0				
76	1633877316769021955	1633877316769021955	"RT @sternenko: Today 4 civilians were killed by russians in Kherson. 

Ukraine needs ATACMS, F16 and more artillery shells to protect peopl…"	['1633877316769021955']	everyone	2375989123	en	[{'type': 'retweeted', 'id': '1633803881447604227'}]	2023-03-09T17:08:02.000Z	1539	0	0	0	0				
77	1633877316412805120	1633877316412805120	RT @worldonalert: Additional 10 Polish Leopard 2A4 MBTs have arrived in Ukraine today. Ukraine has now 14 Leopard 2A4s from Poland and expe…	['1633877316412805120']	everyone	1324736137	en	[{'type': 'retweeted', 'id': '1633825269713862656'}]	2023-03-09T17:08:02.000Z	5	0	0	0	0				
78	1633877316311842828	1633877316311842828	RT @meNabster: @inabster @gbazov Ukraine, a Khazarian entity conjured up by Soviets that might well cull up humanity in a devastating globa…	['1633877316311842828']	everyone	259975018	en	[{'type': 'retweeted', 'id': '1520905856677826561'}]	2023-03-09T17:08:02.000Z	92	0	0	0	0				
79	1633877313959137280	1633877313959137280	RT @sahouraxo: Israel drops bombs on Aleppo International Airport, stopping planes carrying aid for earthquake victims from landing in the…	['1633877313959137280']	everyone	371955964	en	[{'type': 'retweeted', 'id': '1633568365967974401'}]	2023-03-09T17:08:02.000Z	3716	0	0	0	0				
80	1633877313669459969	1633877313669459969	RT @MinnPost: Officials on Minnesota’s State Board of Investment now say the state’s holdings were worth far less than previously estimated…	['1633877313669459969']	everyone	290938901	en	[{'type': 'retweeted', 'id': '1633876250321354754'}]	2023-03-09T17:08:02.000Z	1	0	0	0	0				
81	1633877311366758409	1633877311366758409	"Ret. Major General says Ukraine tricked Russians on battlefield
#Russia #Ukraine #Britain #America #UkraineWar
https://t.co/v8RMuu0CGI"	['1633877311366758409']	everyone	1629072785103372288	en		2023-03-09T17:08:01.000Z	0	0	0	0	0				
82	1633877310406545408	1633877310406545408	RT @JailletAlain: 1/ Flashback : ‘Fascism is clearly being imposed in #Ukraine. The country is moving in a direction that Europe doesn’t wa…	['1633877310406545408']	everyone	1222601136445718529	en	[{'type': 'retweeted', 'id': '1633875463918743552'}]	2023-03-09T17:08:01.000Z	3	0	0	0	0				
83	1633877309399928832	1633877309399928832	"RT @KyivIndependent: ⚡️Official: Russia attacks Kyiv with 'almost all types of aerial weapons' in mass attack. 

Russia attacked Kyiv with…"	['1633877309399928832']	everyone	98272141	en	[{'type': 'retweeted', 'id': '1633716265524101120'}]	2023-03-09T17:08:01.000Z	690	0	0	0	0				
84	1633877309114712064	1633877309114712064	"One year into Russia’s invasion of #Ukraine, here at The Bridge we have structured our 2nd Quarter 2023 article series around asking what lessons - tactical and strategic - can be learned from the ongoing war?

https://t.co/McFE379GaB https://t.co/cMs2EHqfFk"	['1633877309114712064']	everyone	2898047183	en		2023-03-09T17:08:01.000Z	0	0	0	0	0				
